call_index,decode_step,module,group,phase,token_count,module_type,latency_ms
79,,model.layers.11.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.443039894104004
80,,model.layers.11.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.418976068496704
81,,model.layers.11.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.120351791381836
82,,model.layers.11.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.153855800628662
83,,model.layers.11.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.480800151824951
84,,model.layers.12.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4381439685821533
85,,model.layers.12.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.439647912979126
86,,model.layers.12.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.441119909286499
87,,model.layers.12.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4434878826141357
88,,model.layers.12.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.185247898101807
89,,model.layers.12.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.185952186584473
90,,model.layers.12.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.482944011688232
91,,model.layers.13.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4394240379333496
92,,model.layers.13.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.4438719749450684
93,,model.layers.13.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4444479942321777
94,,model.layers.13.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4434878826141357
95,,model.layers.13.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.1833600997924805
96,,model.layers.13.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.185984134674072
97,,model.layers.13.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.481696128845215
98,,model.layers.14.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.438080072402954
99,,model.layers.14.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.443455934524536
100,,model.layers.14.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4429759979248047
101,,model.layers.14.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.417664051055908
102,,model.layers.14.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.122432231903076
103,,model.layers.14.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.161407947540283
104,,model.layers.14.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.517759799957275
105,,model.layers.15.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4517760276794434
106,,model.layers.15.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.455872058868408
107,,model.layers.15.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.456671953201294
108,,model.layers.15.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4573121070861816
109,,model.layers.15.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.218783855438232
110,,model.layers.15.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.219488143920898
111,,model.layers.15.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.515711784362793
112,,model.layers.16.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4505600929260254
113,,model.layers.16.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.4563519954681396
114,,model.layers.16.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.456415891647339
115,,model.layers.16.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4558401107788086
116,,model.layers.16.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.219488143920898
117,,model.layers.16.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.221504211425781
118,,model.layers.16.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.518655776977539
119,,model.layers.17.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4494400024414062
120,,model.layers.17.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.4553279876708984
121,,model.layers.17.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4567999839782715
122,,model.layers.17.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4168319702148438
123,,model.layers.17.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.122335910797119
124,,model.layers.17.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.158527851104736
125,,model.layers.17.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.515007972717285
126,,model.layers.18.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.451263904571533
127,,model.layers.18.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.456160068511963
128,,model.layers.18.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4562559127807617
129,,model.layers.18.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.451200008392334
130,,model.layers.18.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.217951774597168
131,,model.layers.18.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.218688011169434
132,,model.layers.18.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.518496036529541
133,,model.layers.19.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.450144052505493
134,,model.layers.19.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.453536033630371
135,,model.layers.19.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4513919353485107
136,,model.layers.19.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4574079513549805
137,,model.layers.19.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.217728137969971
138,,model.layers.19.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.220160007476807
139,,model.layers.19.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.517055988311768
140,,model.layers.20.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4532480239868164
141,,model.layers.20.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.455519914627075
142,,model.layers.20.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4571518898010254
143,,model.layers.20.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.420448064804077
144,,model.layers.20.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.122496128082275
145,,model.layers.20.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.1603522300720215
146,,model.layers.20.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.515711784362793
147,,model.layers.21.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4504640102386475
148,,model.layers.21.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.4528961181640625
149,,model.layers.21.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4535999298095703
150,,model.layers.21.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4545280933380127
151,,model.layers.21.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.216063976287842
152,,model.layers.21.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.219552040100098
153,,model.layers.21.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.514688014984131
154,,model.layers.22.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.448415994644165
155,,model.layers.22.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.454047918319702
156,,model.layers.22.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4567039012908936
157,,model.layers.22.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4554879665374756
158,,model.layers.22.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.216608047485352
159,,model.layers.22.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.220608234405518
160,,model.layers.22.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.514624118804932
161,,model.layers.23.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.450432062149048
162,,model.layers.23.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.455519914627075
163,,model.layers.23.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.455199956893921
164,,model.layers.23.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4148800373077393
165,,model.layers.23.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.121503829956055
166,,model.layers.23.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.158048152923584
167,,model.layers.23.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.514624118804932
168,,model.layers.24.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.4511680603027344
169,,model.layers.24.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.45632004737854
170,,model.layers.24.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.455264091491699
171,,model.layers.24.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.455456018447876
172,,model.layers.24.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.218016147613525
173,,model.layers.24.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.220096111297607
174,,model.layers.24.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.517055988311768
175,,model.layers.25.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.449631929397583
176,,model.layers.25.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.454751968383789
177,,model.layers.25.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.456576108932495
178,,model.layers.25.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4517760276794434
179,,model.layers.25.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.218751907348633
180,,model.layers.25.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.221663951873779
181,,model.layers.25.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.5186238288879395
182,,model.layers.26.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.451456069946289
183,,model.layers.26.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.456127882003784
184,,model.layers.26.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4564480781555176
185,,model.layers.26.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.417664051055908
186,,model.layers.26.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.119679927825928
187,,model.layers.26.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.156383991241455
188,,model.layers.26.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.517024040222168
189,,model.layers.27.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.451103925704956
190,,model.layers.27.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.455296039581299
191,,model.layers.27.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4566400051116943
192,,model.layers.27.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.4527039527893066
193,,model.layers.27.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.217728137969971
194,,model.layers.27.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.219520092010498
195,,model.layers.27.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.515744209289551
196,,model.layers.28.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.451263904571533
197,,model.layers.28.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.4533119201660156
198,,model.layers.28.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.452159881591797
199,,model.layers.28.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.455519914627075
200,,model.layers.28.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.219007968902588
201,,model.layers.28.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.219520092010498
202,,model.layers.28.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.519743919372559
203,,model.layers.29.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.451711893081665
204,,model.layers.29.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.455104112625122
205,,model.layers.29.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4545280933380127
206,,model.layers.29.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.420543909072876
207,,model.layers.29.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.120384216308594
208,,model.layers.29.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.153120040893555
209,,model.layers.29.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.515711784362793
210,,model.layers.30.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.450432062149048
211,,model.layers.30.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.456511974334717
212,,model.layers.30.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.457376003265381
213,,model.layers.30.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.455872058868408
214,,model.layers.30.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.218656063079834
215,,model.layers.30.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.221439838409424
216,,model.layers.30.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.516416072845459
217,,model.layers.31.self_attn.q_proj,self_attn.q_proj,prefill,16384,Linear,2.453183889389038
218,,model.layers.31.self_attn.k_proj,self_attn.k_proj,prefill,16384,Linear,2.4582719802856445
219,,model.layers.31.self_attn.v_proj,self_attn.v_proj,prefill,16384,Linear,2.4573440551757812
220,,model.layers.31.self_attn.o_proj,self_attn.o_proj,prefill,16384,Linear,2.456576108932495
221,,model.layers.31.mlp.gate_proj,mlp.gate_proj,prefill,16384,Linear,6.217728137969971
222,,model.layers.31.mlp.up_proj,mlp.up_proj,prefill,16384,Linear,6.216671943664551
223,,model.layers.31.mlp.down_proj,mlp.down_proj,prefill,16384,Linear,6.515711784362793
224,0,model.layers.0.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,23.316608428955078
225,0,model.layers.0.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.0989760011434555
226,0,model.layers.0.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.052799999713897705
227,0,model.layers.0.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.11503999680280685
228,0,model.layers.0.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.20307199656963348
229,0,model.layers.0.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.08579199761152267
230,0,model.layers.0.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.10108800232410431
231,0,model.layers.1.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.05363199859857559
232,0,model.layers.1.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.04639999940991402
233,0,model.layers.1.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.04460800066590309
234,0,model.layers.1.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.033535998314619064
235,0,model.layers.1.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05936000123620033
236,0,model.layers.1.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.05734400078654289
237,0,model.layers.1.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.06521599739789963
238,0,model.layers.2.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.029343999922275543
239,0,model.layers.2.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.04588799923658371
240,0,model.layers.2.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.04694399982690811
241,0,model.layers.2.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.036959998309612274
242,0,model.layers.2.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
243,0,model.layers.2.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.05772799998521805
244,0,model.layers.2.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.0655359998345375
245,0,model.layers.3.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.026623999699950218
246,0,model.layers.3.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.02703999914228916
247,0,model.layers.3.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.04262400045990944
248,0,model.layers.3.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.036959998309612274
249,0,model.layers.3.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
250,0,model.layers.3.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.05939200147986412
251,0,model.layers.3.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.06617599725723267
252,0,model.layers.4.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.02457600086927414
253,0,model.layers.4.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.026688000187277794
254,0,model.layers.4.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.040383998304605484
255,0,model.layers.4.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.036928001791238785
256,0,model.layers.4.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
257,0,model.layers.4.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.05734400078654289
258,0,model.layers.4.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.0655359998345375
259,0,model.layers.5.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.02454400062561035
260,0,model.layers.5.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.025151999667286873
261,0,model.layers.5.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.028192000463604927
262,0,model.layers.5.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.037696000188589096
263,0,model.layers.5.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
264,0,model.layers.5.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.056992001831531525
265,0,model.layers.5.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.0655359998345375
266,0,model.layers.6.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.027424000203609467
267,0,model.layers.6.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.026847999542951584
268,0,model.layers.6.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.03532800078392029
269,0,model.layers.6.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.031647998839616776
270,0,model.layers.6.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
271,0,model.layers.6.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.057312000542879105
272,0,model.layers.6.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.0655359998345375
273,0,model.layers.7.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.024607999250292778
274,0,model.layers.7.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.024831999093294144
275,0,model.layers.7.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.04428799822926521
276,0,model.layers.7.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.03471999987959862
277,0,model.layers.7.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
278,0,model.layers.7.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.057312000542879105
279,0,model.layers.7.mlp.down_proj,mlp.down_proj,decode,1,Linear,0.0655359998345375
280,0,model.layers.8.self_attn.q_proj,self_attn.q_proj,decode,1,Linear,0.02457600086927414
281,0,model.layers.8.self_attn.k_proj,self_attn.k_proj,decode,1,Linear,0.02675200067460537
282,0,model.layers.8.self_attn.v_proj,self_attn.v_proj,decode,1,Linear,0.04339199885725975
283,0,model.layers.8.self_attn.o_proj,self_attn.o_proj,decode,1,Linear,0.0387520007789135
284,0,model.layers.8.mlp.gate_proj,mlp.gate_proj,decode,1,Linear,0.05939200147986412
285,0,model.layers.8.mlp.up_proj,mlp.up_proj,decode,1,Linear,0.05849599838256836
