module_index,module_name,layer,module_type,prefill_method,decode_method,prefill_runtime,decode_runtime,quality_cost,latency_ms
18,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.001478071838699195,4.924154
19,model.layers.4.mlp.down_proj,4,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
21,model.layers.5.self_attn.o_proj,5,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0014382098591211765,4.924154
23,model.layers.5.mlp.down_proj,5,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
25,model.layers.6.self_attn.o_proj,6,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0013283754666623317,4.924154
27,model.layers.6.mlp.down_proj,6,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
29,model.layers.7.self_attn.o_proj,7,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0012754280937815159,4.924154
31,model.layers.7.mlp.down_proj,7,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
33,model.layers.8.self_attn.o_proj,8,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009813346378422059,4.924154
35,model.layers.8.mlp.down_proj,8,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
37,model.layers.9.self_attn.o_proj,9,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009557400801956882,4.924154
39,model.layers.9.mlp.down_proj,9,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
41,model.layers.10.self_attn.o_proj,10,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009617032814967469,4.924154
43,model.layers.10.mlp.down_proj,10,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.003689969771208311,1.453115
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009570439277697072,4.924154
47,model.layers.11.mlp.down_proj,11,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009121579319014798,4.924154
51,model.layers.12.mlp.down_proj,12,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
53,model.layers.13.self_attn.o_proj,13,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009064696894305933,4.924154
55,model.layers.13.mlp.down_proj,13,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009437132925667742,4.924154
59,model.layers.14.mlp.down_proj,14,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009443534185051418,4.924154
63,model.layers.15.mlp.down_proj,15,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
65,model.layers.16.self_attn.o_proj,16,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009692627418646687,4.924154
67,model.layers.16.mlp.down_proj,16,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
69,model.layers.17.self_attn.o_proj,17,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
70,model.layers.17.mlp.gate_up_proj,17,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009709204478121411,4.924154
71,model.layers.17.mlp.down_proj,17,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
72,model.layers.18.self_attn.qkv_proj,18,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004205494971841055,1.453115
73,model.layers.18.self_attn.o_proj,18,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
74,model.layers.18.mlp.gate_up_proj,18,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010709150245929442,4.924154
75,model.layers.18.mlp.down_proj,18,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
76,model.layers.19.self_attn.qkv_proj,19,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004280079879852104,1.453115
77,model.layers.19.self_attn.o_proj,19,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
78,model.layers.19.mlp.gate_up_proj,19,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011190247887084793,4.924154
79,model.layers.19.mlp.down_proj,19,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
80,model.layers.20.self_attn.qkv_proj,20,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004687336092714292,1.453115
81,model.layers.20.self_attn.o_proj,20,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
82,model.layers.20.mlp.gate_up_proj,20,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.001153442136388963,4.924154
83,model.layers.20.mlp.down_proj,20,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
84,model.layers.21.self_attn.qkv_proj,21,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004409114273741521,1.453115
85,model.layers.21.self_attn.o_proj,21,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
86,model.layers.21.mlp.gate_up_proj,21,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.001141606810723178,4.924154
87,model.layers.21.mlp.down_proj,21,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
88,model.layers.22.self_attn.qkv_proj,22,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0047525492289870455,1.453115
89,model.layers.22.self_attn.o_proj,22,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
90,model.layers.22.mlp.gate_up_proj,22,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0012068715536725503,4.924154
91,model.layers.22.mlp.down_proj,22,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
92,model.layers.23.self_attn.qkv_proj,23,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
93,model.layers.23.self_attn.o_proj,23,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
94,model.layers.23.mlp.gate_up_proj,23,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0012704735493687877,4.924154
95,model.layers.23.mlp.down_proj,23,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
96,model.layers.24.self_attn.qkv_proj,24,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
97,model.layers.24.self_attn.o_proj,24,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
98,model.layers.24.mlp.gate_up_proj,24,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0013927468680505074,4.924154
99,model.layers.24.mlp.down_proj,24,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
100,model.layers.25.self_attn.qkv_proj,25,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
101,model.layers.25.self_attn.o_proj,25,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
102,model.layers.25.mlp.gate_up_proj,25,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0013953817070004972,4.924154
103,model.layers.25.mlp.down_proj,25,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
104,model.layers.26.self_attn.qkv_proj,26,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
105,model.layers.26.self_attn.o_proj,26,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
106,model.layers.26.mlp.gate_up_proj,26,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0013281360480276345,4.924154
107,model.layers.26.mlp.down_proj,26,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
108,model.layers.27.self_attn.qkv_proj,27,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
109,model.layers.27.self_attn.o_proj,27,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
110,model.layers.27.mlp.gate_up_proj,27,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.001236114693436748,4.924154
111,model.layers.27.mlp.down_proj,27,down_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,4.666172
112,model.layers.28.self_attn.qkv_proj,28,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
113,model.layers.28.self_attn.o_proj,28,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
114,model.layers.28.mlp.gate_up_proj,28,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010613728926097503,4.924154
115,model.layers.28.mlp.down_proj,28,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.00976471517582881,3.307493
116,model.layers.29.self_attn.qkv_proj,29,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
117,model.layers.29.self_attn.o_proj,29,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
118,model.layers.29.mlp.gate_up_proj,29,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009344749122601385,4.924154
119,model.layers.29.mlp.down_proj,29,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008225731177066532,3.307493
120,model.layers.30.self_attn.qkv_proj,30,qkv_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,2.037634
121,model.layers.30.self_attn.o_proj,30,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
122,model.layers.30.mlp.gate_up_proj,30,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006605300703577501,4.924154
123,model.layers.30.mlp.down_proj,30,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.00368288085545486,3.307493
124,model.layers.31.self_attn.qkv_proj,31,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.002878060679047153,1.453115
125,model.layers.31.self_attn.o_proj,31,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.33423
126,model.layers.31.mlp.gate_up_proj,31,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.004571004367093111,3.873146
127,model.layers.31.mlp.down_proj,31,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0008764769734964794,3.307493
