method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,runtime_path,activation_quantization,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
sparse_nvfp4,type:o_proj,type,,o_proj,32,32,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.997938841523023,0.04005038668264849,7.373841768275129,65408,130681.18374633789,1.9578884548403745
sparse_nvfp4,type:gate_proj,type,,gate_proj,32,32,selected_compressed_weight_to_real_kernel_module,runtime_kernel,2.0994266138618007,0.1415381590214262,8.161488886083703,65408,137319.29595947266,1.9578884548403745
sparse_nvfp4,type:up_proj,type,,up_proj,32,32,selected_compressed_weight_to_real_kernel_module,runtime_kernel,2.1165368132395286,0.15864835839915403,8.30233510544226,65408,138438.4398803711,1.9578884548403745
sparse_nvfp4,type:down_proj,type,,down_proj,32,32,selected_compressed_weight_to_real_kernel_module,runtime_kernel,2.171096021648489,0.2132075668081146,8.767888572078775,65408,142007.04858398438,1.9578884548403745
sparse_nvfp4,layer_type:0:q_proj,layer_type,0,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957984511399689,9.605655931443913e-05,7.085032862127377,65408,128067.85092163086,1.9578884548403745
sparse_nvfp4,layer_type:0:k_proj,layer_type,0,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9585258676114614,0.0006374127710868649,7.088869427058333,65408,128103.25994873047,1.9578884548403745
sparse_nvfp4,layer_type:0:v_proj,layer_type,0,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9587715287964405,0.0008830739560659051,7.090611101044034,65408,128119.32815551758,1.9578884548403745
sparse_nvfp4,layer_type:0:o_proj,layer_type,0,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578624812124292,-2.5973627945319322e-05,7.084168326991235,65408,128059.86917114258,1.9578884548403745
sparse_nvfp4,layer_type:0:gate_proj,layer_type,0,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9576274863427865,-0.0002609684975880544,7.0825037793664425,65408,128044.49862670898,1.9578884548403745
sparse_nvfp4,layer_type:0:up_proj,layer_type,0,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579045152010983,1.6060360723768596e-05,7.0844661091008625,65408,128062.61853027344,1.9578884548403745
sparse_nvfp4,layer_type:0:down_proj,layer_type,0,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578803943327963,-8.060507578289133e-06,7.084295227687767,65408,128061.04083251953,1.9578884548403745
sparse_nvfp4,layer_type:1:q_proj,layer_type,1,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579888034006854,0.00010034856031082562,7.085063271160738,65408,128068.13165283203,1.9578884548403745
sparse_nvfp4,layer_type:1:k_proj,layer_type,1,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957930522422268,4.206758189351234e-05,7.084650358773732,65408,128064.3196105957,1.9578884548403745
sparse_nvfp4,layer_type:1:v_proj,layer_type,1,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957877662083874,-1.0792756500510592e-05,7.084275871656209,65408,128060.86212158203,1.9578884548403745
sparse_nvfp4,layer_type:1:o_proj,layer_type,1,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9591844525122595,0.0012959976718849298,7.093539587106368,65408,128146.33666992188,1.9578884548403745
sparse_nvfp4,layer_type:1:gate_proj,layer_type,1,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9591792101029548,0.0012907552625802676,7.093502399965908,65408,128145.99377441406,1.9578884548403745
sparse_nvfp4,layer_type:1:up_proj,layer_type,1,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9605918677119127,0.002703412871538191,7.1035301713415295,65408,128238.39288330078,1.9578884548403745
sparse_nvfp4,layer_type:1:down_proj,layer_type,1,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9887989374522828,0.030910482611908208,7.306752623095417,65408,130083.3609008789,1.9578884548403745
sparse_nvfp4,layer_type:2:q_proj,layer_type,2,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9594836552315729,0.0015952003911983148,7.0956623109869295,65408,128165.90692138672,1.9578884548403745
sparse_nvfp4,layer_type:2:k_proj,layer_type,2,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9593057408491459,0.0014172860087713346,7.094400002903671,65408,128154.26989746094,1.9578884548403745
sparse_nvfp4,layer_type:2:v_proj,layer_type,2,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9585151756346342,0.0006267207942596276,7.08879363343588,65408,128102.56060791016,1.9578884548403745
sparse_nvfp4,layer_type:2:o_proj,layer_type,2,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9611922840782807,0.003303829237906175,7.107796527782339,65408,128277.66491699219,1.9578884548403745
sparse_nvfp4,layer_type:2:gate_proj,layer_type,2,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9608845430810857,0.002996088240711181,7.105609503926731,65408,128257.53619384766,1.9578884548403745
sparse_nvfp4,layer_type:2:up_proj,layer_type,2,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.961418888573544,0.0035304337331694136,7.109407368931981,65408,128292.48666381836,1.9578884548403745
sparse_nvfp4,layer_type:2:down_proj,layer_type,2,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9629223883268652,0.005033933486490616,7.120104400634629,65408,128390.8275756836,1.9578884548403745
sparse_nvfp4,layer_type:3:q_proj,layer_type,3,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9592754210977872,0.0013869662574126362,7.094184905720407,65408,128152.28674316406,1.9578884548403745
sparse_nvfp4,layer_type:3:k_proj,layer_type,3,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9587410704730308,0.0008526156326562617,7.090395136206927,65408,128117.3359375,1.9578884548403745
sparse_nvfp4,layer_type:3:v_proj,layer_type,3,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9588234177307606,0.0009349628903860818,7.090979034843509,65408,128122.7221069336,1.9578884548403745
sparse_nvfp4,layer_type:3:o_proj,layer_type,3,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9586184510046256,0.0007299961642510677,7.089525769026302,65408,128109.31564331055,1.9578884548403745
sparse_nvfp4,layer_type:3:gate_proj,layer_type,3,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9591308059990988,0.0012423511587242864,7.09315905364879,65408,128142.82775878906,1.9578884548403745
sparse_nvfp4,layer_type:3:up_proj,layer_type,3,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.960142608724695,0.0022541538843203757,7.100339563329407,65408,128209.00775146484,1.9578884548403745
sparse_nvfp4,layer_type:3:down_proj,layer_type,3,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.962187984918195,0.004299530077820357,7.114877291331096,65408,128342.7917175293,1.9578884548403745
sparse_nvfp4,layer_type:4:q_proj,layer_type,4,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579862787765532,9.78239361786315e-05,7.085045384061605,65408,128067.9665222168,1.9578884548403745
sparse_nvfp4,layer_type:4:k_proj,layer_type,4,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957532794974788,-0.00035565986558649954,7.0818331591461945,65408,128038.30505371094,1.9578884548403745
sparse_nvfp4,layer_type:4:v_proj,layer_type,4,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9576503115390844,-0.00023814330129012795,7.082665440750457,65408,128045.99157714844,1.9578884548403745
sparse_nvfp4,layer_type:4:o_proj,layer_type,4,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9568858613240043,-0.0010025935163702204,7.077253164602339,65408,127995.99041748047,1.9578884548403745
sparse_nvfp4,layer_type:4:gate_proj,layer_type,4,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9613241617460306,0.0034357069056560885,7.1087339492223816,65408,128286.29077148438,1.9578884548403745
sparse_nvfp4,layer_type:4:up_proj,layer_type,4,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9622954258480183,0.004406971007643756,7.11564176142981,65408,128349.81921386719,1.9578884548403745
sparse_nvfp4,layer_type:4:down_proj,layer_type,4,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9591545246818527,0.0012660698414781457,7.093327296033342,65408,128144.37915039062,1.9578884548403745
sparse_nvfp4,layer_type:5:q_proj,layer_type,5,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958328790627347,0.0004403357869724456,7.087472511705321,65408,128090.36953735352,1.9578884548403745
sparse_nvfp4,layer_type:5:k_proj,layer_type,5,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9576593289869872,-0.00022912585338730196,7.082729308605044,65408,128046.58139038086,1.9578884548403745
sparse_nvfp4,layer_type:5:v_proj,layer_type,5,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9597041966163948,0.0018157417760202854,7.097227370753104,65408,128180.33209228516,1.9578884548403745
sparse_nvfp4,layer_type:5:o_proj,layer_type,5,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958182980636328,0.00029452579595345973,7.086439162740174,65408,128080.83239746094,1.9578884548403745
sparse_nvfp4,layer_type:5:gate_proj,layer_type,5,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9602911537640715,0.002402698923696933,7.101394361890036,65408,128218.72378540039,1.9578884548403745
sparse_nvfp4,layer_type:5:up_proj,layer_type,5,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9622622343425415,0.004373779502166997,7.115405586486838,65408,128347.64822387695,1.9578884548403745
sparse_nvfp4,layer_type:5:down_proj,layer_type,5,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9590549296362292,0.0011664747958546329,7.092620870956474,65408,128137.86483764648,1.9578884548403745
sparse_nvfp4,layer_type:6:q_proj,layer_type,6,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9586811107665358,0.0007926559261612898,7.089970010940947,65408,128113.41409301758,1.9578884548403745
sparse_nvfp4,layer_type:6:k_proj,layer_type,6,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9584970791512506,0.0006086243108760492,7.088665352360405,65408,128101.376953125,1.9578884548403745
sparse_nvfp4,layer_type:6:v_proj,layer_type,6,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958410448757403,0.0005219939170284515,7.0880512850879045,65408,128095.71063232422,1.9578884548403745
sparse_nvfp4,layer_type:6:o_proj,layer_type,6,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9586397952996122,0.0007513404592376371,7.089677091570562,65408,128110.71173095703,1.9578884548403745
sparse_nvfp4,layer_type:6:gate_proj,layer_type,6,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9603962641639485,0.002507809323573973,7.102140831521273,65408,128225.59884643555,1.9578884548403745
sparse_nvfp4,layer_type:6:up_proj,layer_type,6,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9628821483096965,0.004993693469321991,7.119817893275875,65408,128388.19555664062,1.9578884548403745
sparse_nvfp4,layer_type:6:down_proj,layer_type,6,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9608547234955132,0.002966268655138604,7.105397620755234,65408,128255.58575439453,1.9578884548403745
sparse_nvfp4,layer_type:7:q_proj,layer_type,7,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958649036235772,0.0007605813953974749,7.089742607126671,65408,128111.31616210938,1.9578884548403745
sparse_nvfp4,layer_type:7:k_proj,layer_type,7,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9570771934001647,-0.0008112614402098206,7.078607399694009,65408,128008.50506591797,1.9578884548403745
sparse_nvfp4,layer_type:7:v_proj,layer_type,7,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9594413151713033,0.0015528603309287181,7.095361886577068,65408,128163.13754272461,1.9578884548403745
sparse_nvfp4,layer_type:7:o_proj,layer_type,7,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958104872656895,0.00021641781652048664,7.085885676911909,65408,128075.72351074219,1.9578884548403745
sparse_nvfp4,layer_type:7:gate_proj,layer_type,7,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9590029212593332,0.0011144664189586262,7.0922520048491835,65408,128134.46307373047,1.9578884548403745
sparse_nvfp4,layer_type:7:up_proj,layer_type,7,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9607758232758703,0.002887368435495752,7.104837025438144,65408,128250.42504882812,1.9578884548403745
sparse_nvfp4,layer_type:7:down_proj,layer_type,7,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9596478117888687,0.0017593569484941618,7.096827206093605,65408,128176.64407348633,1.9578884548403745
sparse_nvfp4,layer_type:8:q_proj,layer_type,8,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958856857919413,0.000968403079038449,7.0912161624849395,65408,128124.90936279297,1.9578884548403745
sparse_nvfp4,layer_type:8:k_proj,layer_type,8,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583881969787837,0.0004997421384091982,7.087893565094649,65408,128094.25518798828,1.9578884548403745
sparse_nvfp4,layer_type:8:v_proj,layer_type,8,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9590123842840326,0.0011239294436580227,7.0923191193226325,65408,128135.08203125,1.9578884548403745
sparse_nvfp4,layer_type:8:o_proj,layer_type,8,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578427139327017,-4.574090767284211e-05,7.0840282936383225,65408,128058.57623291016,1.9578884548403745
sparse_nvfp4,layer_type:8:gate_proj,layer_type,8,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9602577373706198,0.0023692825302452647,7.101157062866845,65408,128216.5380859375,1.9578884548403745
sparse_nvfp4,layer_type:8:up_proj,layer_type,8,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.961228540965489,0.003340086125114494,7.108054239031222,65408,128280.0364074707,1.9578884548403745
sparse_nvfp4,layer_type:8:down_proj,layer_type,8,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.961976526768007,0.004088071927632386,7.113372951598311,65408,128328.9606628418,1.9578884548403745
sparse_nvfp4,layer_type:9:q_proj,layer_type,9,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9582804681736896,0.0003920133333150666,7.087130035918028,65408,128087.20886230469,1.9578884548403745
sparse_nvfp4,layer_type:9:k_proj,layer_type,9,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9584277688640437,0.0005393140236691352,7.0881740519552014,65408,128096.84350585938,1.9578884548403745
sparse_nvfp4,layer_type:9:v_proj,layer_type,9,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9600959192750038,0.0022074644346292693,7.100008060121487,65408,128205.95388793945,1.9578884548403745
sparse_nvfp4,layer_type:9:o_proj,layer_type,9,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9587975481484967,0.0009090933081221664,7.090795596550782,65408,128121.03002929688,1.9578884548403745
sparse_nvfp4,layer_type:9:gate_proj,layer_type,9,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.959511328583361,0.0016228737429864193,7.095858674463236,65408,128167.71697998047,1.9578884548403745
sparse_nvfp4,layer_type:9:up_proj,layer_type,9,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9613788015921756,0.0034903467518010434,7.109122379963454,65408,128289.86465454102,1.9578884548403745
sparse_nvfp4,layer_type:9:down_proj,layer_type,9,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.960087594220783,0.002199139380408388,7.099948952415455,65408,128205.40936279297,1.9578884548403745
sparse_nvfp4,layer_type:10:q_proj,layer_type,10,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9587765677801083,0.0008881129397337872,7.090646830607588,65408,128119.65774536133,1.9578884548403745
sparse_nvfp4,layer_type:10:k_proj,layer_type,10,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.959311373779685,0.001422918939310458,7.0944399652786565,65408,128154.63833618164,1.9578884548403745
sparse_nvfp4,layer_type:10:v_proj,layer_type,10,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.960106787149687,0.002218332309312343,7.100085222538628,65408,128206.66473388672,1.9578884548403745
sparse_nvfp4,layer_type:10:o_proj,layer_type,10,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.960166329273739,0.0022778744333644685,7.100507989279819,65408,128210.55926513672,1.9578884548403745
sparse_nvfp4,layer_type:10:gate_proj,layer_type,10,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9606163870331825,0.0027279321928079803,7.103704347215278,65408,128239.9966430664,1.9578884548403745
sparse_nvfp4,layer_type:10:up_proj,layer_type,10,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9611987246459244,0.003310269805549826,7.107842306174093,65408,128278.08618164062,1.9578884548403745
sparse_nvfp4,layer_type:10:down_proj,layer_type,10,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9615669637743507,0.0036785089339761434,7.110460173800974,65408,128302.17196655273,1.9578884548403745
sparse_nvfp4,layer_type:11:q_proj,layer_type,11,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578615186732342,-2.6936167140334533e-05,7.084161508204838,65408,128059.8062133789,1.9578884548403745
sparse_nvfp4,layer_type:11:k_proj,layer_type,11,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9564094954040885,-0.0014789594362860647,7.073882605261645,65408,127964.83227539062,1.9578884548403745
sparse_nvfp4,layer_type:11:v_proj,layer_type,11,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581567825869806,0.0002683277466060119,7.086253514289115,65408,128079.11883544922,1.9578884548403745
sparse_nvfp4,layer_type:11:o_proj,layer_type,11,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9571528416090516,-0.0007356132313229846,7.079142903919921,65408,128013.45306396484,1.9578884548403745
sparse_nvfp4,layer_type:11:gate_proj,layer_type,11,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.961304519041177,0.0034160642008025377,7.108594315830928,65408,128285.00598144531,1.9578884548403745
sparse_nvfp4,layer_type:11:up_proj,layer_type,11,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9619329810842376,0.004044526243863089,7.113063201653413,65408,128326.11242675781,1.9578884548403745
sparse_nvfp4,layer_type:11:down_proj,layer_type,11,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9607648882147384,0.0028764333743638293,7.104759334035719,65408,128249.70980834961,1.9578884548403745
sparse_nvfp4,layer_type:12:q_proj,layer_type,12,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9589050949902918,0.0010166401499172029,7.091558230231692,65408,128128.064453125,1.9578884548403745
sparse_nvfp4,layer_type:12:k_proj,layer_type,12,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9585051508565705,0.0006166960161959611,7.088722570209162,65408,128101.90490722656,1.9578884548403745
sparse_nvfp4,layer_type:12:v_proj,layer_type,12,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.96055567194571,0.002667217105335462,7.1032730582774635,65408,128236.025390625,1.9578884548403745
