module_index,module_name,layer,module_type,prefill_method,decode_method,quality_cost,latency_ms,prefill_runtime,decode_runtime
19,model.layers.4.mlp.down_proj,4,down_proj,sparse_bf16,sparse_bf16,0.005886577479719181,3.4039856523906575,sparse_bf16,sparse_bf16
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,sparse_nvfp4,sparse_nvfp4,0.004441527392411837,2.6727769176622624,sparse_nvfp4,sparse_nvfp4
21,model.layers.5.self_attn.o_proj,5,o_proj,sparse_bf16,sparse_bf16,0.0048439757318611155,1.257995,sparse_bf16,sparse_bf16
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007641935507079661,4.8661182278672515,dense_nvfp4,dense_nvfp4
23,model.layers.5.mlp.down_proj,5,down_proj,sparse_bf16,sparse_bf16,0.007479649720695617,3.4039856523906575,sparse_bf16,sparse_bf16
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,sparse_nvfp4,sparse_nvfp4,0.00477854216424957,2.6727769176622624,sparse_nvfp4,sparse_nvfp4
25,model.layers.6.self_attn.o_proj,6,o_proj,sparse_bf16,sparse_bf16,0.0051925815480622,1.257995,sparse_bf16,sparse_bf16
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007383592908441892,4.8661182278672515,dense_nvfp4,dense_nvfp4
27,model.layers.6.mlp.down_proj,6,down_proj,sparse_bf16,sparse_bf16,0.00735805096021545,3.4039856523906575,sparse_bf16,sparse_bf16
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,dense_nvfp4,dense_nvfp4,0.00048555508353803324,3.3303209416187576,dense_nvfp4,dense_nvfp4
29,model.layers.7.self_attn.o_proj,7,o_proj,sparse_bf16,sparse_bf16,0.005978683782267437,1.257995,sparse_bf16,sparse_bf16
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007248513249618001,4.8661182278672515,dense_nvfp4,dense_nvfp4
31,model.layers.7.mlp.down_proj,7,down_proj,sparse_bf16,sparse_bf16,0.007573067555317268,3.4039856523906575,sparse_bf16,sparse_bf16
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,sparse_nvfp4,sparse_nvfp4,0.004663685320419528,2.6727769176622624,sparse_nvfp4,sparse_nvfp4
33,model.layers.8.self_attn.o_proj,8,o_proj,sparse_bf16,sparse_bf16,0.005923910430101762,1.257995,sparse_bf16,sparse_bf16
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000635274339838321,4.8661182278672515,dense_nvfp4,dense_nvfp4
35,model.layers.8.mlp.down_proj,8,down_proj,sparse_bf16,sparse_bf16,0.0069804347049252586,3.4039856523906575,sparse_bf16,sparse_bf16
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,dense_nvfp4,dense_nvfp4,0.0004453976745658422,3.3303209416187576,dense_nvfp4,dense_nvfp4
37,model.layers.9.self_attn.o_proj,9,o_proj,sparse_bf16,sparse_bf16,0.006661729802748682,1.257995,sparse_bf16,sparse_bf16
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006205892173023006,4.8661182278672515,dense_nvfp4,dense_nvfp4
39,model.layers.9.mlp.down_proj,9,down_proj,sparse_bf16,sparse_bf16,0.007201926288351399,3.4039856523906575,sparse_bf16,sparse_bf16
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,sparse_nvfp4,sparse_nvfp4,0.004899500952363256,2.6727769176622624,sparse_nvfp4,sparse_nvfp4
41,model.layers.10.self_attn.o_proj,10,o_proj,sparse_bf16,sparse_bf16,0.0068379119789988155,1.257995,sparse_bf16,sparse_bf16
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006045036473628131,4.8661182278672515,dense_nvfp4,dense_nvfp4
43,model.layers.10.mlp.down_proj,10,down_proj,sparse_bf16,sparse_bf16,0.007070712505551594,3.4039856523906575,sparse_bf16,sparse_bf16
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,sparse_nvfp4,sparse_nvfp4,0.005270151156059366,2.6727769176622624,sparse_nvfp4,sparse_nvfp4
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_nvfp4,dense_nvfp4,0.0012389986564849311,2.0052765,dense_nvfp4,dense_nvfp4
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.00796376090453701,3.85249556114741,sparse_nvfp4,sparse_nvfp4
47,model.layers.11.mlp.down_proj,11,down_proj,sparse_bf16,sparse_bf16,0.0072227130469265394,3.4039856523906575,sparse_bf16,sparse_bf16
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,sparse_nvfp4,sparse_nvfp4,0.00545182200473597,2.6727769176622624,sparse_nvfp4,sparse_nvfp4
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_nvfp4,dense_nvfp4,0.001186681778673408,2.0052765,dense_nvfp4,dense_nvfp4
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.008102265483104325,3.85249556114741,sparse_nvfp4,sparse_nvfp4
51,model.layers.12.mlp.down_proj,12,down_proj,sparse_bf16,sparse_bf16,0.0073330302288713255,3.4039856523906575,sparse_bf16,sparse_bf16
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005126858430913845,3.3303209416187576,dense_nvfp4,dense_nvfp4
53,model.layers.13.self_attn.o_proj,13,o_proj,sparse_bf16,sparse_bf16,0.0066507829451049666,1.257995,sparse_bf16,sparse_bf16
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.007778458507066665,3.85249556114741,sparse_nvfp4,sparse_nvfp4
55,model.layers.13.mlp.down_proj,13,down_proj,sparse_bf16,sparse_bf16,0.007095646738083712,3.4039856523906575,sparse_bf16,sparse_bf16
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005164200559015856,3.3303209416187576,dense_nvfp4,dense_nvfp4
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_nvfp4,dense_nvfp4,0.0012575267281306891,2.0052765,dense_nvfp4,dense_nvfp4
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.007931961636334936,3.85249556114741,sparse_nvfp4,sparse_nvfp4
59,model.layers.14.mlp.down_proj,14,down_proj,sparse_bf16,sparse_bf16,0.007160790370006302,3.4039856523906575,sparse_bf16,sparse_bf16
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005015691726508978,3.3303209416187576,dense_nvfp4,dense_nvfp4
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_nvfp4,dense_nvfp4,0.00110099893612673,2.0052765,dense_nvfp4,dense_nvfp4
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.007781717448381673,3.85249556114741,sparse_nvfp4,sparse_nvfp4
63,model.layers.15.mlp.down_proj,15,down_proj,sparse_bf16,sparse_bf16,0.006935539324781241,3.4039856523906575,sparse_bf16,sparse_bf16
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005303486431526148,3.3303209416187576,dense_nvfp4,dense_nvfp4
65,model.layers.16.self_attn.o_proj,16,o_proj,sparse_bf16,sparse_bf16,0.0060017059331018766,1.257995,sparse_bf16,sparse_bf16
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.007516075225141118,3.85249556114741,sparse_nvfp4,sparse_nvfp4
67,model.layers.16.mlp.down_proj,16,down_proj,sparse_bf16,sparse_bf16,0.006652109619432604,3.4039856523906575,sparse_bf16,sparse_bf16
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005206157964540182,3.3303209416187576,dense_nvfp4,dense_nvfp4
69,model.layers.17.self_attn.o_proj,17,o_proj,sparse_bf16,sparse_bf16,0.006444988502568246,1.257995,sparse_bf16,sparse_bf16
70,model.layers.17.mlp.gate_up_proj,17,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.00812858827495528,3.85249556114741,sparse_nvfp4,sparse_nvfp4
71,model.layers.17.mlp.down_proj,17,down_proj,sparse_bf16,sparse_bf16,0.006957819272077932,3.4039856523906575,sparse_bf16,sparse_bf16
72,model.layers.18.self_attn.qkv_proj,18,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005399702300948209,3.3303209416187576,dense_nvfp4,dense_nvfp4
73,model.layers.18.self_attn.o_proj,18,o_proj,sparse_bf16,sparse_bf16,0.006709776005394363,1.257995,sparse_bf16,sparse_bf16
74,model.layers.18.mlp.gate_up_proj,18,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.008706146928418226,3.85249556114741,sparse_nvfp4,sparse_nvfp4
75,model.layers.18.mlp.down_proj,18,down_proj,sparse_bf16,sparse_bf16,0.006891043408679318,3.4039856523906575,sparse_bf16,sparse_bf16
76,model.layers.19.self_attn.qkv_proj,19,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005394428498083879,3.3303209416187576,dense_nvfp4,dense_nvfp4
77,model.layers.19.self_attn.o_proj,19,o_proj,sparse_bf16,sparse_bf16,0.006820322482513507,1.257995,sparse_bf16,sparse_bf16
78,model.layers.19.mlp.gate_up_proj,19,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007327988294395028,4.8661182278672515,dense_nvfp4,dense_nvfp4
79,model.layers.19.mlp.down_proj,19,down_proj,sparse_bf16,sparse_bf16,0.006952160383999291,3.4039856523906575,sparse_bf16,sparse_bf16
80,model.layers.20.self_attn.qkv_proj,20,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005634379483708922,3.3303209416187576,dense_nvfp4,dense_nvfp4
81,model.layers.20.self_attn.o_proj,20,o_proj,sparse_bf16,sparse_bf16,0.0052025801479603515,1.257995,sparse_bf16,sparse_bf16
82,model.layers.20.mlp.gate_up_proj,20,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.008812300045813383,3.85249556114741,sparse_nvfp4,sparse_nvfp4
83,model.layers.20.mlp.down_proj,20,down_proj,sparse_bf16,sparse_bf16,0.006348063906183527,3.4039856523906575,sparse_bf16,sparse_bf16
84,model.layers.21.self_attn.qkv_proj,21,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005965436373676569,3.3303209416187576,dense_nvfp4,dense_nvfp4
85,model.layers.21.self_attn.o_proj,21,o_proj,sparse_bf16,sparse_bf16,0.006858537251701461,1.257995,sparse_bf16,sparse_bf16
86,model.layers.21.mlp.gate_up_proj,21,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007553532869301479,4.8661182278672515,dense_nvfp4,dense_nvfp4
87,model.layers.21.mlp.down_proj,21,down_proj,sparse_bf16,sparse_bf16,0.006600147976654851,3.4039856523906575,sparse_bf16,sparse_bf16
88,model.layers.22.self_attn.qkv_proj,22,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005721787633354968,3.3303209416187576,dense_nvfp4,dense_nvfp4
89,model.layers.22.self_attn.o_proj,22,o_proj,sparse_bf16,sparse_bf16,0.005559552073405237,1.257995,sparse_bf16,sparse_bf16
90,model.layers.22.mlp.gate_up_proj,22,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007733522587291379,4.8661182278672515,dense_nvfp4,dense_nvfp4
91,model.layers.22.mlp.down_proj,22,down_proj,sparse_bf16,sparse_bf16,0.0069790309186994245,3.4039856523906575,sparse_bf16,sparse_bf16
92,model.layers.23.self_attn.qkv_proj,23,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006081698335677882,3.3303209416187576,dense_nvfp4,dense_nvfp4
93,model.layers.23.self_attn.o_proj,23,o_proj,dense_nvfp4,dense_nvfp4,0.0009392840816825544,2.0052765,dense_nvfp4,dense_nvfp4
94,model.layers.23.mlp.gate_up_proj,23,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008244093765655577,4.8661182278672515,dense_nvfp4,dense_nvfp4
95,model.layers.23.mlp.down_proj,23,down_proj,sparse_bf16,sparse_bf16,0.00730236878590421,3.4039856523906575,sparse_bf16,sparse_bf16
96,model.layers.24.self_attn.qkv_proj,24,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006228487155452929,3.3303209416187576,dense_nvfp4,dense_nvfp4
97,model.layers.24.self_attn.o_proj,24,o_proj,sparse_bf16,sparse_bf16,0.005737491864037838,1.257995,sparse_bf16,sparse_bf16
98,model.layers.24.mlp.gate_up_proj,24,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008658455295450153,4.8661182278672515,dense_nvfp4,dense_nvfp4
99,model.layers.24.mlp.down_proj,24,down_proj,sparse_bf16,sparse_bf16,0.007911125654582307,3.4039856523906575,sparse_bf16,sparse_bf16
100,model.layers.25.self_attn.qkv_proj,25,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006545050514435519,3.3303209416187576,dense_nvfp4,dense_nvfp4
101,model.layers.25.self_attn.o_proj,25,o_proj,sparse_bf16,sparse_bf16,0.004475424149592191,1.257995,sparse_bf16,sparse_bf16
102,model.layers.25.mlp.gate_up_proj,25,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000874664053855744,4.8661182278672515,dense_nvfp4,dense_nvfp4
103,model.layers.25.mlp.down_proj,25,down_proj,sparse_bf16,sparse_bf16,0.00783577948791612,3.4039856523906575,sparse_bf16,sparse_bf16
104,model.layers.26.self_attn.qkv_proj,26,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006428396145183172,3.3303209416187576,dense_nvfp4,dense_nvfp4
105,model.layers.26.self_attn.o_proj,26,o_proj,sparse_bf16,sparse_bf16,0.005229441152705011,1.257995,sparse_bf16,sparse_bf16
106,model.layers.26.mlp.gate_up_proj,26,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008315783115632246,4.8661182278672515,dense_nvfp4,dense_nvfp4
107,model.layers.26.mlp.down_proj,26,down_proj,sparse_bf16,sparse_bf16,0.007989188391008938,3.4039856523906575,sparse_bf16,sparse_bf16
108,model.layers.27.self_attn.qkv_proj,27,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006312305780763816,3.3303209416187576,dense_nvfp4,dense_nvfp4
109,model.layers.27.self_attn.o_proj,27,o_proj,dense_nvfp4,dense_nvfp4,0.0009496262000984826,2.0052765,dense_nvfp4,dense_nvfp4
110,model.layers.27.mlp.gate_up_proj,27,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007762916497584872,4.8661182278672515,dense_nvfp4,dense_nvfp4
111,model.layers.27.mlp.down_proj,27,down_proj,sparse_bf16,sparse_bf16,0.007707752521812426,3.4039856523906575,sparse_bf16,sparse_bf16
112,model.layers.28.self_attn.qkv_proj,28,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006257490764789858,3.3303209416187576,dense_nvfp4,dense_nvfp4
113,model.layers.28.self_attn.o_proj,28,o_proj,sparse_bf16,sparse_bf16,0.0061836682411211975,1.257995,sparse_bf16,sparse_bf16
114,model.layers.28.mlp.gate_up_proj,28,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000703037118128413,4.8661182278672515,dense_nvfp4,dense_nvfp4
115,model.layers.28.mlp.down_proj,28,down_proj,sparse_bf16,sparse_bf16,0.007368985477196242,3.4039856523906575,sparse_bf16,sparse_bf16
116,model.layers.29.self_attn.qkv_proj,29,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006312428418997431,3.3303209416187576,dense_nvfp4,dense_nvfp4
117,model.layers.29.self_attn.o_proj,29,o_proj,sparse_bf16,sparse_bf16,0.005200378327820722,1.257995,sparse_bf16,sparse_bf16
118,model.layers.29.mlp.gate_up_proj,29,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.008256888856247258,3.85249556114741,sparse_nvfp4,sparse_nvfp4
119,model.layers.29.mlp.down_proj,29,down_proj,sparse_bf16,sparse_bf16,0.0063218101829780726,3.4039856523906575,sparse_bf16,sparse_bf16
120,model.layers.30.self_attn.qkv_proj,30,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005833280255957282,3.3303209416187576,dense_nvfp4,dense_nvfp4
121,model.layers.30.self_attn.o_proj,30,o_proj,sparse_bf16,sparse_bf16,0.005392364087282476,1.257995,sparse_bf16,sparse_bf16
122,model.layers.30.mlp.gate_up_proj,30,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.005808161379112729,3.85249556114741,sparse_nvfp4,sparse_nvfp4
123,model.layers.30.mlp.down_proj,30,down_proj,sparse_bf16,sparse_bf16,0.00029431484204271746,3.4039856523906575,sparse_bf16,sparse_bf16
124,model.layers.31.self_attn.qkv_proj,31,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005501477599135766,3.3303209416187576,dense_nvfp4,dense_nvfp4
125,model.layers.31.self_attn.o_proj,31,o_proj,sparse_bf16,sparse_bf16,0.0026407135237295786,1.257995,sparse_bf16,sparse_bf16
126,model.layers.31.mlp.gate_up_proj,31,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.0035165006830813767,3.85249556114741,sparse_nvfp4,sparse_nvfp4
127,model.layers.31.mlp.down_proj,31,down_proj,sparse_bf16,sparse_bf16,0.0003787314707483614,3.4039856523906575,sparse_bf16,sparse_bf16
