module_index,module_name,layer,module_type,prefill_method,decode_method,quality_cost,latency_ms,prefill_runtime,decode_runtime
19,model.layers.4.mlp.down_proj,4,down_proj,sparse_bf16,sparse_bf16,0.005886577479719181,3.4039856523906575,sparse_bf16,sparse_bf16
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,dense_nvfp4,dense_nvfp4,0.0004734859776197896,3.3303209416187576,dense_nvfp4,dense_nvfp4
21,model.layers.5.self_attn.o_proj,5,o_proj,dense_nvfp4,dense_nvfp4,0.000833720258562551,2.0052765,dense_nvfp4,dense_nvfp4
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007641935507079661,4.8661182278672515,dense_nvfp4,dense_nvfp4
23,model.layers.5.mlp.down_proj,5,down_proj,dense_nvfp4,dense_nvfp4,0.0010043183869716378,4.971002412827959,dense_nvfp4,dense_nvfp4
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,dense_nvfp4,dense_nvfp4,0.0004687464710629551,3.3303209416187576,dense_nvfp4,dense_nvfp4
25,model.layers.6.self_attn.o_proj,6,o_proj,dense_nvfp4,dense_nvfp4,0.000868317778164731,2.0052765,dense_nvfp4,dense_nvfp4
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007383592908441892,4.8661182278672515,dense_nvfp4,dense_nvfp4
27,model.layers.6.mlp.down_proj,6,down_proj,dense_nvfp4,dense_nvfp4,0.0010203329446702863,4.971002412827959,dense_nvfp4,dense_nvfp4
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,dense_nvfp4,dense_nvfp4,0.00048555508353803324,3.3303209416187576,dense_nvfp4,dense_nvfp4
29,model.layers.7.self_attn.o_proj,7,o_proj,dense_nvfp4,dense_nvfp4,0.0009956015678521245,2.0052765,dense_nvfp4,dense_nvfp4
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007248513249618001,4.8661182278672515,dense_nvfp4,dense_nvfp4
31,model.layers.7.mlp.down_proj,7,down_proj,dense_nvfp4,dense_nvfp4,0.0010403949600261077,4.971002412827959,dense_nvfp4,dense_nvfp4
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,dense_nvfp4,dense_nvfp4,0.000431949365048078,3.3303209416187576,dense_nvfp4,dense_nvfp4
33,model.layers.8.self_attn.o_proj,8,o_proj,dense_nvfp4,dense_nvfp4,0.0010202686569953194,2.0052765,dense_nvfp4,dense_nvfp4
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000635274339838321,4.8661182278672515,dense_nvfp4,dense_nvfp4
35,model.layers.8.mlp.down_proj,8,down_proj,dense_nvfp4,dense_nvfp4,0.0009606351689072719,4.971002412827959,dense_nvfp4,dense_nvfp4
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,dense_nvfp4,dense_nvfp4,0.0004453976745658422,3.3303209416187576,dense_nvfp4,dense_nvfp4
37,model.layers.9.self_attn.o_proj,9,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006205892173023006,4.8661182278672515,dense_nvfp4,dense_nvfp4
39,model.layers.9.mlp.down_proj,9,down_proj,dense_nvfp4,dense_nvfp4,0.0009792370512482517,4.971002412827959,dense_nvfp4,dense_nvfp4
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,dense_nvfp4,dense_nvfp4,0.00044328139514760427,3.3303209416187576,dense_nvfp4,dense_nvfp4
41,model.layers.10.self_attn.o_proj,10,o_proj,dense_nvfp4,dense_nvfp4,0.001165297846178531,2.0052765,dense_nvfp4,dense_nvfp4
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006045036473628131,4.8661182278672515,dense_nvfp4,dense_nvfp4
43,model.layers.10.mlp.down_proj,10,down_proj,dense_nvfp4,dense_nvfp4,0.0009708290464982372,4.971002412827959,dense_nvfp4,dense_nvfp4
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,dense_nvfp4,dense_nvfp4,0.0004694703099321637,3.3303209416187576,dense_nvfp4,dense_nvfp4
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_nvfp4,dense_nvfp4,0.0012389986564849311,2.0052765,dense_nvfp4,dense_nvfp4
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006172599730559304,4.8661182278672515,dense_nvfp4,dense_nvfp4
47,model.layers.11.mlp.down_proj,11,down_proj,dense_nvfp4,dense_nvfp4,0.0009882719975185877,4.971002412827959,dense_nvfp4,dense_nvfp4
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,dense_nvfp4,dense_nvfp4,0.0004797097114729041,3.3303209416187576,dense_nvfp4,dense_nvfp4
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_nvfp4,dense_nvfp4,0.001186681778673408,2.0052765,dense_nvfp4,dense_nvfp4
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006324552319680757,4.8661182278672515,dense_nvfp4,dense_nvfp4
51,model.layers.12.mlp.down_proj,12,down_proj,dense_nvfp4,dense_nvfp4,0.000996628606109084,4.971002412827959,dense_nvfp4,dense_nvfp4
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005126858430913845,3.3303209416187576,dense_nvfp4,dense_nvfp4
53,model.layers.13.self_attn.o_proj,13,o_proj,dense_nvfp4,dense_nvfp4,0.0011180805479928196,2.0052765,dense_nvfp4,dense_nvfp4
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006166082845344264,4.8661182278672515,dense_nvfp4,dense_nvfp4
55,model.layers.13.mlp.down_proj,13,down_proj,dense_nvfp4,dense_nvfp4,0.0009994033201947644,4.971002412827959,dense_nvfp4,dense_nvfp4
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005164200559015856,3.3303209416187576,dense_nvfp4,dense_nvfp4
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_nvfp4,dense_nvfp4,0.0012575267281306891,2.0052765,dense_nvfp4,dense_nvfp4
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006269008300859388,4.8661182278672515,dense_nvfp4,dense_nvfp4
59,model.layers.14.mlp.down_proj,14,down_proj,sparse_bf16,sparse_bf16,0.007160790370006302,3.4039856523906575,sparse_bf16,sparse_bf16
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005015691726508978,3.3303209416187576,dense_nvfp4,dense_nvfp4
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_nvfp4,dense_nvfp4,0.00110099893612673,2.0052765,dense_nvfp4,dense_nvfp4
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006227416304616,4.8661182278672515,dense_nvfp4,dense_nvfp4
63,model.layers.15.mlp.down_proj,15,down_proj,sparse_bf16,sparse_bf16,0.006935539324781241,3.4039856523906575,sparse_bf16,sparse_bf16
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005303486431526148,3.3303209416187576,dense_nvfp4,dense_nvfp4
65,model.layers.16.self_attn.o_proj,16,o_proj,dense_nvfp4,dense_nvfp4,0.0009702919991381961,2.0052765,dense_nvfp4,dense_nvfp4
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006046894302488805,4.8661182278672515,dense_nvfp4,dense_nvfp4
67,model.layers.16.mlp.down_proj,16,down_proj,sparse_bf16,sparse_bf16,0.006652109619432604,3.4039856523906575,sparse_bf16,sparse_bf16
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005206157964540182,3.3303209416187576,dense_nvfp4,dense_nvfp4
69,model.layers.17.self_attn.o_proj,17,o_proj,dense_nvfp4,dense_nvfp4,0.001014260875269744,2.0052765,dense_nvfp4,dense_nvfp4
70,model.layers.17.mlp.gate_up_proj,17,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006532041642180194,4.8661182278672515,dense_nvfp4,dense_nvfp4
71,model.layers.17.mlp.down_proj,17,down_proj,sparse_bf16,sparse_bf16,0.006957819272077932,3.4039856523906575,sparse_bf16,sparse_bf16
72,model.layers.18.self_attn.qkv_proj,18,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005399702300948209,3.3303209416187576,dense_nvfp4,dense_nvfp4
73,model.layers.18.self_attn.o_proj,18,o_proj,dense_nvfp4,dense_nvfp4,0.0009759980607804999,2.0052765,dense_nvfp4,dense_nvfp4
74,model.layers.18.mlp.gate_up_proj,18,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007004877945059843,4.8661182278672515,dense_nvfp4,dense_nvfp4
75,model.layers.18.mlp.down_proj,18,down_proj,sparse_bf16,sparse_bf16,0.006891043408679318,3.4039856523906575,sparse_bf16,sparse_bf16
76,model.layers.19.self_attn.qkv_proj,19,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005394428498083879,3.3303209416187576,dense_nvfp4,dense_nvfp4
77,model.layers.19.self_attn.o_proj,19,o_proj,dense_nvfp4,dense_nvfp4,0.0009888925438298975,2.0052765,dense_nvfp4,dense_nvfp4
78,model.layers.19.mlp.gate_up_proj,19,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007327988294395028,4.8661182278672515,dense_nvfp4,dense_nvfp4
79,model.layers.19.mlp.down_proj,19,down_proj,dense_nvfp4,dense_nvfp4,0.0009799327852162481,4.971002412827959,dense_nvfp4,dense_nvfp4
80,model.layers.20.self_attn.qkv_proj,20,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005634379483708922,3.3303209416187576,dense_nvfp4,dense_nvfp4
81,model.layers.20.self_attn.o_proj,20,o_proj,dense_nvfp4,dense_nvfp4,0.0007737139694451105,2.0052765,dense_nvfp4,dense_nvfp4
82,model.layers.20.mlp.gate_up_proj,20,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007109244249873336,4.8661182278672515,dense_nvfp4,dense_nvfp4
83,model.layers.20.mlp.down_proj,20,down_proj,sparse_bf16,sparse_bf16,0.006348063906183527,3.4039856523906575,sparse_bf16,sparse_bf16
84,model.layers.21.self_attn.qkv_proj,21,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005965436373676569,3.3303209416187576,dense_nvfp4,dense_nvfp4
85,model.layers.21.self_attn.o_proj,21,o_proj,dense_nvfp4,dense_nvfp4,0.0009065008764144053,2.0052765,dense_nvfp4,dense_nvfp4
86,model.layers.21.mlp.gate_up_proj,21,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007553532869301479,4.8661182278672515,dense_nvfp4,dense_nvfp4
87,model.layers.21.mlp.down_proj,21,down_proj,sparse_bf16,sparse_bf16,0.006600147976654851,3.4039856523906575,sparse_bf16,sparse_bf16
88,model.layers.22.self_attn.qkv_proj,22,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005721787633354968,3.3303209416187576,dense_nvfp4,dense_nvfp4
89,model.layers.22.self_attn.o_proj,22,o_proj,dense_nvfp4,dense_nvfp4,0.0007786296350795042,2.0052765,dense_nvfp4,dense_nvfp4
90,model.layers.22.mlp.gate_up_proj,22,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007733522587291379,4.8661182278672515,dense_nvfp4,dense_nvfp4
91,model.layers.22.mlp.down_proj,22,down_proj,sparse_bf16,sparse_bf16,0.0069790309186994245,3.4039856523906575,sparse_bf16,sparse_bf16
92,model.layers.23.self_attn.qkv_proj,23,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006081698335677882,3.3303209416187576,dense_nvfp4,dense_nvfp4
93,model.layers.23.self_attn.o_proj,23,o_proj,dense_nvfp4,dense_nvfp4,0.0009392840816825544,2.0052765,dense_nvfp4,dense_nvfp4
94,model.layers.23.mlp.gate_up_proj,23,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008244093765655577,4.8661182278672515,dense_nvfp4,dense_nvfp4
95,model.layers.23.mlp.down_proj,23,down_proj,dense_nvfp4,dense_nvfp4,0.0009879812800477467,4.971002412827959,dense_nvfp4,dense_nvfp4
96,model.layers.24.self_attn.qkv_proj,24,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006228487155452929,3.3303209416187576,dense_nvfp4,dense_nvfp4
97,model.layers.24.self_attn.o_proj,24,o_proj,dense_nvfp4,dense_nvfp4,0.0007687777413521212,2.0052765,dense_nvfp4,dense_nvfp4
98,model.layers.24.mlp.gate_up_proj,24,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008658455295450153,4.8661182278672515,dense_nvfp4,dense_nvfp4
99,model.layers.24.mlp.down_proj,24,down_proj,dense_nvfp4,dense_nvfp4,0.001031329902183868,4.971002412827959,dense_nvfp4,dense_nvfp4
100,model.layers.25.self_attn.qkv_proj,25,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006545050514435519,3.3303209416187576,dense_nvfp4,dense_nvfp4
101,model.layers.25.self_attn.o_proj,25,o_proj,dense_nvfp4,dense_nvfp4,0.0008250218912537092,2.0052765,dense_nvfp4,dense_nvfp4
102,model.layers.25.mlp.gate_up_proj,25,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000874664053855744,4.8661182278672515,dense_nvfp4,dense_nvfp4
103,model.layers.25.mlp.down_proj,25,down_proj,dense_nvfp4,dense_nvfp4,0.0010186567936499393,4.971002412827959,dense_nvfp4,dense_nvfp4
104,model.layers.26.self_attn.qkv_proj,26,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006428396145183172,3.3303209416187576,dense_nvfp4,dense_nvfp4
105,model.layers.26.self_attn.o_proj,26,o_proj,dense_nvfp4,dense_nvfp4,0.0006960894212985939,2.0052765,dense_nvfp4,dense_nvfp4
106,model.layers.26.mlp.gate_up_proj,26,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008315783115632246,4.8661182278672515,dense_nvfp4,dense_nvfp4
107,model.layers.26.mlp.down_proj,26,down_proj,dense_nvfp4,dense_nvfp4,0.0010496297909231658,4.971002412827959,dense_nvfp4,dense_nvfp4
108,model.layers.27.self_attn.qkv_proj,27,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006312305780763816,3.3303209416187576,dense_nvfp4,dense_nvfp4
109,model.layers.27.self_attn.o_proj,27,o_proj,dense_nvfp4,dense_nvfp4,0.0009496262000984826,2.0052765,dense_nvfp4,dense_nvfp4
110,model.layers.27.mlp.gate_up_proj,27,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007762916497584872,4.8661182278672515,dense_nvfp4,dense_nvfp4
111,model.layers.27.mlp.down_proj,27,down_proj,dense_nvfp4,dense_nvfp4,0.0010521009179299818,4.971002412827959,dense_nvfp4,dense_nvfp4
112,model.layers.28.self_attn.qkv_proj,28,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006257490764789858,3.3303209416187576,dense_nvfp4,dense_nvfp4
113,model.layers.28.self_attn.o_proj,28,o_proj,dense_nvfp4,dense_nvfp4,0.0008316412066570824,2.0052765,dense_nvfp4,dense_nvfp4
114,model.layers.28.mlp.gate_up_proj,28,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000703037118128413,4.8661182278672515,dense_nvfp4,dense_nvfp4
115,model.layers.28.mlp.down_proj,28,down_proj,sparse_bf16,sparse_bf16,0.007368985477196242,3.4039856523906575,sparse_bf16,sparse_bf16
116,model.layers.29.self_attn.qkv_proj,29,qkv_proj,dense_nvfp4,dense_nvfp4,0.0006312428418997431,3.3303209416187576,dense_nvfp4,dense_nvfp4
117,model.layers.29.self_attn.o_proj,29,o_proj,dense_nvfp4,dense_nvfp4,0.0007451424830849178,2.0052765,dense_nvfp4,dense_nvfp4
118,model.layers.29.mlp.gate_up_proj,29,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006177478350331463,4.8661182278672515,dense_nvfp4,dense_nvfp4
119,model.layers.29.mlp.down_proj,29,down_proj,sparse_bf16,sparse_bf16,0.0063218101829780726,3.4039856523906575,sparse_bf16,sparse_bf16
120,model.layers.30.self_attn.qkv_proj,30,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005833280255957282,3.3303209416187576,dense_nvfp4,dense_nvfp4
121,model.layers.30.self_attn.o_proj,30,o_proj,dense_nvfp4,dense_nvfp4,0.0007774400652500276,2.0052765,dense_nvfp4,dense_nvfp4
122,model.layers.30.mlp.gate_up_proj,30,gate_up_proj,dense_nvfp4,dense_nvfp4,0.00041703569233713744,4.8661182278672515,dense_nvfp4,dense_nvfp4
123,model.layers.30.mlp.down_proj,30,down_proj,sparse_bf16,sparse_bf16,0.00029431484204271746,3.4039856523906575,sparse_bf16,sparse_bf16
124,model.layers.31.self_attn.qkv_proj,31,qkv_proj,dense_nvfp4,dense_nvfp4,0.0005501477599135766,3.3303209416187576,dense_nvfp4,dense_nvfp4
125,model.layers.31.self_attn.o_proj,31,o_proj,sparse_bf16,sparse_bf16,0.0026407135237295786,1.257995,sparse_bf16,sparse_bf16
126,model.layers.31.mlp.gate_up_proj,31,gate_up_proj,sparse_nvfp4,sparse_nvfp4,0.0035165006830813767,3.85249556114741,sparse_nvfp4,sparse_nvfp4
127,model.layers.31.mlp.down_proj,31,down_proj,sparse_bf16,sparse_bf16,0.0003787314707483614,3.4039856523906575,sparse_bf16,sparse_bf16
