source,label,eval_scope,sparse_ratio,count_sparse_bf16,predicted_quality_cost,true_ce_nll,true_nll_delta_vs_bf16_clipped,quality_residual_vs_bf16,true_bal_acc,sum_sparse_bf16_local_rel_mse,method_diversity,non_sparse_count
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.8482142857142857,190,0.04032399692059057,0.22763421618457705,0.14550711674520006,0.10518311982460948,0.9352512233333334,8.170532479762448,3,34
genimage_partial,random_mixed,GenImage-partial,0.14732142857142858,33,0.10861795121006934,0.064665211125,0.0035679695999999914,-0.10504998161006934,0.9928385425,1.5364900094832998,4,191
genimage_partial,random_mixed,GenImage-partial,0.14285714285714285,32,0.1054770163045389,0.061733716200000004,0.0006364746749999983,-0.1048405416295389,0.99739583375,1.44300197274898,4,192
genimage_partial,random_mixed,GenImage-partial,0.19642857142857142,44,0.10587434194596855,0.0625716395625,0.001474398037499998,-0.10439994390846855,0.99739583375,1.6984010049209897,4,180
genimage_partial,random_mixed,GenImage-partial,0.21875,49,0.1084190752053369,0.0656607376625,0.004563496137499991,-0.1038555790678369,0.9947916675,2.0578781313836,4,175
genimage_partial,random_mixed,GenImage-partial,0.15178571428571427,34,0.10612546696432919,0.06351495360000001,0.0024177120750000017,-0.10370775488932918,0.9967447925,1.80234367935481,4,190
genimage_partial,random_mixed,GenImage-partial,0.16517857142857142,37,0.10965951970760683,0.0671038950375,0.0060066535124999945,-0.10365286619510683,0.9947916675,1.65046765111781,4,187
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.10339702808119713,0.0602103103625,0.0,-0.10339702808119713,0.99739583375,2.1347022241463103,4,179
genimage_partial,random_mixed,GenImage-partial,0.15625,35,0.10329811641403815,0.057569313025000006,0.0,-0.10329811641403815,0.9986979175,1.5196374886087405,4,189
genimage_partial,random_mixed,GenImage-partial,0.16964285714285715,38,0.11589200797584778,0.073902371925,0.012805130399999996,-0.10308687757584778,0.9895833350000001,1.7754108267654398,4,186
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.10234712518155488,0.060008940975,0.0,-0.10234712518155488,0.9967447925,1.9036844587118098,4,179
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.10841080266214043,0.0672357971,0.006138555574999989,-0.10227224708714044,0.99414062625,1.8740616954904001,4,181
genimage_partial,random_mixed,GenImage-partial,0.14285714285714285,32,0.10857776157956914,0.06804571025,0.006948468724999997,-0.10162929285456915,0.9921875,1.3960077682708099,4,192
genimage_partial,random_mixed,GenImage-partial,0.14285714285714285,32,0.11409528272576684,0.0736134402,0.012516198675,-0.10157908405076685,0.9915364575,1.5287743365635,4,192
genimage_partial,random_mixed,GenImage-partial,0.18303571428571427,41,0.11734159632291966,0.0772493618,0.016152120274999994,-0.10118947604791967,0.9889322925,1.8329351130133997,4,183
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.10992067027445102,0.0699084385375,0.0088111970125,-0.10110947326195102,0.99088541625,1.9505865213207099,4,179
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.10080920709908223,0.060929286862499994,0.0,-0.10080920709908223,0.9967447925,2.1010676835178295,4,179
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.11463871320014163,0.0751131375625,0.014015896037499996,-0.10062281716264163,0.98958333375,2.0900753705539,4,178
genimage_partial,random_mixed,GenImage-partial,0.15178571428571427,34,0.10615708798686681,0.0667586490125,0.005661407487499999,-0.1004956804993668,0.9921875,1.50389173111053,4,190
genimage_partial,random_mixed,GenImage-partial,0.22767857142857142,51,0.10631327847597302,0.0673490403375,0.006251798812499994,-0.10006147966347304,0.99479166875,2.3489896804800003,4,173
genimage_partial,random_mixed,GenImage-partial,0.16071428571428573,36,0.0992648674229201,0.060958259125,0.0,-0.0992648674229201,0.9967447925,1.42670971593744,4,188
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.10048494457957194,0.06273835736250001,0.0016411158375000054,-0.09884382874207193,0.9947916675,1.90747543905111,4,178
genimage_partial,random_mixed,GenImage-partial,0.2544642857142857,57,0.09959503860675514,0.062051204887499996,0.0009539633624999905,-0.09864107524425515,0.99544270875,2.4408562464465504,4,167
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.10193555744212202,0.064402082475,0.0033048409499999917,-0.09863071649212202,0.99544270875,1.8563505114625496,4,178
full_uniform,uniform_sparse_bf16,ALL-full,1.0,224,0.04816624059094303,0.22866804149733325,0.14654094205795626,0.09837470146701323,0.9321528644444445,9.796186026634452,1,0
genimage_partial,random_mixed,GenImage-partial,0.14285714285714285,32,0.09888880046136794,0.061798051374999996,0.0007008098499999907,-0.09818799061136796,0.9947916675,1.42273975026472,4,192
genimage_partial,random_mixed,GenImage-partial,0.13392857142857142,30,0.09810830960131096,0.059064115825000006,0.0,-0.09810830960131096,0.9967447925,1.22490062075748,4,194
genimage_partial,random_mixed,GenImage-partial,0.22767857142857142,51,0.09805208069185901,0.060922780737499994,0.0,-0.09805208069185901,0.9967447925,2.176686447454,4,173
genimage_partial,random_mixed,GenImage-partial,0.19642857142857142,44,0.10914367046241469,0.0722543198125,0.01115707828749999,-0.0979865921749147,0.9915364575,2.0747856900370603,4,180
genimage_partial,random_mixed,GenImage-partial,0.19642857142857142,44,0.09797925005846464,0.0593004456125,0.0,-0.09797925005846464,0.99739583375,2.07705782450804,4,180
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.09956666334883245,0.0628079336,0.001710692074999999,-0.09785597127383244,0.99739583375,1.733563110773,4,181
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.10185302684770646,0.0657761541375,0.0046789126124999955,-0.09717411423520647,0.9934895850000001,2.362803052473,4,177
genimage_partial,random_mixed,GenImage-partial,0.22767857142857142,51,0.09975044295534757,0.0640646177375,0.0029673762124999906,-0.09678306674284759,0.9947916675,2.0401120383067397,4,173
genimage_partial,random_mixed,GenImage-partial,0.16071428571428573,36,0.10837103438416387,0.072686251025,0.01158900949999999,-0.09678202488416388,0.98958333375,1.39302403062481,4,188
genimage_partial,random_mixed,GenImage-partial,0.14732142857142858,33,0.10118969859941261,0.06590072918749999,0.0048034876624999875,-0.09638621093691263,0.99348958375,1.4881262517476999,4,191
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.09646770604386463,0.06156764865,0.00047040712499999554,-0.09599729891886463,0.99609375,1.85253408872625,4,177
genimage_partial,random_mixed,GenImage-partial,0.21875,49,0.09947123344085115,0.065745086575,0.004647845049999995,-0.09482338839085117,0.99544270875,2.031900038699,4,175
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.09476792565469283,0.0566975596875,0.0,-0.09476792565469283,0.99739583375,1.8388333550073999,4,178
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.09468809401338855,0.058324680587500004,0.0,-0.09468809401338855,0.998046875,1.8980482262276201,4,177
genimage_partial,random_mixed,GenImage-partial,0.19642857142857142,44,0.10604326874830698,0.07271871989999999,0.011621478374999987,-0.094421790373307,0.99088541875,2.0629894399939,4,180
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.10460626664387365,0.0713175239125,0.010220282387499995,-0.09438598425637365,0.9921875,2.25914806842478,4,179
genimage_partial,random_mixed,GenImage-partial,0.18303571428571427,41,0.09758542444927347,0.0646480183375,0.0035507768124999964,-0.09403464763677347,0.9934895850000001,1.7169086017756998,4,183
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.10223741470782462,0.06979593865,0.008698697124999995,-0.09353871758282462,0.99088541625,2.0778836787818995,4,177
genimage_partial,random_mixed,GenImage-partial,0.1875,42,0.09334591674436185,0.06057348545,0.0,-0.09334591674436185,0.99804687625,1.7448629978686396,4,182
genimage_partial,random_mixed,GenImage-partial,0.16964285714285715,38,0.09393452216659012,0.061790750075000005,0.0006935085499999993,-0.09324101361659012,0.99609375125,1.63686836533181,4,186
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.10378395869253604,0.0717461834,0.010648941874999991,-0.09313501681753605,0.99153645875,1.8800284781719998,4,179
genimage_partial,random_mixed,GenImage-partial,0.17857142857142858,40,0.10395964078844855,0.0720221587375,0.010924917212499989,-0.09303472357594855,0.9928385425,1.8219843540420002,4,184
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.10985943481707054,0.077951530075,0.016854288549999992,-0.09300514626707054,0.98893229125,2.2039164065890797,4,178
genimage_partial,random_mixed,GenImage-partial,0.16964285714285715,38,0.10114013065194538,0.069358745275,0.008261503749999989,-0.0928786269019454,0.9921875,1.7885568455710001,4,186
genimage_partial,random_mixed,GenImage-partial,0.22767857142857142,51,0.09849805588733447,0.06733280105,0.0062355595249999965,-0.09226249636233447,0.99348958375,2.21563471471066,4,173
genimage_partial,random_mixed,GenImage-partial,0.1875,42,0.09222689284439084,0.055851424799999994,0.0,-0.09222689284439084,0.9973958325,1.8080760506057403,4,182
genimage_partial,random_mixed,GenImage-partial,0.1875,42,0.11085020000785403,0.07995888617500001,0.018861644650000002,-0.09198855535785402,0.9856770825,1.6522218127210198,4,182
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.0919793265888374,0.0607963936,0.0,-0.0919793265888374,0.998046875,2.0871788337343,4,181
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.10746069049401585,0.0770523393625,0.015955097837499994,-0.09150559265651587,0.98828125,1.78587222051459,4,181
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.09184923342669442,0.0622247021625,0.001127460637499994,-0.09072177278919442,0.994140625,2.00895158850231,4,177
genimage_partial,random_mixed,GenImage-partial,0.20089285714285715,45,0.09023447608854258,0.059139571425,0.0,-0.09023447608854258,0.9967447925,1.99624596685271,4,179
genimage_partial,random_mixed,GenImage-partial,0.24553571428571427,55,0.08941929261636432,0.059670122799999996,0.0,-0.08941929261636432,0.99739583375,2.4580500490779,4,169
genimage_partial,random_mixed,GenImage-partial,0.21428571428571427,48,0.09262847198027511,0.0644084854625,0.0033112439374999927,-0.08931722804277512,0.99414062625,2.2366374338739003,4,176
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.08919042064712505,0.058665742949999995,0.0,-0.08919042064712505,0.99674479125,1.8337273534986998,4,181
genimage_partial,random_mixed,GenImage-partial,0.22321428571428573,50,0.10161710003695727,0.0739663428875,0.01286910136249999,-0.08874799867445729,0.98893229375,2.02424846809944,4,174
genimage_partial,random_mixed,GenImage-partial,0.18303571428571427,41,0.09227651187771899,0.0648042624125,0.0037070208874999885,-0.08856949099021899,0.9928385425,1.8865917124400007,4,183
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.1041566340016124,0.0767274857625,0.0156302442375,-0.0885263897641124,0.99153645875,1.7776210710557598,4,181
genimage_partial,random_mixed,GenImage-partial,0.21428571428571427,48,0.09177951429001265,0.0646731593875,0.003575917862499993,-0.08820359642751266,0.99609375,2.25348113204259,4,176
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.09166516954097192,0.0645609151875,0.003463673662499993,-0.08820149587847192,0.99414062625,1.834340373826,4,181
genimage_partial,random_mixed,GenImage-partial,0.17410714285714285,39,0.08698788344705422,0.05737753915,0.0,-0.08698788344705422,0.99739583375,1.7504358995588098,4,185
genimage_partial,random_mixed,GenImage-partial,0.18303571428571427,41,0.09347983282692558,0.0680164133375,0.006919171812499993,-0.08656066101442558,0.99283854125,1.69282157417451,4,183
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.0861307289502231,0.06064365536249999,0.0,-0.0861307289502231,0.9967447925,1.8081489908500001,4,181
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.09227399043958881,0.0673280451,0.006230803574999992,-0.08604318686458881,0.9934895825,1.9011488753566996,4,178
genimage_partial,random_mixed,GenImage-partial,0.19642857142857142,44,0.09135671734087442,0.0664625588875,0.00536531736249999,-0.08599139997837443,0.99414062625,1.564101633837,4,180
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.08584976532584498,0.057134123375000005,0.0,-0.08584976532584498,0.99869791625,2.05557313897748,4,177
genimage_partial,random_mixed,GenImage-partial,0.23660714285714285,53,0.08599509746281983,0.062073616275,0.0009763747499999947,-0.08501872271281984,0.99739583375,2.40285220807472,4,171
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.08930584778972832,0.06583981725,0.004742575724999996,-0.08456327206472833,0.9947916675,2.0079232065959998,4,181
genimage_partial,random_mixed,GenImage-partial,0.18303571428571427,41,0.08842415114609074,0.0651818402875,0.0040845987624999955,-0.08433955238359075,0.99348958375,1.7575055131149,4,183
genimage_partial,random_mixed,GenImage-partial,0.19196428571428573,43,0.08892071006721156,0.0660606256375,0.00496338411249999,-0.08395732595471156,0.9934895850000001,1.76703371060398,4,181
genimage_partial,random_mixed,GenImage-partial,0.2767857142857143,62,0.08384683510775563,0.0606284206,0.0,-0.08384683510775563,0.998046875,2.8770452650834613,4,162
genimage_partial,random_mixed,GenImage-partial,0.22321428571428573,50,0.09567618106793463,0.07303842375000001,0.011941182225000006,-0.08373499884293462,0.99153645875,1.9326546392072992,4,174
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.08853062697084337,0.06609108000000001,0.004993838475000005,-0.08353678849584337,0.9934895825,1.8551921054211202,4,178
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.07938896194746664,0.058080142837499994,0.0,-0.07938896194746664,0.9986979175,1.62902877431924,4,178
genimage_partial,random_mixed,GenImage-partial,0.16517857142857142,37,0.08207091628936748,0.06402787805,0.0029306365249999952,-0.0791402797643675,0.99609375125,1.24667965366302,4,187
genimage_partial,random_mixed,GenImage-partial,0.20982142857142858,47,0.09670333764295047,0.0792133998,0.018116158274999995,-0.07858717936795048,0.99088541625,2.0193937982519996,4,177
genimage_partial,random_mixed,GenImage-partial,0.21428571428571427,48,0.07770445869049905,0.058069447587499996,0.0,-0.07770445869049905,0.99739583375,2.3403396119922997,4,176
genimage_partial,random_mixed,GenImage-partial,0.1875,42,0.10901370270009002,0.0940391484625,0.032941906937499994,-0.07607179576259002,0.9798177075,1.83227919170564,4,182
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.07589657148659312,0.0574589213375,0.0,-0.07589657148659312,0.9967447925,2.07181159990898,4,178
genimage_partial,random_mixed,GenImage-partial,0.14285714285714285,32,0.07551567264569142,0.061434728562500006,0.00033748703750000053,-0.07517818560819142,0.99609375125,1.2556843978622998,4,192
genimage_partial,random_mixed,GenImage-partial,0.22321428571428573,50,0.09992180687497654,0.08644693534999999,0.025349693824999985,-0.07457211304997655,0.984375,2.03376619670482,4,174
genimage_partial,random_mixed,GenImage-partial,0.17410714285714285,39,0.08989864584406745,0.07644665873749999,0.015349417212499987,-0.07454922863156746,0.9908854175,1.9817475370480402,4,185
genimage_partial,random_mixed,GenImage-partial,0.18303571428571427,41,0.10972604179873373,0.09694963845,0.035852396924999995,-0.07387364487373374,0.97786458375,2.0167309944986997,4,183
genimage_partial,random_mixed,GenImage-partial,0.23660714285714285,53,0.07766520100797843,0.06540089217499999,0.0043036506499999835,-0.07336155035797845,0.9947916675,2.2775066141327596,4,171
controlled_genimage_partial,mlp_only,GenImage-controlled-partial,0.42857142857142855,96,0.021616911892730895,0.154331839375,0.09323459784999999,0.0716176859572691,0.95377604125,4.364194137590081,2,128
genimage_partial,random_mixed,GenImage-partial,0.20535714285714285,46,0.07452857140339508,0.065028041375,0.003930799849999993,-0.07059777155339508,0.99348958375,2.0274021114853,4,178
genimage_partial,random_mixed,GenImage-partial,0.1875,42,0.07987697859468416,0.0773920200625,0.016294778537499992,-0.06358220005718418,0.98632812625,1.7394536495688098,4,182
genimage_partial,random_mixed,GenImage-partial,0.17857142857142858,40,0.10428493139025595,0.10452050861250001,0.0434232670875,-0.06086166430275595,0.9765625,2.160362161462,4,184
controlled_genimage_partial,speed_count_112,GenImage-controlled-partial,0.5,112,0.017612749472761233,0.13922708142499998,0.07812983989999997,0.06051709042723874,0.9609375,3.4901039309471513,2,112
genimage_partial,random_mixed,GenImage-partial,0.24107142857142858,54,0.10041465638245989,0.1025407386125,0.041443497087499996,-0.05897115929495989,0.9765625,2.4432297091530004,4,170
full_supplemental,sparse_bf16_lowerr_ratio_0.9,ALL-full,0.9017857142857143,202,0.043444028913993814,0.16405015330060302,0.08192305386122603,0.03847902494723222,0.9604831466666668,8.837737467887152,2,22
controlled_genimage_partial,attention_only,GenImage-controlled-partial,0.5714285714285714,128,0.0269803157642106,0.1192901926875,0.0581929511625,0.0312126353982894,0.96875,5.431991889044369,2,96
controlled_genimage_partial,layer_08_15,GenImage-controlled-partial,0.25,56,0.01290864760520615,0.10428530269999998,0.04318806117499998,0.030279413569793828,0.9752604175,2.545893847500001,2,168
controlled_genimage_partial,random_count_157_seed_37,GenImage-controlled-partial,0.7008928571428571,157,0.03402479205212985,0.0654153581,0.004318116574999996,-0.02970667547712985,0.99414062625,6.8813892449366625,2,67
genimage_partial,sparse_bf16_lowerr_ratio_0.7,GenImage-partial,0.7008928571428571,157,0.033661765751132625,0.0650661801875,0.0039689386624999975,-0.029692827088632627,0.9934895862500001,6.871632549837529,2,67
genimage_partial,sparse_bf16_speed_ratio_0.7,GenImage-partial,0.7008928571428571,157,0.03325349768088869,0.0685269235,0.007429681974999998,-0.025823815705888695,0.99283854375,6.74328296944285,2,67
genimage_partial,sparse_bf16_lowerr_ratio_0.5,GenImage-partial,0.5,112,0.024399767036554297,0.059355421150000004,0.0,-0.024399767036554297,0.99609375,4.911001910608598,2,112
controlled_genimage_partial,random_count_112_seed_23,GenImage-controlled-partial,0.5,112,0.024319738693132562,0.0590972716,0.0,-0.024319738693132562,0.99804687625,4.95198596882744,2,112
genimage_partial,sparse_bf16_speed_ratio_0.5,GenImage-partial,0.5,112,0.024165382622817883,0.06116658025,6.933872499999272e-05,-0.02409604389781789,0.99609375,4.862389570195189,2,112
controlled_genimage_partial,lowerr_count_157,GenImage-controlled-partial,0.7008928571428571,157,0.02661087777474311,0.06366915823750001,0.002571916712500004,-0.024038961062243108,0.9947916675,4.82603764151755,2,67
controlled_genimage_partial,random_count_157_seed_11,GenImage-controlled-partial,0.7008928571428571,157,0.03370289255771713,0.07101665492499999,0.009919413399999986,-0.02378347915771714,0.99023437625,6.79934235886471,2,67
controlled_genimage_partial,random_count_190_seed_11,GenImage-controlled-partial,0.8482142857142857,190,0.04067198025784508,0.07827862414999999,0.017181382624999984,-0.023490597632845098,0.9902343775,8.17541951830645,2,34
controlled_genimage_partial,speed_count_78,GenImage-controlled-partial,0.3482142857142857,78,0.009618812245966162,0.0918728007625,0.030775559237499993,0.02115674699153383,0.98046875125,1.8615779498571496,2,146
controlled_genimage_partial,random_count_112_seed_37,GenImage-controlled-partial,0.5,112,0.022394910849980063,0.0625309779,0.0014337363750000012,-0.02096117447498006,0.99674479125,4.4043103249317515,2,112
controlled_genimage_partial,random_count_112_seed_11,GenImage-controlled-partial,0.5,112,0.023285855906707398,0.0640152141625,0.002917972637499995,-0.020367883269207403,0.99544270875,4.611220076086638,2,112
genimage_partial,sparse_bf16_lowerr_ratio_0.9,GenImage-partial,0.9017857142857143,202,0.043444028913993814,0.0844826836875,0.0233854421625,-0.020058586751493815,0.9876302075,8.837737467887152,2,22
genimage_partial,sparse_bf16_speed_ratio_0.9,GenImage-partial,0.9017857142857143,202,0.04308026710298137,0.0852248921125,0.0241276505875,-0.01895261651548137,0.986328125,8.759559852451451,2,22
controlled_genimage_partial,random_count_190_seed_37,GenImage-controlled-partial,0.8482142857142857,190,0.04097114450724742,0.08312630828749999,0.022029066762499987,-0.018942077744747432,0.986328125,8.22023644125625,2,34
controlled_genimage_partial,random_count_78_seed_11,GenImage-controlled-partial,0.3482142857142857,78,0.01835115426431813,0.0546221586375,0.0,-0.01835115426431813,0.99934895875,3.738399385227501,2,146
controlled_genimage_partial,random_count_78_seed_37,GenImage-controlled-partial,0.3482142857142857,78,0.017515149977063778,0.056079684,0.0,-0.017515149977063778,0.998046875,3.481039576097571,2,146
controlled_genimage_partial,lowerr_count_190,GenImage-controlled-partial,0.8482142857142857,190,0.036573766595545246,0.0803273339,0.019230092375,-0.017343674220545245,0.986328125,7.085153406058451,2,34
genimage_partial,sparse_bf16_o_proj_targeted,GenImage-partial,0.14285714285714285,32,0.008957810199600862,0.08732940441249999,0.026232162887499987,0.017274352687899126,0.982421875,2.23202656148,2,192
controlled_genimage_partial,type_o_proj,GenImage-controlled-partial,0.14285714285714285,32,0.008957810199600862,0.08732940441249999,0.026232162887499987,0.017274352687899126,0.982421875,2.23202656148,2,192
genimage_partial,sparse_bf16_speed_ratio_0.35,GenImage-partial,0.3482142857142857,78,0.01679755017800065,0.0572519889375,0.0,-0.01679755017800065,0.99739583375,3.3471614391825506,2,146
controlled_genimage_partial,random_count_78_seed_23,GenImage-controlled-partial,0.3482142857142857,78,0.016723548975699366,0.057090477024999996,0.0,-0.016723548975699366,0.998046875,3.1889784040758005,2,146
controlled_genimage_partial,lowerr_count_112,GenImage-controlled-partial,0.5,112,0.01653736453185023,0.0559425760125,0.0,-0.01653736453185023,0.99934895875,2.8078684814188297,2,112
controlled_genimage_partial,layer_24_31,GenImage-controlled-partial,0.25,56,0.016120649351942597,0.0562280764375,0.0,-0.016120649351942597,1.0,3.2273450251430007,2,168
full_theoretical,keyfix_dense_scan_theoretical_frontier,ALL-full,0.3392857142857143,76,0.016395127147184645,0.11432103775806257,0.03219393831868558,0.015798811171500938,0.9832179011111111,2.3521637841584506,3,148
genimage_partial,sparse_bf16_lowerr_ratio_0.35,GenImage-partial,0.3482142857142857,78,0.01720254175275799,0.0637407616,0.0026435200749999957,-0.014559021677757994,0.99609375,3.4257586976110903,2,146
controlled_genimage_partial,random_count_190_seed_23,GenImage-controlled-partial,0.8482142857142857,190,0.040724821166838766,0.08799017014999999,0.026892928624999986,-0.01383189254183878,0.98502604125,8.315657030348449,2,34
controlled_genimage_partial,random_count_157_seed_23,GenImage-controlled-partial,0.7008928571428571,157,0.03485740017188909,0.0838708723875,0.022773630862499998,-0.012083769309389092,0.98567708375,7.175399731622949,2,67
controlled_genimage_partial,random_count_45_seed_37,GenImage-controlled-partial,0.20089285714285715,45,0.010838535599578,0.056463825125,0.0,-0.010838535599578,0.99934895875,2.1974162571841003,2,179
controlled_genimage_partial,lowerr_count_78,GenImage-controlled-partial,0.3482142857142857,78,0.010369891307511505,0.05895583233750001,0.0,-0.010369891307511505,0.99739583375,1.73198248645883,2,146
genimage_partial,sparse_bf16_lowerr_ratio_0.2,GenImage-partial,0.20089285714285715,45,0.01001789194861832,0.0537471325375,0.0,-0.01001789194861832,1.0,1.9822776509200797,2,179
genimage_partial,sparse_bf16_speed_ratio_0.2,GenImage-partial,0.20089285714285715,45,0.009844134657092352,0.0578839186875,0.0,-0.009844134657092352,0.9986979175,1.9168136612688103,2,179
