call_index,decode_step,module,group,phase,token_count,module_type,latency_ms
47,,model.layers.6.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8223679065704346
48,,model.layers.6.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.110047817230225
49,,model.layers.7.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.957919955253601
50,,model.layers.7.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9601600170135498
51,,model.layers.7.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9479999542236328
52,,model.layers.7.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.954848051071167
53,,model.layers.7.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.800640106201172
54,,model.layers.7.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.81494402885437
55,,model.layers.7.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.11737585067749
56,,model.layers.8.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
57,,model.layers.8.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9561599493026733
58,,model.layers.8.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9651199579238892
59,,model.layers.8.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
60,,model.layers.8.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.792448043823242
61,,model.layers.8.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8223679065704346
62,,model.layers.8.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.102560043334961
63,,model.layers.9.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9538240432739258
64,,model.layers.9.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9657599925994873
65,,model.layers.9.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9638400077819824
66,,model.layers.9.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9630080461502075
67,,model.layers.9.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7904000282287598
68,,model.layers.9.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.815135955810547
69,,model.layers.9.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.084512233734131
70,,model.layers.10.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9537919759750366
71,,model.layers.10.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9529600143432617
72,,model.layers.10.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9552960395812988
73,,model.layers.10.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9537919759750366
74,,model.layers.10.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7996480464935303
75,,model.layers.10.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8245439529418945
76,,model.layers.10.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.106175899505615
77,,model.layers.11.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9691519737243652
78,,model.layers.11.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9673279523849487
79,,model.layers.11.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9537279605865479
80,,model.layers.11.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9609919786453247
81,,model.layers.11.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.786303997039795
82,,model.layers.11.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.818432092666626
83,,model.layers.11.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.108767986297607
84,,model.layers.12.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9681600332260132
85,,model.layers.12.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9675840139389038
86,,model.layers.12.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9541120529174805
87,,model.layers.12.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9568639993667603
88,,model.layers.12.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.793503999710083
89,,model.layers.12.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8196160793304443
90,,model.layers.12.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.093728065490723
91,,model.layers.13.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.954848051071167
92,,model.layers.13.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9551359415054321
93,,model.layers.13.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.962496042251587
94,,model.layers.13.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9589439630508423
95,,model.layers.13.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.795520067214966
96,,model.layers.13.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.825439929962158
97,,model.layers.13.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.093664169311523
98,,model.layers.14.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9671039581298828
99,,model.layers.14.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9539200067520142
100,,model.layers.14.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9495359659194946
101,,model.layers.14.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
102,,model.layers.14.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.802720069885254
103,,model.layers.14.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.822495937347412
104,,model.layers.14.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.099775791168213
105,,model.layers.15.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9711999893188477
106,,model.layers.15.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9675519466400146
107,,model.layers.15.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9530240297317505
108,,model.layers.15.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9630080461502075
109,,model.layers.15.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8037118911743164
110,,model.layers.15.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8314878940582275
111,,model.layers.15.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.101535797119141
112,,model.layers.16.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9548159837722778
113,,model.layers.16.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9803839921951294
114,,model.layers.16.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.96396803855896
115,,model.layers.16.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
116,,model.layers.16.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8098559379577637
117,,model.layers.16.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8273279666900635
118,,model.layers.16.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.113183975219727
119,,model.layers.17.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9650559425354004
120,,model.layers.17.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9530880451202393
121,,model.layers.17.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9541759490966797
122,,model.layers.17.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9517760276794434
123,,model.layers.17.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.817023992538452
124,,model.layers.17.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8356480598449707
125,,model.layers.17.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.10700798034668
126,,model.layers.18.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9537919759750366
127,,model.layers.18.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.96835196018219
128,,model.layers.18.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9525120258331299
129,,model.layers.18.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
130,,model.layers.18.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7996480464935303
131,,model.layers.18.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.829472064971924
132,,model.layers.18.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.107840061187744
133,,model.layers.19.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9619840383529663
134,,model.layers.19.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.968127965927124
135,,model.layers.19.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9631680250167847
136,,model.layers.19.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
137,,model.layers.19.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.795520067214966
138,,model.layers.19.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8232319355010986
139,,model.layers.19.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.095456123352051
140,,model.layers.20.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9599679708480835
141,,model.layers.20.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9669439792633057
142,,model.layers.20.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9553920030593872
143,,model.layers.20.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.962015986442566
144,,model.layers.20.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7944960594177246
145,,model.layers.20.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.821216106414795
146,,model.layers.20.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.093503952026367
147,,model.layers.21.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9630080461502075
148,,model.layers.21.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.953279972076416
149,,model.layers.21.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.950111985206604
150,,model.layers.21.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.967136025428772
151,,model.layers.21.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.793503999710083
152,,model.layers.21.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8192639350891113
153,,model.layers.21.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.102752208709717
154,,model.layers.22.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9732799530029297
155,,model.layers.22.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9685120582580566
156,,model.layers.22.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9547840356826782
157,,model.layers.22.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.950719952583313
158,,model.layers.22.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8047358989715576
159,,model.layers.22.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8231360912323
160,,model.layers.22.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.1069440841674805
161,,model.layers.23.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.968127965927124
162,,model.layers.23.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9619840383529663
163,,model.layers.23.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9578880071640015
164,,model.layers.23.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.955839991569519
165,,model.layers.23.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.787328004837036
166,,model.layers.23.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.825376033782959
167,,model.layers.23.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.099711894989014
168,,model.layers.24.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9548159837722778
169,,model.layers.24.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9661760330200195
170,,model.layers.24.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.952191948890686
171,,model.layers.24.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9568639993667603
172,,model.layers.24.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.792448043823242
173,,model.layers.24.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.826495885848999
174,,model.layers.24.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.106751918792725
175,,model.layers.25.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.97324800491333
176,,model.layers.25.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9703359603881836
177,,model.layers.25.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9676799774169922
178,,model.layers.25.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9578880071640015
179,,model.layers.25.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7944960594177246
180,,model.layers.25.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.820512056350708
181,,model.layers.25.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.0996479988098145
182,,model.layers.26.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.957919955253601
183,,model.layers.26.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.958367943763733
184,,model.layers.26.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9612799882888794
185,,model.layers.26.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9671039581298828
186,,model.layers.26.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7893760204315186
187,,model.layers.26.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8233280181884766
188,,model.layers.26.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.10214376449585
189,,model.layers.27.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9517760276794434
190,,model.layers.27.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9496639966964722
191,,model.layers.27.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.945855975151062
192,,model.layers.27.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9640320539474487
193,,model.layers.27.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8129279613494873
194,,model.layers.27.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8191680908203125
195,,model.layers.27.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.1179518699646
196,,model.layers.28.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9599679708480835
197,,model.layers.28.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9511040449142456
198,,model.layers.28.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9644800424575806
199,,model.layers.28.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9548159837722778
200,,model.layers.28.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7996160984039307
201,,model.layers.28.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.818176031112671
202,,model.layers.28.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,8.590335845947266
203,,model.layers.29.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9927040338516235
204,,model.layers.29.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.965183973312378
205,,model.layers.29.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.968224048614502
206,,model.layers.29.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9609919786453247
207,,model.layers.29.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8047680854797363
208,,model.layers.29.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8348159790039062
209,,model.layers.29.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.098656177520752
210,,model.layers.30.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9701759815216064
211,,model.layers.30.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.969472050666809
212,,model.layers.30.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9528000354766846
213,,model.layers.30.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9619840383529663
214,,model.layers.30.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.7893760204315186
215,,model.layers.30.mlp.up_proj,mlp.up_proj,prefill,16384,QwenHybridDenseNVFP4Linear,2.8264000415802
216,,model.layers.30.mlp.down_proj,mlp.down_proj,prefill,16384,QwenHybridDenseNVFP4Linear,5.081344127655029
217,,model.layers.31.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.954848051071167
218,,model.layers.31.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.967743992805481
219,,model.layers.31.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9663679599761963
220,,model.layers.31.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenHybridDenseNVFP4Linear,1.9558720588684082
