module_index,module_name,layer,module_type,prefill_method,decode_method,quality_cost,latency_ms,prefill_runtime,decode_runtime
19,model.layers.4.mlp.down_proj,4,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,dense_nvfp4,w4a16_ours,0.004975673563487082,11.031743642368728,dense_nvfp4,w4a16_ours
21,model.layers.5.self_attn.o_proj,5,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_nvfp4,w4a16_ours,0.010130490025347797,15.415742050364418,dense_nvfp4,w4a16_ours
23,model.layers.5.mlp.down_proj,5,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,dense_nvfp4,w4a16_ours,0.004925867996704804,11.031743642368728,dense_nvfp4,w4a16_ours
25,model.layers.6.self_attn.o_proj,6,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_nvfp4,w4a16_ours,0.009788019571861536,15.415742050364418,dense_nvfp4,w4a16_ours
27,model.layers.6.mlp.down_proj,6,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,dense_nvfp4,w4a16_ours,0.005102502939837806,11.031743642368728,dense_nvfp4,w4a16_ours
29,model.layers.7.self_attn.o_proj,7,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,w4a16_ours,0.009608951960642481,15.415742050364418,dense_nvfp4,w4a16_ours
31,model.layers.7.mlp.down_proj,7,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,dense_nvfp4,w4a16_ours,0.0027466468910324216,11.031743642368728,dense_nvfp4,w4a16_ours
33,model.layers.8.self_attn.o_proj,8,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,dense_nvfp4,w4a16_ours,0.005410171783769079,15.415742050364418,dense_nvfp4,w4a16_ours
35,model.layers.8.mlp.down_proj,8,down_proj,dense_nvfp4,w4a16_ours,0.012380296453938223,12.60191781879031,dense_nvfp4,w4a16_ours
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,dense_nvfp4,w4a16_ours,0.0028321609825336267,11.031743642368728,dense_nvfp4,w4a16_ours
37,model.layers.9.self_attn.o_proj,9,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,dense_nvfp4,w4a16_ours,0.00528510922322903,15.415742050364418,dense_nvfp4,w4a16_ours
39,model.layers.9.mlp.down_proj,9,down_proj,dense_nvfp4,w4a16_ours,0.012620030356502472,12.60191781879031,dense_nvfp4,w4a16_ours
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,dense_nvfp4,w4a16_ours,0.0028187041453323213,11.031743642368728,dense_nvfp4,w4a16_ours
41,model.layers.10.self_attn.o_proj,10,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,dense_nvfp4,w4a16_ours,0.005148120065702839,15.415742050364418,dense_nvfp4,w4a16_ours
43,model.layers.10.mlp.down_proj,10,down_proj,dense_nvfp4,w4a16_ours,0.012511671226251492,12.60191781879031,dense_nvfp4,w4a16_ours
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,dense_nvfp4,w4a16_ours,0.002985232232170733,11.031743642368728,dense_nvfp4,w4a16_ours
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,dense_nvfp4,w4a16_ours,0.005256756459464684,15.415742050364418,dense_nvfp4,w4a16_ours
47,model.layers.11.mlp.down_proj,11,down_proj,dense_nvfp4,w4a16_ours,0.012736469267852555,12.60191781879031,dense_nvfp4,w4a16_ours
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,dense_nvfp4,w4a16_ours,0.0030503417627861487,11.031743642368728,dense_nvfp4,w4a16_ours
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,dense_nvfp4,w4a16_ours,0.005386163482317955,15.415742050364418,dense_nvfp4,w4a16_ours
51,model.layers.12.mlp.down_proj,12,down_proj,dense_nvfp4,w4a16_ours,0.01284416602417426,12.60191781879031,dense_nvfp4,w4a16_ours
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,dense_nvfp4,w4a16_ours,0.003260027889719322,11.031743642368728,dense_nvfp4,w4a16_ours
53,model.layers.13.self_attn.o_proj,13,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,dense_nvfp4,w4a16_ours,0.005251206499975144,15.415742050364418,dense_nvfp4,w4a16_ours
55,model.layers.13.mlp.down_proj,13,down_proj,dense_nvfp4,w4a16_ours,0.012879925471743435,12.60191781879031,dense_nvfp4,w4a16_ours
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,dense_nvfp4,w4a16_ours,0.003283772719172772,11.031743642368728,dense_nvfp4,w4a16_ours
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,dense_nvfp4,w4a16_ours,0.005338860661388497,15.415742050364418,dense_nvfp4,w4a16_ours
59,model.layers.14.mlp.down_proj,14,down_proj,dense_nvfp4,w4a16_ours,0.013144280830064635,12.60191781879031,dense_nvfp4,w4a16_ours
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,dense_nvfp4,w4a16_ours,0.0031893400481002097,11.031743642368728,dense_nvfp4,w4a16_ours
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,dense_nvfp4,w4a16_ours,0.0053034397683356035,15.415742050364418,dense_nvfp4,w4a16_ours
63,model.layers.15.mlp.down_proj,15,down_proj,dense_nvfp4,w4a16_ours,0.013000513376556243,12.60191781879031,dense_nvfp4,w4a16_ours
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,dense_nvfp4,w4a16_ours,0.004788093731056154,11.031743642368728,dense_nvfp4,w4a16_ours
65,model.layers.16.self_attn.o_proj,16,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,dense_nvfp4,w4a16_ours,0.007073891673564597,15.415742050364418,dense_nvfp4,w4a16_ours
67,model.layers.16.mlp.down_proj,16,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,dense_nvfp4,w4a16_ours,0.0047002236424558315,11.031743642368728,dense_nvfp4,w4a16_ours
69,model.layers.17.self_attn.o_proj,17,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
70,model.layers.17.mlp.gate_up_proj,17,gate_up_proj,dense_nvfp4,w4a16_ours,0.007641435863196359,15.415742050364418,dense_nvfp4,w4a16_ours
71,model.layers.17.mlp.down_proj,17,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
72,model.layers.18.self_attn.qkv_proj,18,qkv_proj,dense_nvfp4,w4a16_ours,0.004874959344300556,11.031743642368728,dense_nvfp4,w4a16_ours
73,model.layers.18.self_attn.o_proj,18,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
74,model.layers.18.mlp.gate_up_proj,18,gate_up_proj,dense_nvfp4,w4a16_ours,0.008194578124095934,15.415742050364418,dense_nvfp4,w4a16_ours
75,model.layers.18.mlp.down_proj,18,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
76,model.layers.19.self_attn.qkv_proj,19,qkv_proj,dense_nvfp4,w4a16_ours,0.004870198049488259,11.031743642368728,dense_nvfp4,w4a16_ours
77,model.layers.19.self_attn.o_proj,19,o_proj,dense_nvfp4,w4a16_ours,0.0011253235001885279,6.621374980415928,dense_nvfp4,w4a16_ours
78,model.layers.19.mlp.gate_up_proj,19,gate_up_proj,dense_nvfp4,w4a16_ours,0.008572565152720524,15.415742050364418,dense_nvfp4,w4a16_ours
79,model.layers.19.mlp.down_proj,19,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
80,model.layers.20.self_attn.qkv_proj,20,qkv_proj,dense_nvfp4,w4a16_ours,0.005086830603349888,11.031743642368728,dense_nvfp4,w4a16_ours
81,model.layers.20.self_attn.o_proj,20,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
82,model.layers.20.mlp.gate_up_proj,20,gate_up_proj,dense_nvfp4,w4a16_ours,0.008316669878588319,15.415742050364418,dense_nvfp4,w4a16_ours
83,model.layers.20.mlp.down_proj,20,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
84,model.layers.21.self_attn.qkv_proj,21,qkv_proj,dense_nvfp4,w4a16_ours,0.005385715391675987,11.031743642368728,dense_nvfp4,w4a16_ours
85,model.layers.21.self_attn.o_proj,21,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
86,model.layers.21.mlp.gate_up_proj,21,gate_up_proj,dense_nvfp4,w4a16_ours,0.008836415951268753,15.415742050364418,dense_nvfp4,w4a16_ours
87,model.layers.21.mlp.down_proj,21,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
88,model.layers.22.self_attn.qkv_proj,22,qkv_proj,dense_nvfp4,w4a16_ours,0.005165744430841857,11.031743642368728,dense_nvfp4,w4a16_ours
89,model.layers.22.self_attn.o_proj,22,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
90,model.layers.22.mlp.gate_up_proj,22,gate_up_proj,dense_nvfp4,w4a16_ours,0.00904697490992162,15.415742050364418,dense_nvfp4,w4a16_ours
91,model.layers.22.mlp.down_proj,22,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
92,model.layers.23.self_attn.qkv_proj,23,qkv_proj,dense_nvfp4,w4a16_ours,0.005490679018642144,11.031743642368728,dense_nvfp4,w4a16_ours
93,model.layers.23.self_attn.o_proj,23,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
94,model.layers.23.mlp.gate_up_proj,23,gate_up_proj,dense_nvfp4,w4a16_ours,0.009644260892894075,15.415742050364418,dense_nvfp4,w4a16_ours
95,model.layers.23.mlp.down_proj,23,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
96,model.layers.24.self_attn.qkv_proj,24,qkv_proj,dense_nvfp4,w4a16_ours,0.005925398533642053,11.031743642368728,dense_nvfp4,w4a16_ours
97,model.layers.24.self_attn.o_proj,24,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
98,model.layers.24.mlp.gate_up_proj,24,gate_up_proj,dense_nvfp4,w4a16_ours,0.010584240890056095,15.415742050364418,dense_nvfp4,w4a16_ours
99,model.layers.24.mlp.down_proj,24,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
100,model.layers.25.self_attn.qkv_proj,25,qkv_proj,dense_nvfp4,w4a16_ours,0.006226557389124005,11.031743642368728,dense_nvfp4,w4a16_ours
101,model.layers.25.self_attn.o_proj,25,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
102,model.layers.25.mlp.gate_up_proj,25,gate_up_proj,dense_nvfp4,w4a16_ours,0.010692040009430906,15.415742050364418,dense_nvfp4,w4a16_ours
103,model.layers.25.mlp.down_proj,25,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
104,model.layers.26.self_attn.qkv_proj,26,qkv_proj,dense_nvfp4,w4a16_ours,0.006115579616952533,11.031743642368728,dense_nvfp4,w4a16_ours
105,model.layers.26.self_attn.o_proj,26,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
106,model.layers.26.mlp.gate_up_proj,26,gate_up_proj,dense_nvfp4,w4a16_ours,0.01016535267342244,15.415742050364418,dense_nvfp4,w4a16_ours
107,model.layers.26.mlp.down_proj,26,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
108,model.layers.27.self_attn.qkv_proj,27,qkv_proj,dense_nvfp4,w4a16_ours,0.006005138404193799,11.031743642368728,dense_nvfp4,w4a16_ours
109,model.layers.27.self_attn.o_proj,27,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
110,model.layers.27.mlp.gate_up_proj,27,gate_up_proj,dense_nvfp4,w4a16_ours,0.009489519252123955,15.415742050364418,dense_nvfp4,w4a16_ours
111,model.layers.27.mlp.down_proj,27,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
112,model.layers.28.self_attn.qkv_proj,28,qkv_proj,dense_nvfp4,w4a16_ours,0.005952990778748461,11.031743642368728,dense_nvfp4,w4a16_ours
113,model.layers.28.self_attn.o_proj,28,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
114,model.layers.28.mlp.gate_up_proj,28,gate_up_proj,dense_nvfp4,w4a16_ours,0.008594043578225904,15.415742050364418,dense_nvfp4,w4a16_ours
115,model.layers.28.mlp.down_proj,28,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
116,model.layers.29.self_attn.qkv_proj,29,qkv_proj,dense_nvfp4,w4a16_ours,0.006005255074645465,11.031743642368728,dense_nvfp4,w4a16_ours
117,model.layers.29.self_attn.o_proj,29,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
118,model.layers.29.mlp.gate_up_proj,29,gate_up_proj,dense_nvfp4,w4a16_ours,0.007551453085098507,15.415742050364418,dense_nvfp4,w4a16_ours
119,model.layers.29.mlp.down_proj,29,down_proj,dense_bf16,dense_bf16,0.0,21.136312097354516,dense_bf16,dense_bf16
120,model.layers.30.self_attn.qkv_proj,30,qkv_proj,dense_nvfp4,w4a16_ours,0.005549423064108241,11.031743642368728,dense_nvfp4,w4a16_ours
121,model.layers.30.self_attn.o_proj,30,o_proj,dense_bf16,dense_bf16,0.0,8.109931276787584,dense_bf16,dense_bf16
122,model.layers.30.mlp.gate_up_proj,30,gate_up_proj,dense_nvfp4,w4a16_ours,0.005097914208515989,15.415742050364418,dense_nvfp4,w4a16_ours
123,model.layers.30.mlp.down_proj,30,down_proj,dense_nvfp4,w4a16_ours,0.0031204773506914945,12.60191781879031,dense_nvfp4,w4a16_ours
124,model.layers.31.self_attn.qkv_proj,31,qkv_proj,dense_nvfp4,w4a16_ours,0.005233766480556087,11.031743642368728,dense_nvfp4,w4a16_ours
125,model.layers.31.self_attn.o_proj,31,o_proj,dense_nvfp4,w4a16_ours,0.0004774990974748912,6.621374980415928,dense_nvfp4,w4a16_ours
126,model.layers.31.mlp.gate_up_proj,31,gate_up_proj,dense_nvfp4,w4a16_ours,0.0031462345777867754,15.415742050364418,dense_nvfp4,w4a16_ours
127,model.layers.31.mlp.down_proj,31,down_proj,dense_nvfp4,w4a16_ours,0.004597726792975661,12.60191781879031,dense_nvfp4,w4a16_ours
