candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,decode_ms,total_ms,weighted_total_ms,online_conversion_ms,model,scenario,linear_group,n,k,count
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.8218176126480103,0.0,2.8218176126480103,90.29816360473633,0.0,Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.3595904111862183,0.0,2.3595904111862183,75.50689315795898,0.0,Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,6.488015985488891,0.0,6.488015985488891,207.61651153564452,0.0,Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.829695987701416,0.0,2.829695987701416,90.5502716064453,0.0,Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.4842495918273926,0.0,2.4842495918273926,79.49598693847656,0.0,Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.952851021289826,0.0,4.952851021289826,158.49123268127443,0.0,Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.0211520075798033,0.0,2.0211520075798033,64.6768642425537,0.0,Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8631680130958557,0.0,1.8631680130958557,59.62137641906738,0.0,Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.389152002334595,0.0,2.389152002334595,76.45286407470704,0.0,Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.0242143869400024,0.0,2.0242143869400024,64.77486038208008,0.0,Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.4696191787719726,0.0,2.4696191787719726,79.02781372070312,0.0,Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.792425644397736,0.0,4.792425644397736,153.35762062072754,0.0,Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.0230015993118284,0.0,2.0230015993118284,64.73605117797851,0.0,Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8708767890930176,0.0,1.8708767890930176,59.86805725097656,0.0,Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.3881824254989623,0.0,2.3881824254989623,76.4218376159668,0.0,Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.0298400044441225,0.0,2.0298400044441225,64.95488014221192,0.0,Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.4682751893997192,0.0,2.4682751893997192,78.98480606079102,0.0,Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.803251123428344,0.0,4.803251123428344,153.70403594970702,0.0,Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.033254396915436,0.0,2.033254396915436,65.06414070129395,0.0,Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8715744137763977,0.0,1.8715744137763977,59.890381240844725,0.0,Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.386569619178772,0.0,2.386569619178772,76.3702278137207,0.0,Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.032166397571564,0.0,2.032166397571564,65.02932472229004,0.0,Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.4687391757965087,0.0,2.4687391757965087,78.99965362548828,0.0,Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.79231344461441,0.0,4.79231344461441,153.35403022766113,0.0,Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.0296064019203186,0.0,2.0296064019203186,64.9474048614502,0.0,Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8677472114562987,0.0,1.8677472114562987,59.76791076660156,0.0,Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.3873184442520143,0.0,2.3873184442520143,76.39419021606446,0.0,Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.0307583928108217,0.0,2.0307583928108217,64.9842685699463,0.0,Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32
