candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,decode_ms,total_ms,weighted_total_ms,online_conversion_ms,model,scenario,linear_group,n,k,count
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.4595904111862184,0.0,2.4595904111862184,78.70689315795899,0.0,Qwen3.5-9B,prefill_only,mlp.up_proj,12288,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,7.244195222854614,0.0,7.244195222854614,231.81424713134766,0.0,Qwen3.5-9B,prefill_only,mlp.up_proj,12288,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.984822392463684,0.0,2.984822392463684,95.51431655883789,0.0,Qwen3.5-9B,prefill_only,mlp.up_proj,12288,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,0.7815616011619568,0.0,0.7815616011619568,6.252492809295655,0.0,Qwen3.5-9B,prefill_only,self_attn.k_proj,1024,4096,8
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.087625780701638,0.0,4.087625780701638,32.7010062456131,0.0,Qwen3.5-9B,prefill_only,self_attn.k_proj,1024,4096,8
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.6756799697875977,0.0,1.6756799697875977,13.405439758300782,0.0,Qwen3.5-9B,prefill_only,self_attn.k_proj,1024,4096,8
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.6370016098022462,0.0,1.6370016098022462,13.09601287841797,0.0,Qwen3.5-9B,prefill_only,self_attn.k_proj,1024,4096,8
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,0.6395072102546692,0.0,0.6395072102546692,5.116057682037353,0.0,Qwen3.5-9B,prefill_only,self_attn.k_proj,1024,4096,8
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.74100159406662,0.0,1.74100159406662,13.92801275253296,0.0,Qwen3.5-9B,prefill_only,self_attn.k_proj,1024,4096,8
dense_bf16,dense_bf16,dense_bf16,True,,2.470841574668884,0.0,2.470841574668884,19.766732597351073,0.0,Qwen3.5-9B,prefill_only,self_attn.o_proj,4096,4096,8
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.9854751348495485,0.0,4.9854751348495485,39.88380107879639,0.0,Qwen3.5-9B,prefill_only,self_attn.o_proj,4096,4096,8
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.0240928173065185,0.0,2.0240928173065185,16.192742538452148,0.0,Qwen3.5-9B,prefill_only,self_attn.o_proj,4096,4096,8
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.874454402923584,0.0,1.874454402923584,14.995635223388671,0.0,Qwen3.5-9B,prefill_only,self_attn.o_proj,4096,4096,8
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.3968639850616453,0.0,2.3968639850616453,19.174911880493163,0.0,Qwen3.5-9B,prefill_only,self_attn.o_proj,4096,4096,8
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.0372575998306273,0.0,2.0372575998306273,16.298060798645018,0.0,Qwen3.5-9B,prefill_only,self_attn.o_proj,4096,4096,8
dense_bf16,dense_bf16,dense_bf16,True,,4.700969600677491,0.0,4.700969600677491,37.607756805419925,0.0,Qwen3.5-9B,prefill_only,self_attn.q_proj,8192,4096,8
sparse_bf16,sparse_bf16,sparse_bf16,True,,6.219100761413574,0.0,6.219100761413574,49.75280609130859,0.0,Qwen3.5-9B,prefill_only,self_attn.q_proj,8192,4096,8
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.487321615219116,0.0,2.487321615219116,19.89857292175293,0.0,Qwen3.5-9B,prefill_only,self_attn.q_proj,8192,4096,8
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.1515328168869017,0.0,2.1515328168869017,17.212262535095213,0.0,Qwen3.5-9B,prefill_only,self_attn.q_proj,8192,4096,8
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,4.870252847671509,0.0,4.870252847671509,38.96202278137207,0.0,Qwen3.5-9B,prefill_only,self_attn.q_proj,8192,4096,8
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.4928128004074095,0.0,2.4928128004074095,19.942502403259276,0.0,Qwen3.5-9B,prefill_only,self_attn.q_proj,8192,4096,8
dense_bf16,dense_bf16,dense_bf16,True,,0.7790528118610383,0.0,0.7790528118610383,6.232422494888306,0.0,Qwen3.5-9B,prefill_only,self_attn.v_proj,1024,4096,8
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.063756844401359,0.0,4.063756844401359,32.510054755210874,0.0,Qwen3.5-9B,prefill_only,self_attn.v_proj,1024,4096,8
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.671231997013092,0.0,1.671231997013092,13.369855976104736,0.0,Qwen3.5-9B,prefill_only,self_attn.v_proj,1024,4096,8
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.6385535955429078,0.0,1.6385535955429078,13.108428764343262,0.0,Qwen3.5-9B,prefill_only,self_attn.v_proj,1024,4096,8
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,0.6399327993392945,0.0,0.6399327993392945,5.119462394714356,0.0,Qwen3.5-9B,prefill_only,self_attn.v_proj,1024,4096,8
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.9723264217376708,0.0,1.9723264217376708,15.778611373901366,0.0,Qwen3.5-9B,prefill_only,self_attn.v_proj,1024,4096,8
