module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.23.self_attn.q_proj,23,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.024205838140352928
model.layers.23.self_attn.o_proj,23,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12398892719042297
model.layers.24.self_attn.q_proj,24,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02733952174093084
model.layers.24.mlp.up_proj,24,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.13606493567463762
model.layers.24.mlp.down_proj,24,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.13872873376437223
model.layers.25.self_attn.q_proj,25,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02324090010409158
model.layers.25.self_attn.o_proj,25,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12351450339633549
model.layers.25.mlp.up_proj,25,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.13736540574797157
model.layers.25.mlp.down_proj,25,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.14196416457092287
model.layers.26.self_attn.q_proj,26,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.028516340816084083
model.layers.26.self_attn.o_proj,26,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11288965286072933
model.layers.26.mlp.up_proj,26,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.13429591902812577
model.layers.26.mlp.down_proj,26,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.14319295653448977
model.layers.27.self_attn.q_proj,27,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.027194509853296116
model.layers.27.self_attn.o_proj,27,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13359606128552817
model.layers.27.mlp.down_proj,27,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.1369943834899828
model.layers.28.self_attn.q_proj,28,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02567298002205998
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.15185480637789545
model.layers.28.mlp.down_proj,28,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12740792688412977
model.layers.29.self_attn.q_proj,29,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.027101623830368297
model.layers.29.self_attn.o_proj,29,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09752619763841751
model.layers.30.self_attn.q_proj,30,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.022956290432558056
model.layers.30.self_attn.o_proj,30,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10016606271687
model.layers.31.self_attn.q_proj,31,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.014701105424600628
model.layers.31.self_attn.o_proj,31,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09555595004350743
