method,scenario,phase,iteration,warmup,batch,input_seq,output_seq,elapsed_ms,generated_tokens
sparse_nvfp4,prefill_decode,main,4,False,16,2048,80,4101.607605814934,1280
sparse_nvfp4,prefill_decode,main,5,False,16,2048,80,4090.491257607937,1280
sparse_nvfp4,prefill_decode,main,6,False,16,2048,80,4124.814694747329,1280
sparse_nvfp4,prefill_decode,main,7,False,16,2048,80,4091.2801511585712,1280
sparse_nvfp4,prefill_decode,main,8,False,16,2048,80,4118.635695427656,1280
sparse_nvfp4,prefill_decode,main,9,False,16,2048,80,4097.414620220661,1280
sparse_nvfp4,prefill_decode,main,10,False,16,2048,80,4139.415968209505,1280
marlin_nvfp4,prefill_decode,ttft,0,True,16,2048,1,2178.2829854637384,16
marlin_nvfp4,prefill_decode,ttft,1,False,16,2048,1,2094.5312324911356,16
marlin_nvfp4,prefill_decode,ttft,2,False,16,2048,1,2095.946641638875,16
marlin_nvfp4,prefill_decode,ttft,3,False,16,2048,1,2098.9143699407578,16
marlin_nvfp4,prefill_decode,ttft,4,False,16,2048,1,2106.558170169592,16
marlin_nvfp4,prefill_decode,ttft,5,False,16,2048,1,2113.5811749845743,16
marlin_nvfp4,prefill_decode,ttft,6,False,16,2048,1,2121.589483693242,16
marlin_nvfp4,prefill_decode,ttft,7,False,16,2048,1,2111.3705206662416,16
marlin_nvfp4,prefill_decode,ttft,8,False,16,2048,1,2128.4635718911886,16
marlin_nvfp4,prefill_decode,ttft,9,False,16,2048,1,2127.209248021245,16
marlin_nvfp4,prefill_decode,ttft,10,False,16,2048,1,2100.943725556135,16
marlin_nvfp4,prefill_decode,main,0,True,16,2048,80,3573.87775182724,1280
marlin_nvfp4,prefill_decode,main,1,False,16,2048,80,3503.915324807167,1280
marlin_nvfp4,prefill_decode,main,2,False,16,2048,80,3521.6930471360683,1280
marlin_nvfp4,prefill_decode,main,3,False,16,2048,80,3530.0797391682863,1280
marlin_nvfp4,prefill_decode,main,4,False,16,2048,80,3504.400484263897,1280
marlin_nvfp4,prefill_decode,main,5,False,16,2048,80,3527.826139703393,1280
marlin_nvfp4,prefill_decode,main,6,False,16,2048,80,3502.002749592066,1280
marlin_nvfp4,prefill_decode,main,7,False,16,2048,80,3501.0541528463364,1280
marlin_nvfp4,prefill_decode,main,8,False,16,2048,80,3504.423175007105,1280
marlin_nvfp4,prefill_decode,main,9,False,16,2048,80,3505.0581470131874,1280
marlin_nvfp4,prefill_decode,main,10,False,16,2048,80,3494.1703602671623,1280
