activation_abs_max,activation_abs_mean,activation_mean,activation_outlier_ratio_6x_weight_mean,activation_std,backend,blocks,in_features,layer,layer_bucket,local_max_abs_error,local_rel_mse,local_rmse_over_rms,method,module_family,module_index,module_name,module_type,numel,out_features,weight_abs_max,weight_abs_mean,weight_col_norm_max,weight_col_norm_mean,weight_mean,weight_outlier_ratio_6x,weight_row_norm_max,weight_row_norm_mean,weight_std
2.09375,0.007191363096353598,-5.489282727921818e-06,0.03474247455596924,0.01759854642919289,,,4096,1,layers_00_07,0.09375,0.0026165297058220196,0.05115202543225458,dense_nvfp4,attention,11,model.layers.1.self_attn.o_proj,o_proj,16777216,4096,0.58984375,0.005762292072176933,1.0463354587554932,0.4684734046459198,8.839830911711033e-08,0.001968681812286377,3.074347734451294,0.5225557684898376,0.008248118683695793
2.8125,0.05381109670270234,0.00026096142494225205,0.19488707184791565,0.07065551126123008,,,4096,1,layers_00_07,0.25,0.0022304681327323535,0.04722783218328313,dense_nvfp4,mlp,12,model.layers.1.mlp.gate_proj,gate_proj,45088768,11008,1.09375,0.014407467097043991,2.5000147819519043,1.9106453657150269,-3.189399649272673e-05,0.0002469794708304107,9.14868450164795,1.157204508781433,0.018217120319604874
2.8125,0.05381109670270234,0.00026096142494225205,0.2186656892299652,0.07065551126123008,,,4096,1,layers_00_07,0.25,0.003983735928562256,0.06311684346164861,dense_nvfp4,mlp,13,model.layers.1.mlp.up_proj,up_proj,45088768,11008,0.40625,0.013632573187351227,1.8594547510147095,1.7981634140014648,2.9008729143242817e-06,5.646638965117745e-05,6.630151748657227,1.0958995819091797,0.01715322770178318
1672.0,0.004281433288354513,0.00030424086130657343,0.001079526058463163,0.6934475657154645,,,11008,1,layers_00_07,6.25,0.0004745687430867092,0.021784598758910142,dense_nvfp4,mlp,14,model.layers.1.mlp.down_proj,down_proj,45088768,4096,1.5625,0.01383957453072071,1.8208850622177124,1.113409399986267,1.2587092896865215e-06,5.183109169593081e-05,5.466677665710449,1.8237709999084473,0.017402512952685356
7.3125,0.1127833288628608,0.0008755133762861078,0.3473477065563202,0.21664933783321652,,,4096,2,layers_00_07,0.2265625,0.00041261718770243584,0.020312980768524246,dense_nvfp4,attention,15,model.layers.2.self_attn.q_proj,q_proj,16777216,4096,1.1015625,0.01950262300670147,8.80687141418457,1.6977962255477905,7.377476322290022e-06,0.0009596347808837891,3.2349860668182373,1.5793501138687134,0.026620423421263695
7.3125,0.1127833288628608,0.0008755133762861078,0.3345543444156647,0.21664933783321652,,,4096,2,layers_00_07,0.2547607421875,0.00035156263777340953,0.018750003673957228,dense_nvfp4,attention,16,model.layers.2.self_attn.k_proj,k_proj,16777216,4096,0.373046875,0.020044244825839996,5.622692584991455,1.7872180938720703,6.946958137632464e-07,0.0015523433685302734,4.233816623687744,1.6223021745681763,0.027999762445688248
7.3125,0.1127833288628608,0.0008755133762861078,0.5745765566825867,0.21664933783321652,,,4096,2,layers_00_07,0.0986328125,0.0050973136553070075,0.07139547363318635,dense_nvfp4,attention,17,model.layers.2.self_attn.v_proj,v_proj,16777216,4096,0.1474609375,0.011337974108755589,0.9969237446784973,0.9150398373603821,-6.428516599044087e-07,1.5914440155029297e-05,1.47398042678833,0.9128499627113342,0.014338220469653606
1.03125,0.00792327280214522,1.4968625819733461e-05,0.011577188968658447,0.016920313992326342,,,4096,2,layers_00_07,0.04296875,0.004442391988621034,0.06665127147040058,dense_nvfp4,attention,18,model.layers.2.self_attn.o_proj,o_proj,16777216,4096,0.60546875,0.010964076034724712,1.2039011716842651,0.8857702612876892,-2.7795756523119053e-06,0.00021153688430786133,5.133947849273682,0.886016845703125,0.013906832784414291
5.6875,0.07783727743662894,0.00019579543098302565,0.35022781789302826,0.09972460576091087,,,4096,2,layers_00_07,0.140625,0.003711081477086826,0.0609186463825882,dense_nvfp4,mlp,19,model.layers.2.mlp.gate_proj,gate_proj,45088768,11008,0.52734375,0.014912698417901993,2.1679630279541016,1.9645808935165405,1.3669155123352539e-05,4.315930709708482e-05,3.1794066429138184,1.1969369649887085,0.018728937953710556
5.6875,0.07783727743662894,0.00019579543098302565,0.3839597553014755,0.09972460576091087,,,4096,2,layers_00_07,0.0693359375,0.005084211683564807,0.07130365827616987,dense_nvfp4,mlp,20,model.layers.2.mlp.up_proj,up_proj,45088768,11008,0.455078125,0.013908869586884975,1.8817720413208008,1.8309515714645386,3.0004512154846452e-06,1.4194222785590682e-05,1.4406827688217163,1.1172420978546143,0.017461497336626053
4.59375,0.0066312110744589986,-4.508531198320439e-06,0.0023225130036819814,0.013513539221670685,,,11008,2,layers_00_07,0.03125,0.005621537705281044,0.0749769144822661,dense_nvfp4,mlp,21,model.layers.2.mlp.down_proj,down_proj,45088768,4096,0.8984375,0.013997687958180904,1.3839272260665894,1.1242766380310059,-7.526145395786443e-07,2.182361640734598e-05,4.6411967277526855,1.8423326015472412,0.01757071353495121
8.6875,0.19164756499230862,0.0008828319655549421,0.6019090265035629,0.3060303976531357,,,4096,3,layers_00_07,0.37890625,0.0008610774992654313,0.029344122056477195,dense_nvfp4,attention,22,model.layers.3.self_attn.q_proj,q_proj,16777216,4096,0.78125,0.018894201144576073,9.041772842407227,1.6068905591964722,-8.3645090853679e-06,0.0005590319633483887,3.4315645694732666,1.5279687643051147,0.025188589468598366
8.6875,0.19164756499230862,0.0008828319655549421,0.5914249420166016,0.3060303976531357,,,4096,3,layers_00_07,0.39453125,0.0006723484911289331,0.025929683590991487,dense_nvfp4,attention,23,model.layers.3.self_attn.k_proj,k_proj,16777216,4096,0.41015625,0.019452787935733795,4.054792404174805,1.6754472255706787,5.268288077786565e-06,0.0006135106086730957,3.2948122024536133,1.5682281255722046,0.026205088943243027
8.6875,0.19164756499230862,0.0008828319655549421,0.7653242200613022,0.3060303976531357,,,4096,3,layers_00_07,0.146484375,0.005287534003143402,0.07271543167129933,dense_nvfp4,attention,24,model.layers.3.self_attn.v_proj,v_proj,16777216,4096,0.138671875,0.010725929401814938,0.9547548294067383,0.8682838082313538,1.0761416433524573e-06,1.8835067749023438e-05,1.3863977193832397,0.8630927801132202,0.01360287144780159
1.5,0.01117585861356929,-3.7603428296506536e-05,0.02351413667201996,0.023621504647594428,,,4096,3,layers_00_07,0.10546875,0.003356646613698207,0.05793657405903638,dense_nvfp4,attention,25,model.layers.3.self_attn.o_proj,o_proj,16777216,4096,0.5390625,0.010460873134434223,1.141173005104065,0.84377121925354,-6.909574949531816e-06,0.00014454126358032227,5.647276878356934,0.8478956818580627,0.01330900751054287
3.515625,0.10051063098944724,-3.454236195921112e-05,0.4618117958307266,0.12871020065727065,,,4096,3,layers_00_07,0.177734375,0.004069305366196751,0.0637911072657996,dense_nvfp4,mlp,26,model.layers.3.mlp.gate_proj,gate_proj,45088768,11008,0.578125,0.015113836154341698,2.1504909992218018,1.993687391281128,-4.189204901194898e-06,6.555956497322768e-05,3.4032225608825684,1.2131060361862183,0.019003747031092644
3.515625,0.10051063098944724,-3.454236195921112e-05,0.493111327290535,0.12871020065727065,,,4096,3,layers_00_07,0.0838623046875,0.005817895632032637,0.07627513115054367,dense_nvfp4,mlp,27,model.layers.3.mlp.up_proj,up_proj,45088768,11008,0.50390625,0.014004543423652649,1.89543879032135,1.8443503379821777,3.952352017222438e-06,1.3661939192388672e-05,1.2540247440338135,1.1249536275863647,0.017587386071681976
4.0,0.00985161498795415,1.884841043023656e-05,0.004826462546060252,0.018986698374121713,,,11008,3,layers_00_07,0.0673828125,0.005916582108834252,0.07691932207731847,dense_nvfp4,mlp,28,model.layers.3.mlp.down_proj,down_proj,45088768,4096,0.68359375,0.014033450745046139,1.4484494924545288,1.1273553371429443,5.15961392011377e-06,2.455156936775893e-05,5.427108287811279,1.847469449043274,0.0176240224391222
9.5625,0.18009444046765566,0.0014674373478555935,0.562039390206337,0.29350192046266954,,,4096,4,layers_00_07,0.3046875,0.0008736540025619679,0.029557638649966068,dense_nvfp4,attention,29,model.layers.4.self_attn.q_proj,q_proj,16777216,4096,0.67578125,0.019943831488490105,8.837045669555664,1.6764237880706787,1.7987917999562342e-06,0.00034689903259277344,2.9790961742401123,1.6103339195251465,0.026268810033798218
9.5625,0.18009444046765566,0.0014674373478555935,0.5591271668672562,0.29350192046266954,,,4096,4,layers_00_07,0.328125,0.0006422506587062647,0.02534266479094621,dense_nvfp4,attention,30,model.layers.4.self_attn.k_proj,k_proj,16777216,4096,0.51171875,0.02014058642089367,3.82964825630188,1.714316964149475,1.3538822713599075e-05,0.00044083595275878906,3.3530118465423584,1.6236298084259033,0.026825442910194397
9.5625,0.18009444046765566,0.0014674373478555935,0.7390504479408264,0.29350192046266954,,,4096,4,layers_00_07,0.1318359375,0.005540329118882724,0.07443338712488318,dense_nvfp4,attention,31,model.layers.4.self_attn.v_proj,v_proj,16777216,4096,0.142578125,0.01138307899236679,0.9853674173355103,0.9167274236679077,-3.1021177164802793e-06,1.2576580047607422e-05,1.248631477355957,0.9155761003494263,0.014356493949890137
1.6484375,0.01612704139552079,0.0001486590834076651,0.03827166557312012,0.03091996743560184,,,4096,4,layers_00_07,0.1171875,0.004386547155454034,0.06623101354693309,dense_nvfp4,attention,32,model.layers.4.self_attn.o_proj,o_proj,16777216,4096,0.62109375,0.011124523356556892,1.1946865320205688,0.8965200185775757,-6.554070637321274e-07,0.00012308359146118164,5.31525182723999,0.8959035277366638,0.014046509750187397
7.40625,0.11689075897447765,0.00047180703063531837,0.5173906981945038,0.15075154289979326,,,4096,4,layers_00_07,0.15673828125,0.003346031662760212,0.0578448931433036,dense_nvfp4,mlp,33,model.layers.4.mlp.gate_proj,gate_proj,45088768,11008,0.51953125,0.01538968924432993,2.20499587059021,2.0352115631103516,-4.813143277715426e-06,7.440877379849553e-05,2.8589119911193848,1.2353477478027344,0.019399456679821014
7.40625,0.11689075897447765,0.00047180703063531837,0.5598478466272354,0.15075154289979326,,,4096,4,layers_00_07,0.0947265625,0.00558223730766008,0.07471437149344215,dense_nvfp4,mlp,34,model.layers.4.mlp.up_proj,up_proj,45088768,11008,0.478515625,0.01390179805457592,1.8740324974060059,1.8313621282577515,4.507515768636949e-06,1.536968193249777e-05,1.9003409147262573,1.11668062210083,0.01746262237429619
11.625,0.01406730689801449,-6.048317505320843e-05,0.010860082715056663,0.02694056161429481,,,11008,4,layers_00_07,0.0703125,0.005338729926053534,0.0730666129367821,dense_nvfp4,mlp,35,model.layers.4.mlp.down_proj,down_proj,45088768,4096,0.9765625,0.013863394036889076,1.3224581480026245,1.1140637397766113,5.497657298292324e-07,3.184828528901562e-05,5.648232460021973,1.826021432876587,0.01741928979754448
9.5,0.19071388384327292,0.002184738534197095,0.5834882408380508,0.3012807057126471,,,4096,5,layers_00_07,0.328125,0.0009653515046457695,0.031070106286361004,dense_nvfp4,attention,36,model.layers.5.self_attn.q_proj,q_proj,16777216,4096,0.640625,0.020219998434185982,6.6441426277160645,1.6872509717941284,-7.127388016670011e-06,0.00025588274002075195,2.927461624145508,1.628608226776123,0.026405490934848785
9.5,0.19071388384327292,0.002184738534197095,0.5731378048658371,0.3012807057126471,,,4096,5,layers_00_07,0.34375,0.0006932692749712079,0.026330007120606857,dense_nvfp4,attention,37,model.layers.5.self_attn.k_proj,k_proj,16777216,4096,0.333984375,0.02080650068819523,3.4240901470184326,1.757127285003662,4.84049814986065e-06,0.0003668665885925293,3.567171812057495,1.6754488945007324,0.02749028243124485
9.5,0.19071388384327292,0.002184738534197095,0.7505590915679932,0.3012807057126471,,,4096,5,layers_00_07,0.12890625,0.005815888257823643,0.07626197124270813,dense_nvfp4,attention,38,model.layers.5.self_attn.v_proj,v_proj,16777216,4096,0.265625,0.011628092266619205,1.1803075075149536,0.9404355883598328,6.6090415202779695e-06,1.1265277862548828e-05,1.194872498512268,0.9353386163711548,0.014728710986673832
2.0625,0.02327532268827781,-0.00035009057000934263,0.0747598260641098,0.04642430272333647,,,4096,5,layers_00_07,0.098876953125,0.005055757141684233,0.07110384758706263,dense_nvfp4,attention,39,model.layers.5.self_attn.o_proj,o_proj,16777216,4096,0.52734375,0.011383121833205223,1.1322262287139893,0.9166053533554077,-1.6741188346713898e-07,9.85860824584961e-05,5.14446496963501,0.9195873141288757,0.014410589821636677
5.375,0.13110180431976914,0.0007446789538789744,0.5652726292610168,0.16809326749768916,,,4096,5,layers_00_07,0.1953125,0.0030738103664350153,0.055441954929773316,dense_nvfp4,mlp,40,model.layers.5.mlp.gate_proj,gate_proj,45088768,11008,0.443359375,0.01544273179024458,2.293400764465332,2.0470104217529297,-2.1409348846646026e-05,8.793764573056251e-05,3.186581611633301,1.2394874095916748,0.019511625170707703
5.375,0.13110180431976914,0.0007446789538789744,0.6045978963375092,0.16809326749768916,,,4096,5,layers_00_07,0.1064453125,0.005462984781635406,0.0739120070193971,dense_nvfp4,mlp,41,model.layers.5.mlp.up_proj,up_proj,45088768,11008,0.490234375,0.013898060657083988,1.8747071027755737,1.8314803838729858,3.0634607810497982e-06,1.621246337890625e-05,1.4109681844711304,1.1164532899856567,0.017462221905589104
8.0625,0.0181292740324902,-2.8350542855383368e-05,0.019354459851287132,0.03198335357397493,,,11008,5,layers_00_07,0.078125,0.006244107294675099,0.07901966397470378,dense_nvfp4,mlp,42,model.layers.5.mlp.down_proj,down_proj,45088768,4096,0.734375,0.013872997835278511,1.3371734619140625,1.1147782802581787,9.294611231780436e-07,2.8454980565584265e-05,5.751513481140137,1.8271095752716064,0.01743459142744541
11.3125,0.24194299196824431,0.0027418666904850397,0.6879235059022903,0.3674680093506925,,,4096,6,layers_00_07,0.59375,0.0011702016311772663,0.034208209996684516,dense_nvfp4,attention,43,model.layers.6.self_attn.q_proj,q_proj,16777216,4096,0.61328125,0.01881186105310917,6.045619487762451,1.592594861984253,6.792915883124806e-07,0.0006090998649597168,3.5747122764587402,1.51454496383667,0.024919357150793076
11.3125,0.24194299196824431,0.0027418666904850397,0.6843141317367554,0.3674680093506925,,,4096,6,layers_00_07,0.421875,0.0009372999800995764,0.030615355299254268,dense_nvfp4,attention,44,model.layers.6.self_attn.k_proj,k_proj,16777216,4096,0.30859375,0.01907103881239891,2.4927000999450684,1.625600814819336,1.793964429452899e-06,0.0006141066551208496,3.275923013687134,1.5335794687271118,0.025414612144231796
11.3125,0.24194299196824431,0.0027418666904850397,0.8163702189922333,0.3674680093506925,,,4096,6,layers_00_07,0.15673828125,0.005292188981127342,0.07274743281468661,dense_nvfp4,attention,45,model.layers.6.self_attn.v_proj,v_proj,16777216,4096,0.287109375,0.01076210755854845,1.3937815427780151,0.8723878860473633,5.549399020310375e-07,2.5272369384765625e-05,1.1591311693191528,0.86598801612854,0.01366395689547062
2.765625,0.027332658122759312,-0.0003241136654423826,0.10561777651309967,0.05015332152968943,,,4096,6,layers_00_07,0.125,0.005265559716369011,0.07256417653614634,dense_nvfp4,attention,46,model.layers.6.self_attn.o_proj,o_proj,16777216,4096,0.60546875,0.010615385137498379,1.1681511402130127,0.8553329110145569,-1.451849811928696e-06,0.00011169910430908203,5.296794414520264,0.8591681718826294,0.013473409228026867
5.75,0.14445770531892776,0.000687425936348518,0.5958680063486099,0.18545006553843596,,,4096,6,layers_00_07,0.203125,0.0027986062769660594,0.05290185513728284,dense_nvfp4,mlp,47,model.layers.6.mlp.gate_proj,gate_proj,45088768,11008,0.41796875,0.01568254455924034,2.450859308242798,2.081918954849243,-1.2534751476778183e-05,8.265916403615847e-05,2.9167091846466064,1.2587867975234985,0.019844671711325645
5.75,0.14445770531892776,0.000687425936348518,0.6382389217615128,0.18545006553843596,,,4096,6,layers_00_07,0.105224609375,0.005449594726264006,0.0738213703900436,dense_nvfp4,mlp,48,model.layers.6.mlp.up_proj,up_proj,45088768,11008,0.56640625,0.013848676346242428,1.8860334157943726,1.825135350227356,1.712112521090603e-06,1.6012856576708145e-05,1.3282928466796875,1.112540602684021,0.017401384189724922
14.4375,0.022311811616947484,2.4751603061388798e-05,0.0327420012895451,0.0390931639699732,,,11008,6,layers_00_07,0.078125,0.0063436739439013965,0.07964718415550795,dense_nvfp4,mlp,49,model.layers.6.mlp.down_proj,down_proj,45088768,4096,0.921875,0.013793673366308212,1.3655931949615479,1.108426809310913,2.7205314836464822e-06,2.355353717575781e-05,5.504698276519775,1.816675066947937,0.0173355620354414
13.0625,0.2529589547775686,0.003119159984635189,0.7023315131664276,0.38242464938226356,,,4096,7,layers_00_07,0.53125,0.0012343633009134674,0.03513350681206571,dense_nvfp4,attention,50,model.layers.7.self_attn.q_proj,q_proj,16777216,4096,0.7578125,0.018755009397864342,5.223045349121094,1.5903233289718628,-7.238688340294175e-06,0.0006719827651977539,3.598220109939575,1.509269118309021,0.024873513728380203
13.0625,0.2529589547775686,0.003119159984635189,0.7009460479021072,0.38242464938226356,,,4096,7,layers_00_07,0.44921875,0.0009884519028995598,0.031439654942437896,dense_nvfp4,attention,51,model.layers.7.self_attn.k_proj,k_proj,16777216,4096,0.31640625,0.018807975575327873,2.321805000305176,1.5987462997436523,-9.963170668925159e-06,0.0005101561546325684,3.1828112602233887,1.5123060941696167,0.024992065504193306
13.0625,0.2529589547775686,0.003119159984635189,0.8229973614215851,0.38242464938226356,,,4096,7,layers_00_07,0.1640625,0.0054422182536182934,0.07377139183733958,dense_nvfp4,attention,52,model.layers.7.self_attn.v_proj,v_proj,16777216,4096,0.2255859375,0.010879161767661572,1.6599562168121338,0.8833277821540833,2.137871433660621e-06,3.147125244140625e-05,1.1099514961242676,0.8754448890686035,0.013838467188179493
3.640625,0.03238575597060844,-0.00027160094049349937,0.1419038027524948,0.05930909290242774,,,4096,7,layers_00_07,0.2841796875,0.006037420447979618,0.0777008394290539,dense_nvfp4,attention,53,model.layers.7.self_attn.o_proj,o_proj,16777216,4096,0.55859375,0.010682080872356892,1.3387304544448853,0.8603063225746155,-5.52993105884525e-06,0.0001004934310913086,5.014594554901123,0.8663402199745178,0.01357907336205244
6.84375,0.15542061114683747,0.00109729016367055,0.620997816324234,0.20097893116134963,,,4096,7,layers_00_07,0.2578125,0.002747709891468226,0.05241860253257641,dense_nvfp4,mlp,54,model.layers.7.mlp.gate_proj,gate_proj,45088768,11008,0.455078125,0.01565612107515335,2.4921658039093018,2.0807623863220215,6.70476583763957e-06,9.20850143302232e-05,3.466273546218872,1.256595253944397,0.019833697006106377
6.84375,0.15542061114683747,0.00109729016367055,0.6611533761024475,0.20097893116134963,,,4096,7,layers_00_07,0.11572265625,0.0053495938194485886,0.07314091754584837,dense_nvfp4,mlp,55,model.layers.7.mlp.up_proj,up_proj,45088768,11008,0.35546875,0.013897416181862354,1.8739361763000488,1.8315515518188477,6.290984401857713e-06,1.4815219401498325e-05,1.4698667526245117,1.1163508892059326,0.017462708055973053
16.75,0.026117287662833236,2.882900675061581e-05,0.048269776410834735,0.045301371853264154,,,11008,7,layers_00_07,0.109375,0.006468404684724432,0.08042639296104502,dense_nvfp4,mlp,56,model.layers.7.mlp.down_proj,down_proj,45088768,4096,0.9453125,0.01381526980549097,1.3838618993759155,1.1102429628372192,2.345961320315837e-06,3.0007473469595425e-05,5.854832649230957,1.8194743394851685,0.017364216968417168
19.625,0.24877688009291887,0.003798207559157163,0.6938287615776062,0.3858384444358304,,,4096,8,layers_08_15,0.609375,0.0013087483274276464,0.03617662681107301,dense_nvfp4,attention,57,model.layers.8.self_attn.q_proj,q_proj,16777216,4096,0.55859375,0.018999198451638222,4.483963489532471,1.6064140796661377,8.694922144059092e-06,0.0008044838905334473,4.3826212882995605,1.5281161069869995,0.025118358433246613
19.625,0.24877688009291887,0.003798207559157163,0.692444697022438,0.3858384444358304,,,4096,8,layers_08_15,0.46875,0.0009648345041217457,0.031061785269390838,dense_nvfp4,attention,58,model.layers.8.self_attn.k_proj,k_proj,16777216,4096,0.30859375,0.019097857177257538,2.324723243713379,1.6159850358963013,2.7812343432742637e-06,0.00047069787979125977,3.1401920318603516,1.53544020652771,0.025263942778110504
19.625,0.24877688009291887,0.003798207559157163,0.8147384822368622,0.3858384444358304,,,4096,8,layers_08_15,0.17529296875,0.005165551749713267,0.07187177296904027,dense_nvfp4,attention,59,model.layers.8.self_attn.v_proj,v_proj,16777216,4096,0.2080078125,0.01122952625155449,1.4600601196289062,0.9077398180961609,2.5467647901677992e-06,2.008676528930664e-05,1.3553608655929565,0.9034321308135986,0.014217041432857513
2.53125,0.04234133695717901,0.00021569868511051027,0.1928347796201706,0.0741953771583137,,,4096,8,layers_08_15,0.25,0.0067626369495584135,0.08223525369060652,dense_nvfp4,attention,60,model.layers.8.self_attn.o_proj,o_proj,16777216,4096,0.75390625,0.011066923849284649,1.1919001340866089,0.8903589844703674,-8.223460667977633e-07,6.556510925292969e-05,4.566910266876221,0.893008291721344,0.013988330960273743
9.0625,0.16060710418969393,0.0013726866627621348,0.6368019878864288,0.2089369249441442,,,4096,8,layers_08_15,0.265625,0.002742988080006698,0.05237354370296799,dense_nvfp4,mlp,61,model.layers.8.mlp.gate_proj,gate_proj,45088768,11008,0.390625,0.015400304459035397,2.514118194580078,2.0476880073547363,-7.647521670151036e-06,0.00010284157906426117,3.2555928230285645,1.2360255718231201,0.019518407061696053
9.0625,0.16060710418969393,0.0013726866627621348,0.6668434590101242,0.2089369249441442,,,4096,8,layers_08_15,0.12890625,0.005005621408996273,0.07075041631676998,dense_nvfp4,mlp,62,model.layers.8.mlp.up_proj,up_proj,45088768,11008,0.6484375,0.014066948555409908,1.9028555154800415,1.8543472290039062,1.8039646647594054e-06,1.264172897208482e-05,1.7746020555496216,1.1299819946289062,0.017679769545793533
23.25,0.028866304994322533,-1.9640927263914586e-05,0.06085943621258403,0.04983084387736518,,,11008,8,layers_08_15,0.125,0.006530223719163529,0.08080979964808432,dense_nvfp4,mlp,63,model.layers.8.mlp.down_proj,down_proj,45088768,4096,0.796875,0.013956484384834766,1.4054255485534668,1.1217036247253418,-2.1615462628687965e-06,3.286849459982477e-05,6.1164374351501465,1.838470220565796,0.01754685863852501
24.75,0.2548078643158078,0.0039055585184541997,0.6975514888763428,0.3888544922399493,,,4096,9,layers_08_15,0.445068359375,0.00139705730584459,0.037377229777560965,dense_nvfp4,attention,64,model.layers.9.self_attn.q_proj,q_proj,16777216,4096,0.77734375,0.019301066175103188,4.378683567047119,1.6085246801376343,5.59321620130504e-07,0.0002853274345397949,2.9606716632843018,1.552215576171875,0.02515004388988018
24.75,0.2548078643158078,0.0039055585184541997,0.6928231120109558,0.3888544922399493,,,4096,9,layers_08_15,0.4375,0.0009918602471998183,0.03149381283998205,dense_nvfp4,attention,65,model.layers.9.self_attn.k_proj,k_proj,16777216,4096,0.35546875,0.019641781225800514,2.435730218887329,1.6488831043243408,1.102258829632774e-05,0.0003311634063720703,3.085589647293091,1.5796394348144531,0.02578050084412098
24.75,0.2548078643158078,0.0039055585184541997,0.8160131275653839,0.3888544922399493,,,4096,9,layers_08_15,0.16796875,0.00528182700959185,0.07267617910699385,dense_nvfp4,attention,66,model.layers.9.self_attn.v_proj,v_proj,16777216,4096,0.2470703125,0.01144484058022499,1.8653794527053833,0.9257318377494812,2.663281065906631e-06,2.110004425048828e-05,1.1959946155548096,0.920689582824707,0.014498928561806679
