policy_id,sample_kind,method,selected_modules,raw_bin,selected_names,raw_error_sum,layer_entropy,type_entropy
dense_nvfp4_strat_c016_b02_00,stratified_raw_bin_diverse,dense_nvfp4,16,2,model.layers.1.mlp.gate_proj;model.layers.1.mlp.up_proj;model.layers.11.self_attn.q_proj;model.layers.17.self_attn.q_proj;model.layers.2.mlp.gate_proj;model.layers.23.mlp.up_proj;model.layers.24.mlp.gate_proj;model.layers.24.mlp.up_proj;model.layers.25.self_attn.v_proj;model.layers.27.self_attn.q_proj;model.layers.28.mlp.gate_proj;model.layers.28.mlp.up_proj;model.layers.28.self_attn.q_proj;model.layers.6.mlp.up_proj;model.layers.7.mlp.up_proj;model.layers.8.mlp.down_proj,0.1877523156656534,2.3933121229745242,1.4075317407193153
dense_nvfp4_strat_c016_b02_01,stratified_raw_bin_diverse,dense_nvfp4,16,2,model.layers.0.mlp.up_proj;model.layers.1.self_attn.o_proj;model.layers.11.mlp.gate_proj;model.layers.12.mlp.gate_proj;model.layers.13.self_attn.o_proj;model.layers.16.self_attn.o_proj;model.layers.19.self_attn.o_proj;model.layers.20.mlp.gate_proj;model.layers.22.self_attn.k_proj;model.layers.27.mlp.down_proj;model.layers.28.mlp.down_proj;model.layers.28.self_attn.o_proj;model.layers.30.mlp.gate_proj;model.layers.30.self_attn.o_proj;model.layers.31.mlp.down_proj;model.layers.31.self_attn.o_proj,0.19224057870106884,2.5126585295298014,1.3686896376228386
dense_nvfp4_strat_c016_b02_02,stratified_raw_bin_diverse,dense_nvfp4,16,2,model.layers.14.mlp.down_proj;model.layers.15.mlp.down_proj;model.layers.19.mlp.down_proj;model.layers.20.mlp.down_proj;model.layers.21.mlp.up_proj;model.layers.22.self_attn.k_proj;model.layers.26.self_attn.k_proj;model.layers.26.self_attn.o_proj;model.layers.3.self_attn.k_proj;model.layers.31.mlp.down_proj;model.layers.5.mlp.down_proj;model.layers.6.self_attn.k_proj;model.layers.7.mlp.down_proj;model.layers.8.self_attn.o_proj;model.layers.9.mlp.down_proj;model.layers.9.self_attn.k_proj,0.1940096056742684,2.599301927099795,1.1432752061942137
dense_nvfp4_strat_c016_b02_03,stratified_raw_bin_diverse,dense_nvfp4,16,2,model.layers.0.mlp.gate_proj;model.layers.1.self_attn.o_proj;model.layers.10.mlp.gate_proj;model.layers.15.self_attn.k_proj;model.layers.15.self_attn.v_proj;model.layers.17.self_attn.k_proj;model.layers.18.mlp.gate_proj;model.layers.19.self_attn.o_proj;model.layers.2.self_attn.v_proj;model.layers.21.self_attn.v_proj;model.layers.24.self_attn.v_proj;model.layers.26.self_attn.k_proj;model.layers.27.self_attn.v_proj;model.layers.31.self_attn.v_proj;model.layers.9.self_attn.k_proj;model.layers.9.self_attn.v_proj,0.19501296953409866,2.599301927099795,1.2820462400528454
dense_nvfp4_strat_c016_b02_04,stratified_raw_bin_diverse,dense_nvfp4,16,2,model.layers.0.mlp.down_proj;model.layers.11.self_attn.q_proj;model.layers.16.mlp.gate_proj;model.layers.18.self_attn.q_proj;model.layers.2.self_attn.v_proj;model.layers.22.self_attn.q_proj;model.layers.22.self_attn.v_proj;model.layers.24.self_attn.v_proj;model.layers.25.mlp.down_proj;model.layers.26.mlp.down_proj;model.layers.31.self_attn.q_proj;model.layers.4.mlp.down_proj;model.layers.4.self_attn.v_proj;model.layers.5.mlp.down_proj;model.layers.7.self_attn.q_proj;model.layers.8.self_attn.o_proj,0.19804259433564955,2.599301927099795,1.4201164366884957
dense_nvfp4_strat_c016_b03_00,stratified_raw_bin_diverse,dense_nvfp4,16,3,model.layers.11.self_attn.v_proj;model.layers.12.mlp.up_proj;model.layers.13.mlp.up_proj;model.layers.16.mlp.down_proj;model.layers.17.mlp.up_proj;model.layers.19.mlp.up_proj;model.layers.21.mlp.up_proj;model.layers.21.self_attn.k_proj;model.layers.23.mlp.up_proj;model.layers.26.mlp.up_proj;model.layers.27.mlp.gate_proj;model.layers.27.self_attn.k_proj;model.layers.27.self_attn.q_proj;model.layers.3.mlp.up_proj;model.layers.31.self_attn.k_proj;model.layers.5.mlp.up_proj,0.20237589715566112,2.4799555205445176,1.3306600933628872
dense_nvfp4_strat_c016_b03_01,stratified_raw_bin_diverse,dense_nvfp4,16,3,model.layers.12.mlp.up_proj;model.layers.13.mlp.gate_proj;model.layers.13.mlp.up_proj;model.layers.14.mlp.gate_proj;model.layers.15.mlp.gate_proj;model.layers.16.self_attn.v_proj;model.layers.17.mlp.down_proj;model.layers.2.mlp.gate_proj;model.layers.20.mlp.gate_proj;model.layers.21.mlp.gate_proj;model.layers.21.self_attn.q_proj;model.layers.24.self_attn.v_proj;model.layers.25.self_attn.o_proj;model.layers.28.mlp.gate_proj;model.layers.29.mlp.down_proj;model.layers.4.mlp.up_proj,0.20680221467329868,2.599301927099795,1.5419764327628247
dense_nvfp4_strat_c016_b03_02,stratified_raw_bin_diverse,dense_nvfp4,16,3,model.layers.0.mlp.gate_proj;model.layers.10.mlp.down_proj;model.layers.12.mlp.down_proj;model.layers.17.self_attn.q_proj;model.layers.17.self_attn.v_proj;model.layers.18.mlp.down_proj;model.layers.22.mlp.down_proj;model.layers.22.self_attn.o_proj;model.layers.24.self_attn.k_proj;model.layers.25.mlp.down_proj;model.layers.26.mlp.down_proj;model.layers.29.self_attn.k_proj;model.layers.6.mlp.down_proj;model.layers.6.self_attn.q_proj;model.layers.8.mlp.down_proj;model.layers.9.mlp.down_proj,0.21801250302292235,2.5126585295298014,1.3633631023481714
dense_nvfp4_strat_c016_b03_03,stratified_raw_bin_diverse,dense_nvfp4,16,3,model.layers.1.self_attn.v_proj;model.layers.11.self_attn.v_proj;model.layers.13.mlp.up_proj;model.layers.14.self_attn.v_proj;model.layers.16.mlp.gate_proj;model.layers.16.self_attn.q_proj;model.layers.16.self_attn.v_proj;model.layers.19.self_attn.v_proj;model.layers.20.self_attn.k_proj;model.layers.20.self_attn.v_proj;model.layers.22.mlp.up_proj;model.layers.23.mlp.gate_proj;model.layers.23.self_attn.v_proj;model.layers.27.self_attn.v_proj;model.layers.29.self_attn.q_proj;model.layers.31.self_attn.v_proj,0.22882808248723402,2.3933121229745242,1.2767197047781782
dense_nvfp4_strat_c016_b03_04,stratified_raw_bin_diverse,dense_nvfp4,16,3,model.layers.10.self_attn.q_proj;model.layers.12.self_attn.o_proj;model.layers.12.self_attn.v_proj;model.layers.14.self_attn.o_proj;model.layers.15.self_attn.o_proj;model.layers.19.mlp.gate_proj;model.layers.2.self_attn.o_proj;model.layers.25.self_attn.o_proj;model.layers.26.mlp.gate_proj;model.layers.27.mlp.gate_proj;model.layers.27.self_attn.v_proj;model.layers.3.mlp.gate_proj;model.layers.31.self_attn.o_proj;model.layers.4.self_attn.o_proj;model.layers.8.self_attn.o_proj;model.layers.9.self_attn.o_proj,0.23672775805148288,2.599301927099795,1.1034329096381919
dense_nvfp4_strat_c032_b00_00,stratified_raw_bin_diverse,dense_nvfp4,32,0,model.layers.0.mlp.up_proj;model.layers.0.self_attn.k_proj;model.layers.0.self_attn.o_proj;model.layers.1.mlp.down_proj;model.layers.1.mlp.gate_proj;model.layers.1.self_attn.k_proj;model.layers.1.self_attn.q_proj;model.layers.11.mlp.down_proj;model.layers.11.mlp.gate_proj;model.layers.11.mlp.up_proj;model.layers.14.mlp.up_proj;model.layers.14.self_attn.k_proj;model.layers.15.mlp.up_proj;model.layers.18.self_attn.q_proj;model.layers.2.self_attn.k_proj;model.layers.2.self_attn.o_proj;model.layers.20.mlp.up_proj;model.layers.20.self_attn.v_proj;model.layers.21.mlp.up_proj;model.layers.21.self_attn.k_proj;model.layers.21.self_attn.q_proj;model.layers.23.self_attn.o_proj;model.layers.25.mlp.up_proj;model.layers.30.mlp.up_proj;model.layers.31.mlp.gate_proj;model.layers.31.self_attn.q_proj;model.layers.31.self_attn.v_proj;model.layers.4.mlp.up_proj;model.layers.5.self_attn.q_proj;model.layers.6.mlp.up_proj;model.layers.7.mlp.up_proj;model.layers.9.self_attn.k_proj,0.29501290854372747,2.7505044030542094,1.7613966267819345
dense_nvfp4_strat_c032_b00_01,stratified_raw_bin_diverse,dense_nvfp4,32,0,model.layers.0.mlp.down_proj;model.layers.0.mlp.gate_proj;model.layers.0.self_attn.v_proj;model.layers.1.mlp.gate_proj;model.layers.11.mlp.down_proj;model.layers.11.mlp.gate_proj;model.layers.12.self_attn.o_proj;model.layers.13.mlp.gate_proj;model.layers.14.self_attn.q_proj;model.layers.15.mlp.gate_proj;model.layers.15.self_attn.k_proj;model.layers.15.self_attn.v_proj;model.layers.16.mlp.gate_proj;model.layers.16.self_attn.k_proj;model.layers.18.mlp.gate_proj;model.layers.21.mlp.down_proj;model.layers.21.mlp.up_proj;model.layers.22.mlp.down_proj;model.layers.23.mlp.down_proj;model.layers.24.mlp.gate_proj;model.layers.24.self_attn.k_proj;model.layers.25.mlp.gate_proj;model.layers.25.mlp.up_proj;model.layers.26.self_attn.k_proj;model.layers.28.self_attn.k_proj;model.layers.29.mlp.down_proj;model.layers.30.mlp.down_proj;model.layers.31.mlp.down_proj;model.layers.4.mlp.gate_proj;model.layers.7.self_attn.q_proj;model.layers.9.mlp.gate_proj;model.layers.9.self_attn.k_proj,0.31829932050492965,2.999815905964476,1.6556790205200778
dense_nvfp4_strat_c032_b00_02,stratified_raw_bin_diverse,dense_nvfp4,32,0,model.layers.0.self_attn.k_proj;model.layers.10.mlp.gate_proj;model.layers.10.self_attn.q_proj;model.layers.15.mlp.gate_proj;model.layers.17.mlp.gate_proj;model.layers.17.mlp.up_proj;model.layers.17.self_attn.k_proj;model.layers.17.self_attn.o_proj;model.layers.18.mlp.down_proj;model.layers.18.self_attn.k_proj;model.layers.2.mlp.down_proj;model.layers.2.mlp.up_proj;model.layers.22.mlp.up_proj;model.layers.24.self_attn.k_proj;model.layers.25.self_attn.k_proj;model.layers.25.self_attn.q_proj;model.layers.25.self_attn.v_proj;model.layers.28.mlp.up_proj;model.layers.28.self_attn.k_proj;model.layers.28.self_attn.q_proj;model.layers.3.mlp.gate_proj;model.layers.3.self_attn.k_proj;model.layers.3.self_attn.o_proj;model.layers.3.self_attn.v_proj;model.layers.30.self_attn.q_proj;model.layers.4.mlp.gate_proj;model.layers.4.self_attn.k_proj;model.layers.4.self_attn.o_proj;model.layers.4.self_attn.v_proj;model.layers.5.self_attn.o_proj;model.layers.8.self_attn.k_proj;model.layers.8.self_attn.o_proj,0.31977357257598554,2.566598918114511,1.8519269516606542
dense_nvfp4_strat_c032_b00_03,stratified_raw_bin_diverse,dense_nvfp4,32,0,model.layers.0.self_attn.q_proj;model.layers.1.self_attn.v_proj;model.layers.10.mlp.down_proj;model.layers.11.self_attn.q_proj;model.layers.13.self_attn.k_proj;model.layers.16.mlp.up_proj;model.layers.16.self_attn.k_proj;model.layers.17.self_attn.q_proj;model.layers.17.self_attn.v_proj;model.layers.19.self_attn.q_proj;model.layers.19.self_attn.v_proj;model.layers.20.self_attn.q_proj;model.layers.20.self_attn.v_proj;model.layers.22.self_attn.k_proj;model.layers.22.self_attn.q_proj;model.layers.23.self_attn.q_proj;model.layers.24.self_attn.v_proj;model.layers.25.mlp.up_proj;model.layers.26.mlp.down_proj;model.layers.26.self_attn.v_proj;model.layers.27.self_attn.k_proj;model.layers.29.self_attn.k_proj;model.layers.30.mlp.down_proj;model.layers.31.mlp.down_proj;model.layers.31.self_attn.k_proj;model.layers.4.self_attn.q_proj;model.layers.6.self_attn.k_proj;model.layers.7.self_attn.v_proj;model.layers.8.mlp.down_proj;model.layers.8.mlp.up_proj;model.layers.8.self_attn.v_proj;model.layers.9.self_attn.v_proj,0.3315400573270484,3.0594891092421146,1.5477686840176426
dense_nvfp4_strat_c032_b00_04,stratified_raw_bin_diverse,dense_nvfp4,32,0,model.layers.0.mlp.gate_proj;model.layers.0.self_attn.o_proj;model.layers.1.self_attn.o_proj;model.layers.1.self_attn.q_proj;model.layers.10.self_attn.o_proj;model.layers.11.mlp.gate_proj;model.layers.13.self_attn.o_proj;model.layers.15.self_attn.k_proj;model.layers.15.self_attn.o_proj;model.layers.16.self_attn.q_proj;model.layers.18.mlp.up_proj;model.layers.18.self_attn.q_proj;model.layers.19.mlp.down_proj;model.layers.19.self_attn.v_proj;model.layers.2.mlp.gate_proj;model.layers.20.self_attn.o_proj;model.layers.21.mlp.gate_proj;model.layers.22.mlp.gate_proj;model.layers.22.self_attn.o_proj;model.layers.23.self_attn.k_proj;model.layers.25.self_attn.o_proj;model.layers.26.self_attn.o_proj;model.layers.27.mlp.gate_proj;model.layers.28.self_attn.o_proj;model.layers.28.self_attn.q_proj;model.layers.30.mlp.up_proj;model.layers.30.self_attn.k_proj;model.layers.31.mlp.up_proj;model.layers.31.self_attn.o_proj;model.layers.31.self_attn.q_proj;model.layers.4.self_attn.o_proj;model.layers.7.self_attn.o_proj,0.3424449835258568,3.0161674104571183,1.6303058479076182
dense_nvfp4_strat_c032_b01_00,stratified_raw_bin_diverse,dense_nvfp4,32,1,model.layers.1.self_attn.o_proj;model.layers.1.self_attn.q_proj;model.layers.10.self_attn.o_proj;model.layers.11.self_attn.o_proj;model.layers.13.mlp.gate_proj;model.layers.15.self_attn.k_proj;model.layers.15.self_attn.o_proj;model.layers.16.self_attn.k_proj;model.layers.16.self_attn.q_proj;model.layers.16.self_attn.v_proj;model.layers.17.self_attn.q_proj;model.layers.18.mlp.down_proj;model.layers.18.mlp.up_proj;model.layers.18.self_attn.q_proj;model.layers.21.self_attn.o_proj;model.layers.22.self_attn.o_proj;model.layers.22.self_attn.v_proj;model.layers.26.self_attn.k_proj;model.layers.26.self_attn.q_proj;model.layers.27.self_attn.o_proj;model.layers.27.self_attn.v_proj;model.layers.28.self_attn.q_proj;model.layers.29.mlp.gate_proj;model.layers.29.self_attn.k_proj;model.layers.3.mlp.down_proj;model.layers.3.self_attn.o_proj;model.layers.30.self_attn.q_proj;model.layers.31.mlp.up_proj;model.layers.31.self_attn.o_proj;model.layers.31.self_attn.q_proj;model.layers.6.self_attn.q_proj;model.layers.9.self_attn.o_proj,0.34976421591422957,2.8534993051168445,1.7219618553056644
dense_nvfp4_strat_c032_b01_01,stratified_raw_bin_diverse,dense_nvfp4,32,1,model.layers.0.mlp.gate_proj;model.layers.0.self_attn.q_proj;model.layers.10.mlp.down_proj;model.layers.11.self_attn.q_proj;model.layers.12.mlp.down_proj;model.layers.12.mlp.gate_proj;model.layers.12.self_attn.q_proj;model.layers.12.self_attn.v_proj;model.layers.13.mlp.up_proj;model.layers.14.mlp.down_proj;model.layers.15.self_attn.v_proj;model.layers.16.mlp.down_proj;model.layers.17.self_attn.o_proj;model.layers.18.self_attn.q_proj;model.layers.19.mlp.down_proj;model.layers.2.self_attn.q_proj;model.layers.25.mlp.up_proj;model.layers.25.self_attn.q_proj;model.layers.26.mlp.gate_proj;model.layers.28.self_attn.q_proj;model.layers.29.mlp.down_proj;model.layers.3.mlp.up_proj;model.layers.30.self_attn.q_proj;model.layers.31.mlp.gate_proj;model.layers.31.self_attn.v_proj;model.layers.4.mlp.down_proj;model.layers.5.self_attn.q_proj;model.layers.6.self_attn.q_proj;model.layers.7.self_attn.q_proj;model.layers.8.mlp.gate_proj;model.layers.9.mlp.down_proj;model.layers.9.self_attn.q_proj,0.3500426050660022,3.119162312519754,1.5565710457661688
dense_nvfp4_strat_c032_b01_02,stratified_raw_bin_diverse,dense_nvfp4,32,1,model.layers.0.self_attn.v_proj;model.layers.12.mlp.down_proj;model.layers.12.self_attn.k_proj;model.layers.13.self_attn.o_proj;model.layers.14.mlp.up_proj;model.layers.14.self_attn.k_proj;model.layers.16.mlp.gate_proj;model.layers.18.mlp.up_proj;model.layers.19.self_attn.k_proj;model.layers.19.self_attn.o_proj;model.layers.2.self_attn.k_proj;model.layers.20.self_attn.k_proj;model.layers.20.self_attn.o_proj;model.layers.20.self_attn.v_proj;model.layers.21.mlp.gate_proj;model.layers.21.mlp.up_proj;model.layers.21.self_attn.o_proj;model.layers.21.self_attn.q_proj;model.layers.23.self_attn.k_proj;model.layers.27.mlp.up_proj;model.layers.27.self_attn.v_proj;model.layers.30.self_attn.k_proj;model.layers.30.self_attn.v_proj;model.layers.31.self_attn.o_proj;model.layers.5.mlp.gate_proj;model.layers.5.self_attn.k_proj;model.layers.5.self_attn.o_proj;model.layers.7.mlp.gate_proj;model.layers.7.self_attn.k_proj;model.layers.7.self_attn.v_proj;model.layers.8.self_attn.k_proj;model.layers.8.self_attn.o_proj,0.3520997003377191,2.7235342087618544,1.722461952035437
dense_nvfp4_strat_c032_b01_03,stratified_raw_bin_diverse,dense_nvfp4,32,1,model.layers.11.self_attn.q_proj;model.layers.12.self_attn.o_proj;model.layers.13.self_attn.k_proj;model.layers.15.mlp.down_proj;model.layers.15.self_attn.v_proj;model.layers.17.mlp.up_proj;model.layers.18.mlp.down_proj;model.layers.18.self_attn.v_proj;model.layers.19.mlp.down_proj;model.layers.19.mlp.up_proj;model.layers.2.mlp.up_proj;model.layers.20.mlp.up_proj;model.layers.20.self_attn.k_proj;model.layers.23.self_attn.k_proj;model.layers.23.self_attn.q_proj;model.layers.24.mlp.up_proj;model.layers.24.self_attn.k_proj;model.layers.25.self_attn.q_proj;model.layers.26.mlp.gate_proj;model.layers.28.mlp.up_proj;model.layers.28.self_attn.k_proj;model.layers.29.mlp.down_proj;model.layers.29.mlp.up_proj;model.layers.29.self_attn.q_proj;model.layers.3.mlp.down_proj;model.layers.3.self_attn.k_proj;model.layers.3.self_attn.o_proj;model.layers.3.self_attn.q_proj;model.layers.30.mlp.up_proj;model.layers.4.mlp.down_proj;model.layers.4.self_attn.k_proj;model.layers.8.mlp.up_proj,0.3564282620079481,2.8428806153171324,1.7480256734499835
dense_nvfp4_strat_c032_b01_04,stratified_raw_bin_diverse,dense_nvfp4,32,1,model.layers.0.mlp.gate_proj;model.layers.1.mlp.down_proj;model.layers.1.mlp.gate_proj;model.layers.1.mlp.up_proj;model.layers.1.self_attn.o_proj;model.layers.11.mlp.down_proj;model.layers.11.self_attn.k_proj;model.layers.11.self_attn.o_proj;model.layers.12.mlp.up_proj;model.layers.16.mlp.gate_proj;model.layers.17.mlp.gate_proj;model.layers.20.mlp.gate_proj;model.layers.21.mlp.gate_proj;model.layers.22.mlp.down_proj;model.layers.22.mlp.up_proj;model.layers.22.self_attn.o_proj;model.layers.23.mlp.gate_proj;model.layers.23.self_attn.v_proj;model.layers.24.mlp.down_proj;model.layers.25.self_attn.k_proj;model.layers.27.mlp.up_proj;model.layers.28.mlp.gate_proj;model.layers.28.mlp.up_proj;model.layers.29.self_attn.q_proj;model.layers.3.self_attn.o_proj;model.layers.30.mlp.up_proj;model.layers.31.mlp.down_proj;model.layers.31.mlp.up_proj;model.layers.6.mlp.gate_proj;model.layers.6.mlp.up_proj;model.layers.6.self_attn.o_proj;model.layers.9.self_attn.o_proj,0.3637042646613498,2.853499305116844,1.6971548319208707
dense_nvfp4_strat_c032_b02_00,stratified_raw_bin_diverse,dense_nvfp4,32,2,model.layers.12.mlp.down_proj;model.layers.13.self_attn.q_proj;model.layers.14.self_attn.k_proj;model.layers.15.self_attn.k_proj;model.layers.16.mlp.down_proj;model.layers.16.self_attn.v_proj;model.layers.17.self_attn.v_proj;model.layers.18.mlp.down_proj;model.layers.18.self_attn.k_proj;model.layers.18.self_attn.v_proj;model.layers.2.self_attn.k_proj;model.layers.20.self_attn.k_proj;model.layers.20.self_attn.v_proj;model.layers.21.mlp.down_proj;model.layers.21.mlp.gate_proj;model.layers.21.self_attn.k_proj;model.layers.21.self_attn.o_proj;model.layers.22.self_attn.o_proj;model.layers.23.mlp.down_proj;model.layers.25.mlp.gate_proj;model.layers.25.self_attn.k_proj;model.layers.26.self_attn.o_proj;model.layers.27.mlp.down_proj;model.layers.27.mlp.gate_proj;model.layers.27.self_attn.k_proj;model.layers.28.self_attn.v_proj;model.layers.30.self_attn.v_proj;model.layers.4.self_attn.k_proj;model.layers.5.mlp.gate_proj;model.layers.6.self_attn.v_proj;model.layers.7.self_attn.k_proj;model.layers.9.self_attn.k_proj,0.37219347362468497,2.9564942071794795,1.603554959986555
