call_index,decode_step,module,group,phase,token_count,module_type,latency_ms
18,,model.layers.2.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1705920696258545
19,,model.layers.2.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.1744000911712646
20,,model.layers.2.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1825919151306152
21,,model.layers.3.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2255359888076782
22,,model.layers.3.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2273279428482056
23,,model.layers.3.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2246400117874146
24,,model.layers.3.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.23471999168396
25,,model.layers.3.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.166208028793335
26,,model.layers.3.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.1709439754486084
27,,model.layers.3.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1705920696258545
28,,model.layers.4.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2187199592590332
29,,model.layers.4.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.220255970954895
30,,model.layers.4.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.222656011581421
31,,model.layers.4.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.235967993736267
32,,model.layers.4.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.168031930923462
33,,model.layers.4.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.1730239391326904
34,,model.layers.4.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1692159175872803
35,,model.layers.5.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.221824049949646
36,,model.layers.5.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.222208023071289
37,,model.layers.5.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2203840017318726
38,,model.layers.5.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.235200047492981
39,,model.layers.5.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.166368007659912
40,,model.layers.5.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.175168037414551
41,,model.layers.5.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.166975975036621
42,,model.layers.6.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.221343994140625
43,,model.layers.6.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2201600074768066
44,,model.layers.6.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2197120189666748
45,,model.layers.6.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.238752007484436
46,,model.layers.6.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.171168088912964
47,,model.layers.6.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.180351972579956
48,,model.layers.6.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1651840209960938
49,,model.layers.7.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2224639654159546
50,,model.layers.7.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2201919555664062
51,,model.layers.7.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2202240228652954
52,,model.layers.7.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2330559492111206
53,,model.layers.7.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1679039001464844
54,,model.layers.7.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.1744000911712646
55,,model.layers.7.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.169600009918213
56,,model.layers.8.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2225600481033325
57,,model.layers.8.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.223423957824707
58,,model.layers.8.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.220639944076538
59,,model.layers.8.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2346559762954712
60,,model.layers.8.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2152318954467773
61,,model.layers.8.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2232000827789307
62,,model.layers.8.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.2140159606933594
63,,model.layers.9.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.239743947982788
64,,model.layers.9.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2367360591888428
65,,model.layers.9.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2368320226669312
66,,model.layers.9.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.23689603805542
67,,model.layers.9.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1682240962982178
68,,model.layers.9.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.178015947341919
69,,model.layers.9.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.162303924560547
70,,model.layers.10.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2216320037841797
71,,model.layers.10.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.220352053642273
72,,model.layers.10.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2201919555664062
73,,model.layers.10.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2476160526275635
74,,model.layers.10.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.213599920272827
75,,model.layers.10.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2218880653381348
76,,model.layers.10.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.209984064102173
77,,model.layers.11.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2398719787597656
78,,model.layers.11.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2368320226669312
79,,model.layers.11.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.235967993736267
80,,model.layers.11.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2492799758911133
81,,model.layers.11.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2120959758758545
82,,model.layers.11.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2188799381256104
83,,model.layers.11.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.205375909805298
84,,model.layers.12.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2377279996871948
85,,model.layers.12.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2366080284118652
86,,model.layers.12.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2387839555740356
87,,model.layers.12.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.249567985534668
88,,model.layers.12.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2150719165802
89,,model.layers.12.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.221343994140625
90,,model.layers.12.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.208415985107422
91,,model.layers.13.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2391680479049683
92,,model.layers.13.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2368320226669312
93,,model.layers.13.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2388479709625244
94,,model.layers.13.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2505600452423096
95,,model.layers.13.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.216639995574951
96,,model.layers.13.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2201600074768066
97,,model.layers.13.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.2078399658203125
98,,model.layers.14.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2388800382614136
99,,model.layers.14.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2385280132293701
100,,model.layers.14.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.238111972808838
101,,model.layers.14.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.251039981842041
102,,model.layers.14.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.216383934020996
103,,model.layers.14.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.219072103500366
104,,model.layers.14.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.207360029220581
105,,model.layers.15.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2377599477767944
106,,model.layers.15.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2367039918899536
107,,model.layers.15.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2375680208206177
108,,model.layers.15.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2371840476989746
109,,model.layers.15.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1865599155426025
110,,model.layers.15.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.1907520294189453
111,,model.layers.15.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.176448106765747
112,,model.layers.16.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2357439994812012
113,,model.layers.16.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2348159551620483
114,,model.layers.16.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2350080013275146
115,,model.layers.16.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2511680126190186
116,,model.layers.16.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2143359184265137
117,,model.layers.16.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.217024087905884
118,,model.layers.16.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.2060160636901855
119,,model.layers.17.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2387839555740356
120,,model.layers.17.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.235967993736267
121,,model.layers.17.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2386879920959473
122,,model.layers.17.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2386560440063477
123,,model.layers.17.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1813440322875977
124,,model.layers.17.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.188256025314331
125,,model.layers.17.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1756479740142822
126,,model.layers.18.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2239359617233276
127,,model.layers.18.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2254079580307007
128,,model.layers.18.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2254719734191895
129,,model.layers.18.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2476160526275635
130,,model.layers.18.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.213696002960205
131,,model.layers.18.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2225279808044434
132,,model.layers.18.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.210207939147949
133,,model.layers.19.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2398719787597656
134,,model.layers.19.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.237663984298706
135,,model.layers.19.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2360639572143555
136,,model.layers.19.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2530879974365234
137,,model.layers.19.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2141120433807373
138,,model.layers.19.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2222399711608887
139,,model.layers.19.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.2071359157562256
140,,model.layers.20.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2380160093307495
141,,model.layers.20.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2354880571365356
142,,model.layers.20.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2389119863510132
143,,model.layers.20.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2525759935379028
144,,model.layers.20.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.21612811088562
145,,model.layers.20.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.221184015274048
146,,model.layers.20.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.205375909805298
147,,model.layers.21.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.238271951675415
148,,model.layers.21.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2385280132293701
149,,model.layers.21.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2368639707565308
150,,model.layers.21.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2523839473724365
151,,model.layers.21.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.21561598777771
152,,model.layers.21.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.218048095703125
153,,model.layers.21.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.208127975463867
154,,model.layers.22.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2369920015335083
155,,model.layers.22.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2371840476989746
156,,model.layers.22.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.235584020614624
157,,model.layers.22.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.252351999282837
158,,model.layers.22.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.212480068206787
159,,model.layers.22.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.219712018966675
160,,model.layers.22.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.207200050354004
161,,model.layers.23.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.236799955368042
162,,model.layers.23.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2378560304641724
163,,model.layers.23.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2360639572143555
164,,model.layers.23.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2393280267715454
165,,model.layers.23.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1816000938415527
166,,model.layers.23.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.1872639656066895
167,,model.layers.23.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1764800548553467
168,,model.layers.24.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2369600534439087
169,,model.layers.24.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2356159687042236
170,,model.layers.24.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2368320226669312
171,,model.layers.24.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2541120052337646
172,,model.layers.24.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.211967945098877
173,,model.layers.24.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2196478843688965
174,,model.layers.24.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.2103679180145264
175,,model.layers.25.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2387839555740356
176,,model.layers.25.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2360639572143555
177,,model.layers.25.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2363200187683105
178,,model.layers.25.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2392319440841675
179,,model.layers.25.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1807360649108887
180,,model.layers.25.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.187488079071045
181,,model.layers.25.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.1771841049194336
182,,model.layers.26.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2246400117874146
183,,model.layers.26.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2246079444885254
184,,model.layers.26.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2256319522857666
185,,model.layers.26.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2492799758911133
186,,model.layers.26.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2160959243774414
187,,model.layers.26.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.220479965209961
188,,model.layers.26.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.206144094467163
189,,model.layers.27.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2366080284118652
190,,model.layers.27.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2359360456466675
191,,model.layers.27.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.236799955368042
192,,model.layers.27.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.252992033958435
193,,model.layers.27.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.213536024093628
194,,model.layers.27.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2193920612335205
195,,model.layers.27.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.206399917602539
196,,model.layers.28.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2369920015335083
197,,model.layers.28.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2348159551620483
198,,model.layers.28.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2349120378494263
199,,model.layers.28.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2515840530395508
200,,model.layers.28.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2126400470733643
201,,model.layers.28.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2212159633636475
202,,model.layers.28.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.2088639736175537
203,,model.layers.29.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2400319576263428
204,,model.layers.29.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2386560440063477
205,,model.layers.29.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2380160093307495
206,,model.layers.29.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2503039836883545
207,,model.layers.29.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.211008071899414
208,,model.layers.29.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.220639944076538
209,,model.layers.29.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.210495948791504
210,,model.layers.30.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2376960515975952
211,,model.layers.30.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.234976053237915
212,,model.layers.30.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2353919744491577
213,,model.layers.30.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2513279914855957
214,,model.layers.30.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.2144320011138916
215,,model.layers.30.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.2235519886016846
216,,model.layers.30.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.207200050354004
217,,model.layers.31.self_attn.q_proj,self_attn.q_proj,prefill,16384,QwenManualHybridLinear,1.2359999418258667
218,,model.layers.31.self_attn.k_proj,self_attn.k_proj,prefill,16384,QwenManualHybridLinear,1.2367039918899536
219,,model.layers.31.self_attn.v_proj,self_attn.v_proj,prefill,16384,QwenManualHybridLinear,1.2358399629592896
220,,model.layers.31.self_attn.o_proj,self_attn.o_proj,prefill,16384,QwenManualHybridLinear,1.2380800247192383
221,,model.layers.31.mlp.gate_proj,mlp.gate_proj,prefill,16384,QwenManualHybridLinear,3.1795198917388916
222,,model.layers.31.mlp.up_proj,mlp.up_proj,prefill,16384,QwenManualHybridLinear,3.18668794631958
223,,model.layers.31.mlp.down_proj,mlp.down_proj,prefill,16384,QwenManualHybridLinear,3.176448106765747
224,0,model.layers.0.self_attn.q_proj,self_attn.q_proj,decode,1,QwenManualHybridLinear,59.4251823425293
225,0,model.layers.0.self_attn.k_proj,self_attn.k_proj,decode,1,QwenManualHybridLinear,0.2994239926338196
226,0,model.layers.0.self_attn.v_proj,self_attn.v_proj,decode,1,QwenManualHybridLinear,0.151296004652977
227,0,model.layers.0.self_attn.o_proj,self_attn.o_proj,decode,1,QwenManualHybridLinear,0.3152959942817688
228,0,model.layers.0.mlp.gate_proj,mlp.gate_proj,decode,1,QwenManualHybridLinear,45.98575973510742
229,0,model.layers.0.mlp.up_proj,mlp.up_proj,decode,1,QwenManualHybridLinear,0.2593280076980591
230,0,model.layers.0.mlp.down_proj,mlp.down_proj,decode,1,QwenManualHybridLinear,45.56035232543945
231,0,model.layers.1.self_attn.q_proj,self_attn.q_proj,decode,1,QwenManualHybridLinear,0.25088000297546387
232,0,model.layers.1.self_attn.k_proj,self_attn.k_proj,decode,1,QwenManualHybridLinear,0.14774399995803833
233,0,model.layers.1.self_attn.v_proj,self_attn.v_proj,decode,1,QwenManualHybridLinear,0.13699199259281158
234,0,model.layers.1.self_attn.o_proj,self_attn.o_proj,decode,1,QwenManualHybridLinear,0.06028800085186958
235,0,model.layers.1.mlp.gate_proj,mlp.gate_proj,decode,1,QwenManualHybridLinear,0.10550399869680405
236,0,model.layers.1.mlp.up_proj,mlp.up_proj,decode,1,QwenManualHybridLinear,0.13353599607944489
237,0,model.layers.1.mlp.down_proj,mlp.down_proj,decode,1,QwenManualHybridLinear,0.20790399610996246
238,0,model.layers.2.self_attn.q_proj,self_attn.q_proj,decode,1,QwenManualHybridLinear,0.13894400000572205
239,0,model.layers.2.self_attn.k_proj,self_attn.k_proj,decode,1,QwenManualHybridLinear,0.131071999669075
240,0,model.layers.2.self_attn.v_proj,self_attn.v_proj,decode,1,QwenManualHybridLinear,0.12563200294971466
241,0,model.layers.2.self_attn.o_proj,self_attn.o_proj,decode,1,QwenManualHybridLinear,0.06467200070619583
242,0,model.layers.2.mlp.gate_proj,mlp.gate_proj,decode,1,QwenManualHybridLinear,0.05628800019621849
243,0,model.layers.2.mlp.up_proj,mlp.up_proj,decode,1,QwenManualHybridLinear,0.13152000308036804
