method,name,group,module_type,region,decode_step,m,input_shape,backend,elapsed_ms
sparse_bf16,language_model.layers.8.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.11708799749612808
sparse_bf16,language_model.layers.8.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.1231359988451004
sparse_bf16,language_model.layers.8.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.240064024925232
sparse_bf16,language_model.layers.8.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5788800716400146
sparse_bf16,language_model.layers.8.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5686399936676025
sparse_bf16,language_model.layers.8.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.560447931289673
sparse_bf16,language_model.layers.9.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.401279926300049
sparse_bf16,language_model.layers.9.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2811839580535889
sparse_bf16,language_model.layers.9.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.11939200013875961
sparse_bf16,language_model.layers.9.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12332800030708313
sparse_bf16,language_model.layers.9.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.240064024925232
sparse_bf16,language_model.layers.9.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.568608045578003
sparse_bf16,language_model.layers.9.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5645439624786377
sparse_bf16,language_model.layers.9.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.5594239234924316
sparse_bf16,language_model.layers.10.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.3992319107055664
sparse_bf16,language_model.layers.10.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2835839986801147
sparse_bf16,language_model.layers.10.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.11993599683046341
sparse_bf16,language_model.layers.10.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12396799772977829
sparse_bf16,language_model.layers.10.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2380160093307495
sparse_bf16,language_model.layers.10.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5727360248565674
sparse_bf16,language_model.layers.10.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5676159858703613
sparse_bf16,language_model.layers.10.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.561471939086914
sparse_bf16,language_model.layers.11.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.401279926300049
sparse_bf16,language_model.layers.11.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.3614720106124878
sparse_bf16,language_model.layers.11.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.3563520014286041
sparse_bf16,language_model.layers.11.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2318719625473022
sparse_bf16,language_model.layers.11.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5891199111938477
sparse_bf16,language_model.layers.11.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5788800716400146
sparse_bf16,language_model.layers.11.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.5737600326538086
sparse_bf16,language_model.layers.12.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5594239234924316
sparse_bf16,language_model.layers.12.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2875839471817017
sparse_bf16,language_model.layers.12.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12156800180673599
sparse_bf16,language_model.layers.12.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12160000205039978
sparse_bf16,language_model.layers.12.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2390400171279907
sparse_bf16,language_model.layers.12.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5624959468841553
sparse_bf16,language_model.layers.12.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.559391975402832
sparse_bf16,language_model.layers.12.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.556351900100708
sparse_bf16,language_model.layers.13.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.3961598873138428
sparse_bf16,language_model.layers.13.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2864960432052612
sparse_bf16,language_model.layers.13.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12163200229406357
sparse_bf16,language_model.layers.13.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12636800110340118
sparse_bf16,language_model.layers.13.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.240064024925232
sparse_bf16,language_model.layers.13.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5696640014648438
sparse_bf16,language_model.layers.13.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.56659197807312
sparse_bf16,language_model.layers.13.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.5583999156951904
sparse_bf16,language_model.layers.14.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.3992319107055664
sparse_bf16,language_model.layers.14.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2837120294570923
sparse_bf16,language_model.layers.14.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.1191679984331131
sparse_bf16,language_model.layers.14.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.1223360002040863
sparse_bf16,language_model.layers.14.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2380160093307495
sparse_bf16,language_model.layers.14.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5758399963378906
sparse_bf16,language_model.layers.14.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.561471939086914
sparse_bf16,language_model.layers.14.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.556351900100708
sparse_bf16,language_model.layers.15.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.401279926300049
sparse_bf16,language_model.layers.15.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.3604480028152466
sparse_bf16,language_model.layers.15.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.3563520014286041
sparse_bf16,language_model.layers.15.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2339199781417847
sparse_bf16,language_model.layers.15.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.576864004135132
sparse_bf16,language_model.layers.15.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.565567970275879
sparse_bf16,language_model.layers.15.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.5583999156951904
sparse_bf16,language_model.layers.16.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.398240089416504
sparse_bf16,language_model.layers.16.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2814079523086548
sparse_bf16,language_model.layers.16.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12281599640846252
sparse_bf16,language_model.layers.16.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12432000041007996
sparse_bf16,language_model.layers.16.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2339199781417847
sparse_bf16,language_model.layers.16.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5727360248565674
sparse_bf16,language_model.layers.16.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5624959468841553
sparse_bf16,language_model.layers.16.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.555327892303467
sparse_bf16,language_model.layers.17.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.398207902908325
sparse_bf16,language_model.layers.17.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2862399816513062
sparse_bf16,language_model.layers.17.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.11817599833011627
sparse_bf16,language_model.layers.17.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12758399546146393
sparse_bf16,language_model.layers.17.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.235967993736267
sparse_bf16,language_model.layers.17.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5727360248565674
sparse_bf16,language_model.layers.17.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5635199546813965
sparse_bf16,language_model.layers.17.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.5522561073303223
sparse_bf16,language_model.layers.18.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.397183895111084
sparse_bf16,language_model.layers.18.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2851840257644653
sparse_bf16,language_model.layers.18.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12080000340938568
sparse_bf16,language_model.layers.18.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12188799679279327
sparse_bf16,language_model.layers.18.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.235967993736267
sparse_bf16,language_model.layers.18.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5676159858703613
sparse_bf16,language_model.layers.18.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5624959468841553
sparse_bf16,language_model.layers.18.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.55020809173584
sparse_bf16,language_model.layers.19.self_attn.q_proj,self_attn.q_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.4033279418945312
sparse_bf16,language_model.layers.19.self_attn.k_proj,self_attn.k_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.3604159951210022
sparse_bf16,language_model.layers.19.self_attn.v_proj,self_attn.v_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.35839998722076416
sparse_bf16,language_model.layers.19.self_attn.o_proj,self_attn.o_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2339199781417847
sparse_bf16,language_model.layers.19.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5840320587158203
sparse_bf16,language_model.layers.19.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5788800716400146
sparse_bf16,language_model.layers.19.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.561471939086914
sparse_bf16,language_model.layers.20.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.4094719886779785
sparse_bf16,language_model.layers.20.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2845120429992676
sparse_bf16,language_model.layers.20.linear_attn.in_proj_b,linear_attn.in_proj_b,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.11929599940776825
sparse_bf16,language_model.layers.20.linear_attn.in_proj_a,linear_attn.in_proj_a,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,0.12015999853610992
sparse_bf16,language_model.layers.20.linear_attn.out_proj,linear_attn.out_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2339520454406738
sparse_bf16,language_model.layers.20.mlp.gate_proj,mlp.gate_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.5737600326538086
sparse_bf16,language_model.layers.20.mlp.up_proj,mlp.up_proj,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,3.565567970275879
sparse_bf16,language_model.layers.20.mlp.down_proj,mlp.down_proj,QwenManualHybridLinear,prefill,,16384,1x16384x12288,sparse_bf16,3.5522561073303223
sparse_bf16,language_model.layers.21.linear_attn.in_proj_qkv,linear_attn.in_proj_qkv,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,2.4033279418945312
sparse_bf16,language_model.layers.21.linear_attn.in_proj_z,linear_attn.in_proj_z,QwenManualHybridLinear,prefill,,16384,1x16384x4096,sparse_bf16,1.2879040241241455
