phase,module_name,layer,module_type,m,n,k,kernel,supported,latency_ms,source,reason,prediction_status,prediction_error,conversion,conversion_supported,conversion_ms,conversion_reason
prefill,model.layers.1.self_attn.o_proj,1,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.1.mlp.down_proj,1,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.down_proj,1,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.1.mlp.down_proj,1,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.down_proj,1,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.down_proj,1,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.2.mlp.down_proj,2,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.down_proj,2,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.2.mlp.down_proj,2,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.down_proj,2,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.down_proj,2,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.3.mlp.down_proj,3,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.down_proj,3,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.3.mlp.down_proj,3,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.down_proj,3,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.down_proj,3,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.4.mlp.down_proj,4,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.4.mlp.down_proj,4,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.4.mlp.down_proj,4,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.4.mlp.down_proj,4,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.4.mlp.down_proj,4,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.5.self_attn.qkv_proj,5,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.5.self_attn.qkv_proj,5,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.5.self_attn.qkv_proj,5,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.5.self_attn.qkv_proj,5,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.5.self_attn.qkv_proj,5,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.5.self_attn.o_proj,5,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.5.self_attn.o_proj,5,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.5.self_attn.o_proj,5,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.5.self_attn.o_proj,5,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.5.self_attn.o_proj,5,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.5.mlp.down_proj,5,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.5.mlp.down_proj,5,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.5.mlp.down_proj,5,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.5.mlp.down_proj,5,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.5.mlp.down_proj,5,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.6.self_attn.qkv_proj,6,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.6.self_attn.qkv_proj,6,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.6.self_attn.qkv_proj,6,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.6.self_attn.qkv_proj,6,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.6.self_attn.qkv_proj,6,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.6.self_attn.o_proj,6,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.6.self_attn.o_proj,6,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.6.self_attn.o_proj,6,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.6.self_attn.o_proj,6,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.6.self_attn.o_proj,6,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.6.mlp.down_proj,6,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.6.mlp.down_proj,6,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.6.mlp.down_proj,6,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.6.mlp.down_proj,6,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.6.mlp.down_proj,6,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.7.self_attn.qkv_proj,7,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.7.self_attn.qkv_proj,7,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.7.self_attn.qkv_proj,7,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.7.self_attn.qkv_proj,7,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.7.self_attn.qkv_proj,7,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.7.self_attn.o_proj,7,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.7.self_attn.o_proj,7,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.7.self_attn.o_proj,7,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.7.self_attn.o_proj,7,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.7.self_attn.o_proj,7,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
prefill,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,16384,22016,4096,sparse_nvfp4,True,3.85249556114741,predicted,,pass,,,True,0.0,
prefill,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,16384,22016,4096,marlin_nvfp4,True,13.449785183287833,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.7.mlp.down_proj,7,down_proj,16384,4096,11008,dense_bf16,True,7.019237382643977,predicted,,pass,,,True,0.0,
prefill,model.layers.7.mlp.down_proj,7,down_proj,16384,4096,11008,dense_nvfp4,True,4.934856405513043,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.7.mlp.down_proj,7,down_proj,16384,4096,11008,sparse_bf16,True,3.4039856523906575,predicted,,pass,,,True,0.0,
prefill,model.layers.7.mlp.down_proj,7,down_proj,16384,4096,11008,sparse_nvfp4,True,4.5866232192169125,predicted,,pass,,,True,0.0,
prefill,model.layers.7.mlp.down_proj,7,down_proj,16384,4096,11008,marlin_nvfp4,True,6.52668759349888,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.8.self_attn.qkv_proj,8,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.8.self_attn.qkv_proj,8,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.8.self_attn.qkv_proj,8,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.8.self_attn.qkv_proj,8,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.8.self_attn.qkv_proj,8,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.8.self_attn.o_proj,8,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.8.self_attn.o_proj,8,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.8.self_attn.o_proj,8,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.8.self_attn.o_proj,8,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.8.self_attn.o_proj,8,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,16384,22016,4096,dense_bf16,True,14.083738170503016,predicted,,pass,,,True,0.0,
prefill,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,16384,22016,4096,dense_nvfp4,True,4.828754779300952,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,16384,22016,4096,sparse_bf16,True,6.885768837877667,predicted,,pass,,,True,0.0,
