method,model_key,model_path,batch,input_seq,output_seq,max_model_len,total_prompt_tokens,total_tokens,iter,elapsed_ms
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,1,129,1024,1032,1,80.47238364815712
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,1,129,1024,1032,2,66.54169410467148
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,1,129,2048,2064,0,86.32266521453857
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,1,129,2048,2064,1,93.23657117784023
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,1,129,2048,2064,2,61.80615909397602
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,1,129,4096,4128,0,115.07578380405903
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,1,129,4096,4128,1,149.31496605277061
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,1,129,4096,4128,2,145.39603143930435
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,1,129,8192,8256,0,263.11262138187885
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,1,129,8192,8256,1,335.6544580310583
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,1,129,8192,8256,2,255.2194818854332
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,1,129,16384,16512,0,561.2181480973959
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,1,129,16384,16512,1,565.9592263400555
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,1,129,16384,16512,2,540.6209770590067
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,128,1,129,32768,33024,0,1055.1194660365582
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,128,1,129,32768,33024,1,1064.4606947898865
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,128,1,129,32768,33024,2,1060.7312489300966
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,512,128,1,129,65536,66048,0,2070.4223792999983
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,512,128,1,129,65536,66048,1,2044.4111954420805
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,512,128,1,129,65536,66048,2,2075.3020979464054
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1024,128,1,129,131072,132096,0,4075.6387170404196
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1024,128,1,129,131072,132096,1,4072.597010061145
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1024,128,1,129,131072,132096,2,4077.27593742311
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,16,144,128,144,0,537.2940246015787
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,16,144,128,144,1,537.8889311105013
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,16,144,128,144,2,539.2366703599691
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,16,144,256,288,0,562.100924551487
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,16,144,256,288,1,570.6641208380461
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,16,144,256,288,2,568.3432761579752
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,16,144,512,576,0,539.4417513161898
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,16,144,512,576,1,517.2590184956789
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,16,144,512,576,2,563.1394945085049
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,16,144,1024,1152,0,568.0290814489126
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,16,144,1024,1152,1,609.6838656812906
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,16,144,1024,1152,2,563.2284469902515
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,16,144,2048,2304,0,600.5822401493788
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,16,144,2048,2304,1,593.5867037624121
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,16,144,2048,2304,2,598.1893427670002
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,16,144,4096,4608,0,611.5587409585714
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,16,144,4096,4608,1,612.3861130326986
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,16,144,4096,4608,2,614.1533888876438
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,16,144,8192,9216,0,777.2178780287504
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,16,144,8192,9216,1,772.3750937730074
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,16,144,8192,9216,2,774.4398973882198
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,16,144,16384,18432,0,1104.4740434736013
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,16,144,16384,18432,1,1104.243990033865
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,16,144,16384,18432,2,1112.7426400780678
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,64,192,128,192,0,2031.5681044012308
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,64,192,128,192,1,2170.759938657284
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,64,192,128,192,2,2174.0089394152164
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,64,192,256,384,0,2175.9397722780704
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,64,192,256,384,1,2175.2895042300224
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,64,192,256,384,2,2166.6572988033295
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,64,192,512,768,0,2069.353798404336
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,64,192,512,768,1,2203.2402213662863
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,64,192,512,768,2,2194.821313023567
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,64,192,1024,1536,0,2198.301710188389
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,64,192,1024,1536,1,2196.8415696173906
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,64,192,1024,1536,2,2191.284978762269
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,64,192,2048,3072,0,2278.541576117277
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,64,192,2048,3072,1,2258.4474440664053
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,64,192,2048,3072,2,2291.446391493082
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,64,192,4096,6144,0,2070.812476798892
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,64,192,4096,6144,1,2118.6320651322603
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,64,192,4096,6144,2,2101.3650745153427
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,64,192,8192,12288,0,2277.9898289591074
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,64,192,8192,12288,1,2296.4795287698507
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,64,192,8192,12288,2,2271.1616083979607
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,64,192,16384,24576,0,2788.5872684419155
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,64,192,16384,24576,1,2863.9630544930696
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,64,192,16384,24576,2,2828.2604347914457
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,128,256,128,256,0,4323.823697865009
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,128,256,128,256,1,4361.441167071462
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,128,256,128,256,2,4197.094846516848
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,128,256,256,512,0,3838.0461148917675
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,128,256,256,512,1,4459.3210853636265
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,128,256,256,512,2,4320.1764523983
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,128,256,512,1024,0,4315.964974462986
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,128,256,512,1024,1,4335.852118209004
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,128,128,256,512,1024,2,4326.805597171187
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,128,256,1024,2048,0,3974.9301820993423
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,128,256,1024,2048,1,3717.3858918249607
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,128,128,256,1024,2048,2,3763.5764349251986
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,128,256,2048,4096,0,3792.5680726766586
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,128,256,2048,4096,1,3861.710211262107
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,128,128,256,2048,4096,2,4388.536091893911
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,128,256,4096,8192,0,4023.9650942385197
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,128,256,4096,8192,1,4047.8971768170595
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,128,128,256,4096,8192,2,4054.289584979415
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,128,256,8192,16384,0,4261.004623025656
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,128,256,8192,16384,1,4459.068823605776
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,128,128,256,8192,16384,2,4381.060317158699
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,128,256,16384,32768,0,5040.325403213501
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,128,256,16384,32768,1,4808.932986110449
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,128,128,256,16384,32768,2,4821.6886054724455
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,128,128,256,32768,65536,0,9447.358721867204
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,128,128,256,32768,65536,1,9388.795839622617
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,128,128,256,32768,65536,2,9414.364665746689
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,256,1,257,256,257,0,28.520263731479645
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,256,1,257,256,257,1,27.411416172981262
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,256,1,257,256,257,2,27.581872418522835
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,256,1,257,512,514,0,53.52397449314594
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,256,1,257,512,514,1,53.310055285692215
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,256,1,257,512,514,2,53.30031365156174
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,256,1,257,1024,1028,0,57.077331468462944
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,256,1,257,1024,1028,1,33.47998484969139
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,4,256,1,257,1024,1028,2,97.08590433001518
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,256,1,257,2048,2056,0,75.17324388027191
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,256,1,257,2048,2056,1,75.17941668629646
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,256,1,257,2048,2056,2,75.64226537942886
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,256,1,257,4096,4112,0,132.87954591214657
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,256,1,257,4096,4112,1,131.98425993323326
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,16,256,1,257,4096,4112,2,131.17879629135132
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,256,1,257,8192,8224,0,272.42101915180683
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,256,1,257,8192,8224,1,270.5901823937893
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,32,256,1,257,8192,8224,2,269.6245554834604
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,256,1,257,16384,16448,0,518.9682114869356
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,256,1,257,16384,16448,1,516.85138233006
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,64,256,1,257,16384,16448,2,520.7719188183546
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,256,1,257,32768,32896,0,1018.066018819809
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,256,1,257,32768,32896,1,1013.7139335274696
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,128,256,1,257,32768,32896,2,1012.9373781383038
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,256,1,257,65536,65792,0,2007.049424573779
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,256,1,257,65536,65792,1,2013.0280926823616
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,256,256,1,257,65536,65792,2,2012.4268289655447
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,512,256,1,257,131072,131584,0,3978.797795251012
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,512,256,1,257,131072,131584,1,3983.116865158081
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,512,256,1,257,131072,131584,2,3987.2434213757515
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,256,16,272,256,272,0,541.484298184514
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,256,16,272,256,272,1,542.9889559745789
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,256,16,272,256,272,2,546.158304437995
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,256,16,272,512,544,0,581.9849837571383
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,256,16,272,512,544,1,537.0662268251181
