batch,input_seq,output_seq,dense_bf16,dense_nvfp4,sparse_bf16,sparse_nvfp4,marlin_nvfp4,hetero
1,65536,1,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
1,65536,16,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
1,65536,64,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
1,65536,128,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
2,128,1,1.000,0.677,1.396,0.678,1.711,0.961
2,128,16,1.000,0.473,0.816,0.381,1.295,0.622
2,128,64,1.000,0.412,0.674,0.355,1.154,0.588
2,128,128,1.000,0.476,0.757,0.350,1.167,0.553
2,256,1,1.000,0.966,1.226,0.957,1.315,1.281
2,256,16,1.000,0.550,0.895,0.405,1.362,0.757
2,256,64,1.000,0.490,0.817,0.420,1.320,0.691
2,256,128,1.000,0.410,0.814,0.399,1.320,0.681
2,512,1,1.000,1.596,1.540,1.654,1.324,1.823
2,512,16,1.000,0.636,1.003,0.558,1.362,0.854
2,512,64,1.000,0.456,0.852,0.387,1.335,0.730
2,512,128,1.000,0.484,0.802,0.511,1.307,0.675
2,1024,1,1.000,2.118,1.729,2.455,1.190,1.945
2,1024,16,1.000,0.735,1.046,0.670,1.281,0.890
2,1024,64,1.000,0.497,0.885,0.481,1.241,0.793
2,1024,128,1.000,0.525,0.812,0.424,1.372,0.742
2,4096,1,1.000,2.010,1.676,2.259,1.071,1.818
2,4096,16,1.000,1.170,1.295,1.147,1.186,1.375
2,4096,64,1.000,0.795,1.031,0.645,1.372,1.064
2,4096,128,1.000,0.625,0.953,0.744,1.393,0.967
2,8192,1,1.000,1.662,1.550,1.832,1.014,1.546
2,8192,16,1.000,1.246,1.333,1.346,1.070,1.313
2,8192,64,1.000,0.902,1.102,0.861,1.188,1.074
2,8192,128,1.000,0.782,1.003,0.731,1.257,0.906
2,16384,1,1.000,1.534,1.454,1.662,1.003,1.269
2,16384,16,1.000,3.144,3.192,3.174,2.455,2.946
2,16384,64,1.000,5.669,6.324,5.615,5.883,6.350
2,16384,128,1.000,6.889,8.074,6.679,8.530,8.527
2,32768,1,INIT_ERROR,5076.226,5224.158,4744.028,6891.324,5799.189
2,32768,16,INIT_ERROR,8921.262,9145.939,8465.282,12075.753,10092.501
2,32768,64,INIT_ERROR,21667.232,22140.688,20527.964,29446.494,24446.822
2,32768,128,INIT_ERROR,38688.562,39540.646,36737.896,52702.208,43700.871
2,65536,1,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
2,65536,16,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
2,65536,64,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
2,65536,128,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR,INIT_ERROR
4,128,1,1.000,0.989,0.266,0.916,1.481,1.133
4,128,16,1.000,0.507,0.901,0.458,1.311,0.619
4,128,64,1.000,0.447,0.807,0.374,1.188,0.576
4,128,128,1.000,0.433,0.792,0.371,1.190,0.592
4,256,1,1.000,1.480,1.509,1.504,1.247,1.524
4,256,16,1.000,0.633,0.952,0.492,1.340,0.793
4,256,64,1.000,0.525,0.862,0.454,1.355,0.683
4,256,128,1.000,0.436,0.848,0.436,1.359,0.661
4,512,1,1.000,2.058,1.723,2.286,1.178,1.819
4,512,16,1.000,0.774,1.087,0.677,1.303,0.825
4,512,64,1.000,0.498,0.906,0.461,1.350,0.731
4,512,128,1.000,0.656,0.853,0.562,1.347,0.681
4,1024,1,1.000,2.126,1.743,2.470,1.098,1.858
4,1024,16,1.000,0.951,1.168,0.854,1.231,0.984
4,1024,64,1.000,0.577,0.974,0.569,1.257,0.830
4,1024,128,1.000,0.586,0.882,0.570,1.405,0.756
4,4096,1,1.000,1.889,1.648,2.102,1.049,1.687
4,4096,16,1.000,1.353,1.397,1.367,1.106,1.352
4,4096,64,1.000,0.944,1.147,0.803,1.256,1.106
4,4096,128,1.000,0.735,1.041,0.852,1.329,1.016
4,8192,1,1.000,1.669,1.547,1.834,1.008,1.324
4,8192,16,1.000,1.510,1.524,1.635,1.128,1.386
4,8192,64,1.000,1.361,1.544,1.327,1.422,1.531
4,8192,128,1.000,1.194,1.548,1.222,1.646,1.642
4,16384,1,1.000,1.531,1.450,1.659,1.006,1.267
4,16384,16,1.000,2.781,2.728,2.938,1.937,2.421
4,16384,64,1.000,3.648,3.519,3.870,2.545,3.150
4,16384,128,1.000,3.867,3.751,4.098,2.716,3.360
4,32768,1,INIT_ERROR,10136.900,10437.609,9475.185,13775.634,11587.063
4,32768,16,INIT_ERROR,20519.571,21198.934,19224.868,28797.296,23698.659
4,32768,64,INIT_ERROR,54074.195,55955.868,50650.071,77514.456,62932.700
4,32768,128,INIT_ERROR,98854.528,102456.277,92721.495,142466.858,115411.712
4,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
4,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
4,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
4,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,128,1,1.000,1.312,1.475,1.075,1.241,1.415
8,128,16,1.000,0.579,1.009,0.504,1.290,1.088
8,128,64,1.000,0.466,0.888,0.400,1.208,1.026
8,128,128,1.000,0.440,0.844,0.434,1.172,0.962
8,256,1,1.000,1.896,1.727,2.042,1.164,1.468
8,256,16,1.000,0.769,1.120,0.587,1.323,1.258
8,256,64,1.000,0.582,0.946,0.622,1.368,1.159
8,256,128,1.000,0.550,0.913,0.584,1.391,1.028
8,512,1,1.000,1.945,1.669,2.187,1.052,1.409
8,512,16,1.000,0.932,1.206,0.844,1.225,1.241
8,512,64,1.000,0.572,0.995,0.569,1.349,1.233
8,512,128,1.000,0.745,0.951,0.521,1.417,1.221
8,1024,1,1.000,1.864,1.675,2.070,1.021,1.397
8,1024,16,1.000,1.141,1.287,1.052,1.151,1.283
8,1024,64,1.000,0.695,1.064,0.687,1.245,1.247
8,1024,128,1.000,0.611,0.943,0.710,1.411,1.188
8,4096,1,1.000,1.830,1.629,2.034,1.024,1.370
8,4096,16,1.000,1.582,1.561,1.644,1.126,1.399
8,4096,64,1.000,1.259,1.530,1.312,1.397,1.515
8,4096,128,1.000,1.235,1.500,1.311,1.573,1.561
8,8192,1,1.000,1.668,1.543,1.829,1.007,1.319
8,8192,16,1.000,1.483,1.486,1.545,1.081,1.340
8,8192,64,1.000,1.205,1.039,1.147,1.253,1.362
8,8192,128,1.000,1.109,0.986,1.138,1.373,1.384
8,16384,1,1.000,1.530,1.447,1.660,1.003,1.267
8,16384,16,1.000,2.720,2.594,2.937,1.811,2.284
8,16384,64,1.000,3.226,3.089,3.473,2.158,2.717
8,16384,128,1.000,3.359,3.212,3.605,2.244,2.824
8,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
8,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,128,1,1.000,1.595,1.672,1.795,1.163,1.444
16,128,16,1.000,0.672,1.084,0.605,1.249,1.190
16,128,64,1.000,0.509,0.927,0.436,1.186,1.088
16,128,128,1.000,0.535,0.879,0.466,1.224,1.022
16,256,1,1.000,1.821,1.651,2.012,1.025,1.396
16,256,16,1.000,0.931,1.213,0.734,1.236,1.315
16,256,64,1.000,0.658,0.996,0.716,1.378,1.228
16,256,128,1.000,0.744,0.952,0.543,1.450,1.119
16,512,1,1.000,1.780,1.634,1.963,0.996,1.371
16,512,16,1.000,1.094,1.277,1.041,1.147,1.264
16,512,64,1.000,0.685,1.052,0.698,1.353,1.228
16,512,128,1.000,0.676,0.971,0.720,1.445,1.177
16,1024,1,1.000,1.849,1.670,2.060,1.012,1.388
16,1024,16,1.000,1.332,1.408,1.320,1.096,1.310
16,1024,64,1.000,0.913,1.137,0.869,1.239,1.248
16,1024,128,1.000,0.807,1.022,0.727,1.312,1.183
16,4096,1,1.000,1.796,1.619,1.976,1.017,1.358
16,4096,16,1.000,1.583,1.522,1.648,1.098,1.360
16,4096,64,1.000,1.145,1.333,1.288,1.238,1.340
16,4096,128,1.000,1.171,1.253,1.115,1.362,1.320
16,8192,1,1.000,1.668,1.546,1.828,1.011,1.319
16,8192,16,1.000,1.537,1.492,1.618,1.078,1.335
16,8192,64,1.000,1.133,1.171,1.273,1.236,1.352
16,8192,128,1.000,1.075,0.953,1.130,1.353,1.362
16,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,128,1,1.000,1.825,1.681,1.899,1.054,1.425
32,128,16,1.000,0.902,1.291,0.905,1.299,1.370
32,128,64,1.000,0.648,1.121,0.654,1.436,1.321
32,128,128,1.000,0.700,1.033,0.604,1.656,1.278
32,256,1,1.000,1.705,1.624,1.870,0.981,1.359
32,256,16,1.000,1.117,1.324,1.021,1.181,1.345
32,256,64,1.000,0.837,1.158,0.975,1.473,1.298
32,256,128,1.000,0.885,1.114,0.671,1.594,1.322
32,512,1,1.000,1.820,1.661,2.012,1.007,1.382
32,512,16,1.000,1.333,1.439,1.383,1.114,1.337
32,512,64,1.000,0.964,1.236,0.984,1.305,1.330
32,512,128,1.000,0.852,1.143,0.980,1.410,1.300
32,1024,1,1.000,1.846,1.674,2.055,1.018,1.387
32,1024,16,1.000,1.611,1.613,1.699,1.135,1.441
32,1024,64,1.000,1.367,1.566,1.405,1.427,1.583
32,1024,128,1.000,1.367,1.527,1.303,1.599,1.616
32,4096,1,1.000,1.781,1.615,1.975,1.016,1.354
32,4096,16,1.000,1.645,1.525,1.734,1.084,1.366
32,4096,64,1.000,1.376,1.260,1.231,1.217,1.333
32,4096,128,1.000,1.175,1.209,1.118,1.300,1.276
32,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,128,1,1.000,1.568,1.573,1.910,0.966,1.317
64,128,16,1.000,1.060,1.319,1.072,1.169,1.314
64,128,64,1.000,0.742,1.147,0.777,1.294,1.272
64,128,128,1.000,0.706,1.100,0.703,1.287,1.246
64,256,1,1.000,1.786,1.664,1.978,1.000,1.380
64,256,16,1.000,1.240,1.422,1.353,1.083,1.335
64,256,64,1.000,0.954,1.209,1.100,1.201,1.269
64,256,128,1.000,0.834,1.144,0.860,1.270,1.250
64,512,1,1.000,1.839,1.664,2.044,0.996,1.386
64,512,16,1.000,1.619,1.636,1.713,1.139,1.453
64,512,64,1.000,1.379,1.603,1.421,1.396,1.583
64,512,128,1.000,1.275,1.573,1.445,1.556,1.634
64,1024,1,1.000,1.837,1.671,2.054,1.009,1.383
64,1024,16,1.000,1.599,1.558,1.633,1.087,1.388
64,1024,64,1.000,1.273,1.404,1.232,1.270,1.413
64,1024,128,1.000,1.236,1.363,1.207,1.392,1.442
64,4096,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,4096,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,4096,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,4096,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,128,1,1.000,1.701,1.614,1.819,0.984,1.351
128,128,16,1.000,1.309,1.471,1.358,1.079,1.372
128,128,64,1.000,1.014,1.245,1.040,1.231,1.417
128,128,128,1.000,1.051,1.472,1.155,1.431,1.548
128,256,1,1.000,1.816,1.665,2.025,0.998,1.379
128,256,16,1.000,1.563,1.639,1.713,1.130,1.455
128,256,64,1.000,1.535,1.776,1.579,1.469,1.719
128,256,128,1.000,1.271,1.378,1.260,1.510,1.457
128,512,1,1.000,1.847,1.667,2.052,1.006,1.383
128,512,16,1.000,1.621,1.582,1.700,1.092,1.297
128,512,64,1.000,1.286,1.458,1.265,1.225,1.431
128,512,128,1.000,1.267,1.394,1.143,1.329,1.406
128,1024,1,1.000,1.841,1.671,2.064,1.012,1.381
128,1024,16,1.000,1.630,1.549,1.704,1.069,1.372
128,1024,64,1.000,1.386,1.359,1.443,1.232,1.336
128,1024,128,1.000,1.220,1.301,1.152,1.374,1.354
128,4096,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,4096,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,4096,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,4096,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,128,1,1.000,1.751,1.661,1.941,0.996,1.366
256,128,16,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
256,128,64,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
256,128,128,1.000,1.209,1.257,1.150,1.254,1.286
256,256,1,1.000,1.839,1.685,2.045,1.004,1.385
256,256,16,1.000,1.618,1.586,1.699,1.084,1.386
256,256,64,1.000,1.356,1.490,1.342,1.204,1.402
256,256,128,1.000,1.337,1.293,1.378,1.297,1.267
256,512,1,1.000,1.852,1.666,2.070,1.005,1.384
256,512,16,1.000,1.691,1.563,1.732,1.082,1.388
256,512,64,1.000,1.250,1.354,1.322,1.195,1.350
256,512,128,1.000,1.142,1.306,1.155,1.209,1.284
256,1024,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,1024,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,1024,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,1024,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,4096,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,4096,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,4096,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,4096,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
