batch,input_seq,output_seq,dense_bf16,dense_nvfp4,sparse_bf16,sparse_nvfp4,marlin_nvfp4,hetero
16,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
16,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,128,1,276.111,151.257,164.272,145.396,261.946,193.795
32,128,16,554.289,614.324,429.486,612.386,426.766,404.597
32,128,64,1374.584,2121.395,1226.299,2101.365,957.084,1040.732
32,128,128,2445.172,3492.482,2367.556,4047.897,1476.242,1913.046
32,256,1,505.926,296.725,311.560,270.590,515.528,372.398
32,256,16,782.190,700.421,590.882,765.972,662.319,581.759
32,256,64,1660.945,1985.542,1433.708,1702.715,1127.227,1279.416
32,256,128,2818.080,3185.132,2529.800,4196.799,1767.388,2132.131
32,512,1,1029.004,565.242,619.544,511.314,1021.999,744.434
32,512,16,1349.339,1012.553,937.531,975.930,1211.215,1009.077
32,512,64,2353.995,2441.004,1904.959,2391.958,1803.883,1769.920
32,512,128,3683.838,4324.365,3223.106,3759.610,2611.793,2832.845
32,1024,1,2090.805,1132.764,1249.219,1017.560,2054.206,1507.794
32,1024,16,2647.235,1642.968,1641.411,1558.546,2331.521,1836.472
32,1024,64,4537.507,3320.297,2897.116,3228.520,3179.127,2865.628
32,1024,128,6920.900,5063.945,4530.915,5309.928,4327.767,4282.486
32,4096,1,8914.527,5004.996,5520.807,4513.600,8772.532,6585.099
32,4096,16,10457.601,6356.602,6855.550,6031.007,9643.633,7657.591
32,4096,64,15405.686,11193.538,12225.683,12516.175,12655.056,11553.009
32,4096,128,22123.735,18829.529,18293.142,19797.386,17018.685,17344.522
32,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
32,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,128,1,502.459,320.545,319.333,263.113,520.077,381.547
64,128,16,830.318,783.227,629.438,774.440,710.395,631.951
64,128,64,1769.812,2386.102,1543.611,2277.990,1368.128,1391.341
64,128,128,3081.997,4362.499,2802.981,4381.060,2393.802,2473.305
64,256,1,1026.743,574.730,617.181,518.968,1027.048,744.036
64,256,16,1351.381,1089.649,950.357,998.595,1247.707,1012.084
64,256,64,2370.918,2486.349,1960.808,2154.550,1974.212,1868.262
64,256,128,3822.981,4581.438,3342.528,4444.388,3010.564,3058.386
64,512,1,2058.472,1119.196,1236.813,1006.950,2066.347,1485.624
64,512,16,2677.755,1654.005,1636.626,1563.301,2350.049,1842.454
64,512,64,4634.672,3361.446,2890.427,3262.676,3318.989,2928.060
64,512,128,7280.860,5709.641,4628.534,5038.242,4680.347,4455.957
64,1024,1,4170.464,2270.108,2496.200,2030.867,4132.458,3015.047
64,1024,16,5027.343,3144.260,3225.983,3079.284,4624.120,3621.386
64,1024,64,8192.186,6433.229,5835.146,6650.832,6448.355,5797.183
64,1024,128,12437.785,10064.710,9124.977,10308.610,8934.844,8627.042
64,4096,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,4096,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,4096,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,4096,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
64,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,128,1,1020.961,600.252,632.617,561.218,1037.830,755.687
128,128,16,1500.016,1145.802,1019.379,1104.474,1390.183,1093.479
128,128,64,2940.221,2898.846,2362.456,2828.260,2388.013,2075.637
128,128,128,5568.720,5297.003,3782.738,4821.689,3891.145,3598.396
128,256,1,2052.553,1130.012,1232.528,1013.714,2056.469,1488.250
128,256,16,2746.708,1757.738,1676.332,1603.902,2431.557,1887.395
128,256,64,5366.994,3497.045,3022.167,3397.934,3654.038,3122.686
128,256,128,8665.204,6817.402,6287.119,6876.684,5739.406,5947.904
128,512,1,4123.080,2232.103,2473.848,2009.139,4096.617,2980.998
128,512,16,5113.204,3154.573,3231.915,3008.468,4684.268,3941.089
128,512,64,8642.714,6719.089,5928.195,6834.201,7054.065,6038.280
128,512,128,13243.112,10452.820,9501.431,11582.828,9963.092,9421.904
128,1024,1,8334.016,4526.813,4986.299,4038.382,8234.337,6032.589
128,1024,16,9827.607,6027.426,6342.787,5766.334,9190.969,7160.376
128,1024,64,15585.697,11244.823,11464.385,10799.091,12645.684,11669.003
128,1024,128,23830.992,19530.575,18316.740,20693.394,17342.431,17597.976
128,4096,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,4096,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,4096,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,4096,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,8192,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,16384,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,32768,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,16,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,64,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
128,65536,128,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
256,128,1,2059.167,1175.685,1239.913,1060.731,2067.760,1507.030
256,128,16,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
256,128,64,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
256,128,128,10823.005,8954.902,8606.964,9414.365,8634.186,8415.420
256,256,1,4115.630,2238.478,2442.665,2012.427,4101.226,2971.909
256,256,16,5292.198,3271.153,3336.116,3114.177,4880.347,3817.886
256,256,64,9606.191,7084.451,6448.858,7159.326,7975.777,6853.878
256,256,128,15901.815,11890.469,12301.210,11541.214,12261.690,12549.093
256,512,1,8241.715,4450.088,4946.993,3982.194,8199.604,5956.048
256,512,16,10056.043,5946.498,6433.286,5805.582,9295.590,7244.743
256,512,64,16302.052,13042.196,12039.050,12335.550,13645.175,12071.693
256,512,128,24893.822,21805.124,19054.148,21549.369,20588.973,19381.916
256,1024,1,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM,PRECHECK_OOM
