method,policy,selected_modules,replaced_modules,nll,ppl,tokens,nll_delta_vs_dense,task,arc_limit,arc_acc,arc_acc_norm,arc_sample_len,nll_delta_recomputed,arc_acc_delta_vs_dense,proxy_score,proxy_score_per_module,selected_proxy_modules,local_rel_mse_sum,selected_numel_sum
dense_nvfp4,type:down_proj,32,32,2.0681469837046884,7.910151888686019,16352,0.028647857636155294,arc_challenge,128,0.421875,0.4296875,128,0.028647857636155294,0.015625,3.5484260720130822,0.11088831475040882,32,0.1908318075612768,1442840576.0
dense_nvfp4,bucket:layers_00_07,56,56,2.0654109872717212,7.888539320770763,16352,0.025911861203188113,arc_challenge,128,0.4296875,0.4453125,128,0.025911861203188113,0.0234375,3.535634536345373,0.06313633100616738,56,0.18715055021606652,1619001344.0
dense_nvfp4,bucket:layers_08_15,56,56,2.044642192743529,7.72639348360635,16352,0.0051430666749960885,arc_challenge,128,0.4140625,0.453125,128,0.0051430666749960885,0.0078125,4.119452623195361,0.07356165398563144,56,0.24082162360760057,1619001344.0
dense_nvfp4,bucket:layers_16_23,56,56,2.0423070082692485,7.708371979458994,16352,0.0028078822007153725,arc_challenge,128,0.3984375,0.4609375,128,0.0028078822007153725,-0.0078125,4.322645697877851,0.07719010174781878,56,0.2524034418037069,1619001344.0
dense_nvfp4,bucket:layers_24_31,56,56,2.0423759564961474,7.70890347636193,16352,0.0028768304276143297,arc_challenge,128,0.390625,0.4453125,128,0.0028768304276143297,-0.015625,4.552350250854357,0.08129196876525638,56,0.23149748651247323,1619001344.0
dense_nvfp4,layer:0,7,7,2.0397112336877274,7.688388730635151,16352,0.00021210761919432386,arc_challenge,128,0.4140625,0.4609375,128,0.00021210761919432386,0.0078125,0.24603635185231532,0.035148050264616475,7,0.013034562004951341,202375168.0
dense_nvfp4,layer_family:0:attention,4,4,2.039747854034961,7.688670287255454,16352,0.00024872796642805284,arc_challenge,128,0.421875,0.4609375,128,0.00024872796642805284,0.015625,0.11205115736777334,0.028012789341943335,4,0.006123320018225294,67108864.0
dense_nvfp4,layer_family:0:mlp,3,3,2.0393464560611374,7.685584689898444,16352,-0.00015267000739571657,arc_challenge,128,0.4296875,0.4609375,128,-0.00015267000739571657,0.0234375,0.13398519448454196,0.04466173149484732,3,0.006911241986726047,135266304.0
dense_nvfp4,layer:4,7,7,2.0400457027607,7.690960688982824,16352,0.0005465766921668447,arc_challenge,128,0.4140625,0.4609375,128,0.0005465766921668447,0.0078125,0.48598043157405146,0.06942577593915021,7,0.025709779832078814,202375168.0
dense_nvfp4,layer_family:4:attention,4,4,2.0388780172090475,7.681985306539992,16352,-0.0006211088594856307,arc_challenge,128,0.3984375,0.4609375,128,-0.0006211088594856307,-0.0078125,0.20939242821283108,0.05234810705320777,4,0.01144278093560499,67108864.0
dense_nvfp4,layer_family:4:mlp,3,3,2.0399260063693947,7.69004016383555,16352,0.00042688030086157625,arc_challenge,128,0.40625,0.453125,128,0.00042688030086157625,0.0,0.27658800336122036,0.09219600112040678,3,0.014266998896473825,135266304.0
dense_nvfp4,layer:8,7,7,2.0406293626400824,7.695450904422723,16352,0.0011302365715493146,arc_challenge,128,0.4296875,0.4453125,128,0.0011302365715493146,0.0234375,0.4879062393693087,0.06970089133847267,7,0.028480604738987572,202375168.0
dense_nvfp4,layer_family:8:attention,4,4,2.0399515148244958,7.690236327381699,16352,0.0004523887559626516,arc_challenge,128,0.421875,0.4609375,128,0.0004523887559626516,0.015625,0.2362540303395745,0.05906350758489363,4,0.014201771530821073,67108864.0
dense_nvfp4,layer_family:8:mlp,3,3,2.0396184529343695,7.687675429227447,16352,0.00011932686583637775,arc_challenge,128,0.421875,0.453125,128,0.00011932686583637775,0.015625,0.2516522090297342,0.08388406967657806,3,0.014278833208166499,135266304.0
dense_nvfp4,layer:12,7,7,2.041036531183351,7.698584887943728,16352,0.0015374051148180357,arc_challenge,128,0.4140625,0.453125,128,0.0015374051148180357,0.0078125,0.5236454036672977,0.0748064862381854,7,0.03061647072380895,202375168.0
dense_nvfp4,layer_family:12:attention,4,4,2.0402298346890864,7.69237697079298,16352,0.0007307086205532443,arc_challenge,128,0.40625,0.453125,128,0.0007307086205532443,0.0,0.26828698780891824,0.06707174695222956,4,0.016127346060839678,67108864.0
dense_nvfp4,layer_family:12:mlp,3,3,2.0402917917927184,7.692853582954737,16352,0.0007926657241852375,arc_challenge,128,0.4140625,0.4609375,128,0.0007926657241852375,0.0078125,0.2553584158583795,0.08511947195279317,3,0.01448912466296927,135266304.0
dense_nvfp4,layer:16,7,7,2.0403556487798222,7.693344841091742,16352,0.0008565227112891094,arc_challenge,128,0.40625,0.4609375,128,0.0008565227112891094,0.0,0.5150565039110845,0.07357950055872635,7,0.030108023612725732,202375168.0
dense_nvfp4,layer_family:16:attention,4,4,2.0400636490077186,7.691098714101672,16352,0.0005645229391855189,arc_challenge,128,0.421875,0.4609375,128,0.0005645229391855189,0.015625,0.2620265192807585,0.06550662982018962,4,0.015751014941387333,67108864.0
dense_nvfp4,layer_family:16:mlp,3,3,2.0397560582468888,7.688733366994692,16352,0.0002569321783556511,arc_challenge,128,0.3984375,0.453125,128,0.0002569321783556511,-0.0078125,0.253029984630326,0.08434332821010866,3,0.014357008671338399,135266304.0
dense_nvfp4,layer:20,7,7,2.039567633850934,7.68728475853523,16352,6.850778240075073e-05,arc_challenge,128,0.4140625,0.4609375,128,6.850778240075073e-05,0.0078125,0.519959346206583,0.07427990660094043,7,0.030344584763806276,202375168.0
dense_nvfp4,layer_family:20:attention,4,4,2.039536407082515,7.687044713222243,16352,3.72810139817048e-05,arc_challenge,128,0.421875,0.4609375,128,3.72810139817048e-05,0.015625,0.24968118844828596,0.06242029711207149,4,0.015008908795290375,67108864.0
dense_nvfp4,layer_family:20:mlp,3,3,2.039411003575633,7.686080791298505,16352,-8.812249290013341e-05,arc_challenge,128,0.4296875,0.46875,128,-8.812249290013341e-05,0.0234375,0.270278157758297,0.09009271925276567,3,0.015335675968515903,135266304.0
dense_nvfp4,layer:24,7,7,2.039303788933502,7.685256775071168,16352,-0.00019533713503117056,arc_challenge,128,0.4296875,0.453125,128,-0.00019533713503117056,0.0234375,0.6486822881084777,0.0926688983012111,7,0.03287954593731235,202375168.0
dense_nvfp4,layer_family:24:attention,4,4,2.039362121701474,7.685705090447045,16352,-0.00013700436705921248,arc_challenge,128,0.4140625,0.4609375,128,-0.00013700436705921248,0.0078125,0.2980534968031602,0.07451337420079004,4,0.01557972102234981,67108864.0
dense_nvfp4,layer_family:24:mlp,3,3,2.039865952881815,7.689578363970569,16352,0.00036682681328192857,arc_challenge,128,0.421875,0.4609375,128,0.00036682681328192857,0.015625,0.3506287913053175,0.11687626376843917,3,0.017299824914962535,135266304.0
dense_nvfp4,layer:28,7,7,2.0398876093138454,7.689744894604974,16352,0.0003884832453122655,arc_challenge,128,0.3984375,0.4609375,128,0.0003884832453122655,-0.0078125,0.620982666333897,0.088711809476271,7,0.03153863102540117,202375168.0
dense_nvfp4,layer_family:28:attention,4,4,2.038996974549415,7.682899189436261,16352,-0.0005021515191181436,arc_challenge,128,0.4140625,0.4609375,128,-0.0005021515191181436,0.0078125,0.3068418745394098,0.07671046863485245,4,0.016039103230035247,67108864.0
dense_nvfp4,layer_family:28:mlp,3,3,2.040160837938641,7.691846240088351,16352,0.0006617118701077729,arc_challenge,128,0.40625,0.4609375,128,0.0006617118701077729,0.0,0.3141407917944872,0.10471359726482905,3,0.015499527795365927,135266304.0
sparse_bf16,all,224,224,2.3901189703297474,10.914792402252603,16352,0.3506198442612143,arc_challenge,128,0.34375,0.359375,128,0.3506198442612143,-0.0625,191.28447364745375,0.8539485430689899,224,10.537038960839531,6476005376.0
sparse_bf16,family:attention,128,128,2.126207221044253,8.383011529889998,16352,0.08670809497571996,arc_challenge,128,0.4140625,0.4453125,128,0.08670809497571996,0.0078125,88.87949969928283,0.6943710914006471,128,5.0463060387784555,2147483648.0
sparse_bf16,family:mlp,96,96,2.2628302564826264,9.610250185195671,16352,0.22333113041409325,arc_challenge,128,0.3515625,0.390625,128,0.22333113041409325,-0.0546875,102.40497394817086,1.0667184786267798,96,5.490732922061075,4328521728.0
sparse_bf16,type:q_proj,32,32,2.0468083025191395,7.743147839397336,16352,0.007309176450606358,arc_challenge,128,0.4140625,0.4453125,128,0.007309176450606358,0.0078125,9.541615526861575,0.2981754852144242,32,0.5386139707857003,536870912.0
sparse_bf16,type:k_proj,32,32,2.042303458585198,7.708344617222486,16352,0.002804332516664676,arc_challenge,128,0.40625,0.4296875,128,0.002804332516664676,0.0,7.067673272325596,0.22086478976017487,32,0.3981559341056746,536870912.0
sparse_bf16,type:v_proj,32,32,2.1001722668015095,8.16757679371505,16352,0.06067314073297636,arc_challenge,128,0.453125,0.4453125,128,0.06067314073297636,0.046875,37.28831188483508,1.1652597464010963,32,2.108347766673256,536870912.0
sparse_bf16,type:o_proj,32,32,2.0456313489701183,7.7340398749440835,16352,0.006132222901585216,arc_challenge,128,0.421875,0.4296875,128,0.006132222901585216,0.015625,34.98189901526061,1.093184344226894,32,2.0011883672138255,536870912.0
sparse_bf16,type:gate_proj,32,32,2.078193291292732,7.990020226826846,16352,0.03869416522419877,arc_challenge,128,0.375,0.4296875,128,0.03869416522419877,-0.03125,23.522336574314288,0.7350730179473215,32,1.2530704072176853,1442840576.0
sparse_bf16,type:up_proj,32,32,2.0950271397420805,8.125661495577337,16352,0.05552801367354743,arc_challenge,128,0.4140625,0.4140625,128,0.05552801367354743,0.0078125,36.0763000697366,1.1273843771792686,32,1.933449507596272,1442840576.0
sparse_bf16,type:down_proj,32,32,2.0959594823609593,8.133240928861541,16352,0.056460356292426184,arc_challenge,128,0.3984375,0.4296875,128,0.056460356292426184,-0.0078125,42.806337304119964,1.3376980407537489,32,2.304213007247117,1442840576.0
sparse_bf16,bucket:layers_00_07,56,56,2.151422202003912,8.597076486229609,16352,0.11192307593537887,arc_challenge,128,0.375,0.40625,128,0.11192307593537887,-0.03125,35.61924347960859,0.6360579192787249,56,1.8772051536531866,1619001344.0
sparse_bf16,bucket:layers_08_15,56,56,2.0810363978555757,8.01276902908179,16352,0.041537271787042584,arc_challenge,128,0.40625,0.4140625,128,0.041537271787042584,0.0,47.87592229628294,0.8549271838621954,56,2.792394967363312,1619001344.0
sparse_bf16,bucket:layers_16_23,56,56,2.104201747946543,8.200554286878885,16352,0.06470262187801001,arc_challenge,128,0.390625,0.40625,128,0.06470262187801001,-0.015625,51.60102298462572,0.9214468390111736,56,3.0108745986430256,1619001344.0
sparse_bf16,bucket:layers_24_31,56,56,2.1235562975859223,8.36081823733064,16352,0.08405717151738923,arc_challenge,128,0.40625,0.40625,128,0.08405717151738923,0.0,56.18828488693646,1.0033622301238654,56,2.8565642411800063,1619001344.0
sparse_bf16,layer:0,7,7,2.0394397817712475,7.686301986017804,16352,-5.9344297285601755e-05,arc_challenge,128,0.4140625,0.4453125,128,-5.9344297285601755e-05,0.0078125,0.9999612925998773,0.14285161322855391,7,0.05183873845801422,202375168.0
sparse_bf16,layer_family:0:attention,4,4,2.039173148616186,7.684252836266288,16352,-0.00032597745234719255,arc_challenge,128,0.4140625,0.4609375,128,-0.00032597745234719255,0.0078125,0.08436173631310138,0.021090434078275346,4,0.004610161294833958,67108864.0
sparse_bf16,layer_family:0:mlp,3,3,2.039526549337428,7.686968936668483,16352,2.7423268894821717e-05,arc_challenge,128,0.40625,0.4609375,128,2.7423268894821717e-05,0.0,0.9155995562867758,0.3051998520955919,3,0.047228577163180255,135266304.0
sparse_bf16,layer:4,7,7,2.043525210565317,7.717768057903494,16352,0.004026084496783877,arc_challenge,128,0.4140625,0.453125,128,0.004026084496783877,0.0078125,5.309062458652495,0.7584374940932135,7,0.28004856453681,202375168.0
sparse_bf16,layer_family:4:attention,4,4,2.039928525861229,7.690059538853356,16352,0.0004293997926958504,arc_challenge,128,0.421875,0.453125,128,0.0004293997926958504,0.015625,2.0212009562786317,0.5053002390696579,4,0.11045365855361176,67108864.0
sparse_bf16,layer_family:4:mlp,3,3,2.0434102060276933,7.71688053059232,16352,0.00391107995916018,arc_challenge,128,0.421875,0.4453125,128,0.00391107995916018,0.015625,3.287861502373863,1.0959538341246209,3,0.1695949059831982,135266304.0
sparse_bf16,layer:8,7,7,2.0432827570667005,7.71589708485749,16352,0.0037836309981673644,arc_challenge,128,0.40625,0.453125,128,0.0037836309981673644,0.0,5.5619452080434,0.7945636011490571,7,0.3237136035909366,202375168.0
sparse_bf16,layer_family:8:attention,4,4,2.0418494498893005,7.704845756052092,16352,0.002350323820767386,arc_challenge,128,0.40625,0.4453125,128,0.002350323820767386,0.0,2.410153609469553,0.6025384023673882,4,0.14487986032099784,67108864.0
sparse_bf16,layer_family:8:mlp,3,3,2.0408147487155146,7.696877666111364,16352,0.0013156226469814847,arc_challenge,128,0.40625,0.4453125,128,0.0013156226469814847,0.0,3.151791598573848,1.050597199524616,3,0.17883374326993873,135266304.0
sparse_bf16,layer:12,7,7,2.0447379110377364,7.727133076206681,16352,0.0052387849692032695,arc_challenge,128,0.4296875,0.453125,128,0.0052387849692032695,0.0234375,6.183749433447609,0.8833927762068013,7,0.3607088598618348,202375168.0
sparse_bf16,layer_family:12:attention,4,4,2.040808463049961,7.696829286264599,16352,0.0013093369814280997,arc_challenge,128,0.4375,0.453125,128,0.0013093369814280997,0.03125,2.9184265421064506,0.7296066355266126,4,0.17543331185041494,67108864.0
sparse_bf16,layer_family:12:mlp,3,3,2.0436834943737767,7.718989752309179,16352,0.004184368305243602,arc_challenge,128,0.421875,0.4609375,128,0.004184368305243602,0.015625,3.2653228913411585,1.0884409637803862,3,0.18527554801141985,135266304.0
sparse_bf16,layer:16,7,7,2.0451242480492637,7.73011893044288,16352,0.0056251219807306185,arc_challenge,128,0.3828125,0.421875,128,0.0056251219807306185,-0.0234375,5.906362302345975,0.8437660431922821,7,0.3448485837382651,202375168.0
sparse_bf16,layer_family:16:attention,4,4,2.0406496081566856,7.695606704378897,16352,0.0011504820881524935,arc_challenge,128,0.3984375,0.453125,128,0.0011504820881524935,-0.0078125,2.8824726795723223,0.7206181698930806,4,0.17327204272570915,67108864.0
sparse_bf16,layer_family:16:mlp,3,3,2.044400631331651,7.724527310494504,16352,0.0049015052631178335,arc_challenge,128,0.390625,0.4296875,128,0.0049015052631178335,-0.015625,3.023889622773652,1.0079632075912173,3,0.17157654101255593,135266304.0
sparse_bf16,layer:20,7,7,2.0459422542624277,7.736444802705147,16352,0.006443128193894587,arc_challenge,128,0.3828125,0.4609375,128,0.006443128193894587,-0.0234375,6.111750529544962,0.8731072185064231,7,0.3565007708854239,202375168.0
sparse_bf16,layer_family:20:attention,4,4,2.0411528943802746,7.699480772016032,16352,0.0016537683117414659,arc_challenge,128,0.3984375,0.453125,128,0.0016537683117414659,-0.0078125,2.8819946881901424,0.7204986720475356,4,0.17324330956761796,67108864.0
sparse_bf16,layer_family:20:mlp,3,3,2.0440771136498497,7.722028693521181,16352,0.004577987581316556,arc_challenge,128,0.390625,0.453125,128,0.004577987581316556,-0.015625,3.22975584135482,1.0765852804516067,3,0.18325746131780596,135266304.0
sparse_bf16,layer:24,7,7,2.043739315115076,7.71942064406547,16352,0.004240189046542664,arc_challenge,128,0.4453125,0.453125,128,0.004240189046542664,0.0390625,8.16616106305213,1.1665944375788757,7,0.4135203737180699,202375168.0
sparse_bf16,layer_family:24:attention,4,4,2.0384157968360617,7.678435356919053,16352,-0.0010833292324714527,arc_challenge,128,0.421875,0.4609375,128,-0.0010833292324714527,0.015625,3.61738446376393,0.9043461159409825,4,0.1890863263826903,67108864.0
sparse_bf16,layer_family:24:mlp,3,3,2.044541599699196,7.725616301254341,16352,0.0050424736306626805,arc_challenge,128,0.4453125,0.453125,128,0.0050424736306626805,0.0390625,4.5487765992882,1.5162588664293999,3,0.22443404733537953,135266304.0
sparse_bf16,layer:28,7,7,2.0467422358443828,7.742636292265733,16352,0.007243109775849632,arc_challenge,128,0.3984375,0.4296875,128,0.007243109775849632,-0.0078125,7.840825102600901,1.1201178718001288,7,0.3982549942743279,202375168.0
sparse_bf16,layer_family:28:attention,4,4,2.0413237532524215,7.700796409007781,16352,0.0018246271838884276,arc_challenge,128,0.4296875,0.4609375,128,0.0018246271838884276,0.0234375,3.885623578896868,0.971405894724217,4,0.20310760318660948,67108864.0
sparse_bf16,layer_family:28:mlp,3,3,2.044331276253478,7.723991593876584,16352,0.004832150184944872,arc_challenge,128,0.40625,0.4453125,128,0.004832150184944872,0.0,3.9552015237040337,1.3184005079013446,3,0.19514739108771847,135266304.0
sparse_nvfp4,all,224,224,3.1070349109149493,22.35466246952257,16352,1.0675357848464162,arc_challenge,128,0.1875,0.265625,128,1.0675357848464162,-0.21875,379.2646015372682,1.6931455425770903,224,20.884758885539767,6476005376.0
sparse_nvfp4,family:attention,128,128,2.2338427825449965,9.335672196022117,16352,0.19434365647646334,arc_challenge,128,0.3671875,0.3671875,128,0.19434365647646334,-0.0390625,178.7148111253926,1.3962094619171297,128,10.134508154851543,2147483648.0
sparse_nvfp4,family:mlp,96,96,2.7256903751022428,15.266950211759672,16352,0.6861912490337096,arc_challenge,128,0.2890625,0.3046875,128,0.6861912490337096,-0.1171875,200.54979041187545,2.0890603167903694,96,10.750250730688224,4328521728.0
sparse_nvfp4,type:q_proj,32,32,2.058555897901203,7.8346476060254,16352,0.01905677183266974,arc_challenge,128,0.40625,0.4375,128,0.01905677183266974,0.0,19.524408809951833,0.6101377753109948,32,1.1011646736758443,536870912.0
sparse_nvfp4,type:k_proj,32,32,2.0507891668032294,7.774033695490266,16352,0.011290040734696305,arc_challenge,128,0.375,0.40625,128,0.011290040734696305,-0.03125,14.637475647782452,0.4574211139932016,32,0.8239585672657064,536870912.0
sparse_nvfp4,type:v_proj,32,32,2.11013443082746,8.249350177060636,16352,0.07063530475892676,arc_challenge,128,0.40625,0.4453125,128,0.07063530475892676,0.0,72.9190700800634,2.2787209400019814,32,4.121782449803282,536870912.0
sparse_nvfp4,type:o_proj,32,32,2.0676696053223136,7.906376654352384,16352,0.028170479253780467,arc_challenge,128,0.375,0.3828125,128,0.028170479253780467,-0.03125,71.63385658759502,2.2385580183623444,32,4.087602464106708,536870912.0
sparse_nvfp4,type:gate_proj,32,32,2.145950246463783,8.550162139591592,16352,0.10645112039525007,arc_challenge,128,0.3828125,0.40625,128,0.10645112039525007,-0.0234375,47.23373522242759,1.4760542257008622,32,2.5161420254023867,1442840576.0
sparse_nvfp4,type:up_proj,32,32,2.1750782333941374,8.802873773942972,16352,0.1355791073256043,arc_challenge,128,0.3671875,0.3984375,128,0.1355791073256043,-0.0390625,70.43501234794657,2.2010941358733302,32,3.774282342369636,1442840576.0
sparse_nvfp4,type:down_proj,32,32,2.2186108046081903,9.194548964607286,16352,0.17911167853965715,arc_challenge,128,0.3828125,0.40625,128,0.17911167853965715,-0.0234375,82.88104284150141,2.590032588796919,32,4.459826362916198,1442840576.0
sparse_nvfp4,bucket:layers_00_07,56,56,2.4525279812150274,11.617678902025299,16352,0.41302885514649423,arc_challenge,128,0.3125,0.359375,128,0.41302885514649423,-0.09375,68.43870194560411,1.2221196776000733,56,3.60860041197884,1619001344.0
sparse_nvfp4,bucket:layers_08_15,56,56,2.1513199181006146,8.596197188659412,16352,0.1118207920320815,arc_challenge,128,0.3671875,0.390625,128,0.1118207920320815,-0.0390625,93.56428363372618,1.6707907791736818,56,5.458252173369049,1619001344.0
sparse_nvfp4,bucket:layers_16_23,56,56,2.183273061614214,8.875308200844318,16352,0.14377393554568085,arc_challenge,128,0.3359375,0.40625,128,0.14377393554568085,-0.0703125,102.36896120069927,1.8280171642982013,56,5.973889456739887,1619001344.0
sparse_nvfp4,bucket:layers_24_31,56,56,2.2067287318160624,9.085945161420328,16352,0.16722960574752932,arc_challenge,128,0.421875,0.4140625,128,0.16722960574752932,0.015625,114.89265475723872,2.0516545492364058,56,5.844016843451987,1619001344.0
sparse_nvfp4,layer:0,7,7,2.0401072156872533,7.691433797033791,16352,0.0006080896187201645,arc_challenge,128,0.40625,0.4375,128,0.0006080896187201645,0.0,2.0370530643013463,0.291007580614478,7,0.10597460517788697,202375168.0
sparse_nvfp4,layer_family:0:attention,4,4,2.0392366920665284,7.68474113571876,16352,-0.0002624340020047633,arc_challenge,128,0.421875,0.453125,128,-0.0002624340020047633,0.015625,0.29329386668582197,0.07332346667145549,4,0.016027788086163196,67108864.0
sparse_nvfp4,layer_family:0:mlp,3,3,2.0407610443473563,7.696464321258825,16352,0.0012619182788231598,arc_challenge,128,0.4453125,0.4453125,128,0.0012619182788231598,0.0390625,1.7437591976155242,0.5812530658718414,3,0.08994681709172378,135266304.0
sparse_nvfp4,layer:4,7,7,2.0518437402355696,7.78223630925673,16352,0.012344614167036472,arc_challenge,128,0.40625,0.4296875,128,0.012344614167036472,0.0,9.923448479482106,1.4176354970688723,7,0.5235719173107443,202375168.0
sparse_nvfp4,layer_family:4:attention,4,4,2.0412502998008653,7.700230779705774,16352,0.0017511737323321341,arc_challenge,128,0.421875,0.4375,128,0.0017511737323321341,0.015625,3.8165526202039874,0.9541381550509969,4,0.20856520904287096,67108864.0
sparse_nvfp4,layer_family:4:mlp,3,3,2.0495271066863476,7.764228586236019,16352,0.010027980617814514,arc_challenge,128,0.4140625,0.4375,128,0.010027980617814514,0.0078125,6.10689585927812,2.035631953092707,3,0.31500670826787336,135266304.0
sparse_nvfp4,layer:8,7,7,2.051162760784948,7.776938570280662,16352,0.011663634716414961,arc_challenge,128,0.4140625,0.4296875,128,0.011663634716414961,0.0078125,11.14712798719826,1.5924468553140372,7,0.6489731550251785,202375168.0
sparse_nvfp4,layer_family:8:attention,4,4,2.0437472729766903,7.719482074391126,16352,0.004248146908157224,arc_challenge,128,0.4140625,0.4375,128,0.004248146908157224,0.0078125,4.887757855610916,1.221939463902729,4,0.2938143330871025,67108864.0
sparse_nvfp4,layer_family:8:mlp,3,3,2.0473086400041374,7.747022995875449,16352,0.007809513935604251,arc_challenge,128,0.3984375,0.40625,128,0.007809513935604251,-0.0078125,6.259370131587344,2.0864567105291147,3,0.35515882193807613,135266304.0
sparse_nvfp4,layer:12,7,7,2.0488144450924866,7.75869728992198,16352,0.009315319023953439,arc_challenge,128,0.3984375,0.4375,128,0.009315319023953439,-0.0078125,12.002177932348154,1.7145968474783078,7,0.700230767221128,202375168.0
sparse_nvfp4,layer_family:12:attention,4,4,2.0432709845078203,7.715806249539429,16352,0.003771858439287179,arc_challenge,128,0.3984375,0.4296875,128,0.003771858439287179,-0.0078125,5.700873354995823,1.4252183387489556,4,0.34269257035499634,67108864.0
sparse_nvfp4,layer_family:12:mlp,3,3,2.0468488980646002,7.743462183087893,16352,0.007349771996067123,arc_challenge,128,0.421875,0.4296875,128,0.007349771996067123,0.015625,6.301304577352331,2.1004348591174438,3,0.35753819686613164,135266304.0
sparse_nvfp4,layer:16,7,7,2.052217371543093,7.785144539653543,16352,0.012718245474559797,arc_challenge,128,0.3828125,0.4453125,128,0.012718245474559797,-0.0234375,11.530368326752246,1.6471954752503208,7,0.6731602404977437,202375168.0
sparse_nvfp4,layer_family:16:attention,4,4,2.043233897588024,7.7155200993581365,16352,0.003734771519491087,arc_challenge,128,0.4140625,0.4375,128,0.003734771519491087,0.0078125,5.611937570387524,1.402984392596881,4,0.337346436398653,67108864.0
sparse_nvfp4,layer_family:16:mlp,3,3,2.0484630189063266,7.7559711595686665,16352,0.00896389283779353,arc_challenge,128,0.3984375,0.4609375,128,0.00896389283779353,-0.0078125,5.918430756364723,1.9728102521215742,3,0.3358138040990907,135266304.0
sparse_nvfp4,layer:20,7,7,2.054255629239017,7.801028853088149,16352,0.014756503170483715,arc_challenge,128,0.3828125,0.4375,128,0.014756503170483715,-0.0234375,12.219553019873626,1.745650431410518,7,0.7129290516450066,202375168.0
sparse_nvfp4,layer_family:20:attention,4,4,2.043019244348933,7.71386411571502,16352,0.0035201182803996645,arc_challenge,128,0.4140625,0.4453125,128,0.0035201182803996645,0.0078125,5.808925711011488,1.452231427752872,4,0.34918784525589763,67108864.0
sparse_nvfp4,layer_family:20:mlp,3,3,2.0502450237535452,7.769804659791394,16352,0.010745897685012107,arc_challenge,128,0.3984375,0.4453125,128,0.010745897685012107,-0.0078125,6.4106273088621375,2.1368757696207124,3,0.36374120638910895,135266304.0
sparse_nvfp4,layer:24,7,7,2.0493137225246243,7.762571999578681,16352,0.009814596456091174,arc_challenge,128,0.40625,0.453125,128,0.009814596456091174,0.0,16.704095310127244,2.386299330018178,7,0.8466017097156149,202375168.0
sparse_nvfp4,layer_family:24:attention,4,4,2.0375335155867784,7.671663805025701,16352,-0.001965610481754698,arc_challenge,128,0.4375,0.46875,128,-0.001965610481754698,0.03125,7.650127599158096,1.912531899789524,4,0.39988409818581994,67108864.0
sparse_nvfp4,layer_family:24:mlp,3,3,2.051323560352661,7.7781891991884935,16352,0.01182443428412805,arc_challenge,128,0.40625,0.4453125,128,0.01182443428412805,0.0,9.053967710969149,3.0179892369897163,3,0.44671761152979506,135266304.0
