module_name,module_index,layer,module_type,module_family,linear_group,n,k,selected_method,quality_cost,latency_cost
model.layers.13.self_attn.o_proj,95,13,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.002800839414670395,1.29475839138031
model.layers.13.mlp.gate_proj,96,13,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.0057129402385231835,2.3487871646881104
model.layers.13.mlp.up_proj,97,13,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0013283357352772494,2.80316481590271
model.layers.13.mlp.down_proj,98,13,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0029780637155289516,3.2431904077529907
model.layers.14.self_attn.q_proj,99,14,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.002153001933265687,1.2946943998336793
model.layers.14.self_attn.k_proj,100,14,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0020512388002788583,1.2990015983581542
model.layers.14.self_attn.v_proj,101,14,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.002925760605139905,1.2970336198806762
model.layers.14.self_attn.o_proj,102,14,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.003413183411547156,1.29475839138031
model.layers.14.mlp.gate_proj,103,14,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.004771779498584746,2.3487871646881104
model.layers.14.mlp.up_proj,104,14,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.005146615759266477,2.346992039680481
model.layers.14.mlp.down_proj,105,14,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0032124721739059748,3.2431904077529907
model.layers.15.self_attn.q_proj,106,15,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.001536642064633476,1.2946943998336793
model.layers.15.self_attn.k_proj,107,15,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0016080530144884568,1.2990015983581542
model.layers.15.self_attn.v_proj,108,15,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0022978394705602907,1.2970336198806762
model.layers.15.self_attn.o_proj,109,15,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0024943708985622555,1.29475839138031
model.layers.15.mlp.gate_proj,110,15,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.004417018370067089,2.3487871646881104
model.layers.15.mlp.up_proj,111,15,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.004657080199066069,2.346992039680481
model.layers.15.mlp.down_proj,112,15,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.002505930600986387,3.2431904077529907
model.layers.16.self_attn.q_proj,113,16,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0018050651210691855,1.2946943998336793
model.layers.16.self_attn.k_proj,114,16,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0017592410651642509,1.2990015983581542
model.layers.16.self_attn.v_proj,115,16,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.002834500904868105,1.2970336198806762
model.layers.16.self_attn.o_proj,116,16,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0024729944632732566,1.29475839138031
model.layers.16.mlp.gate_proj,117,16,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.0011631301308771067,2.8061856031417847
model.layers.16.mlp.up_proj,118,16,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0014703758576745508,2.80316481590271
model.layers.16.mlp.down_proj,119,16,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0027151755360671982,3.2431904077529907
model.layers.17.self_attn.q_proj,120,17,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0019325838369333359,1.2946943998336793
model.layers.17.self_attn.k_proj,121,17,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.001987200348367262,1.2990015983581542
model.layers.17.self_attn.v_proj,122,17,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.002732116371122969,1.2970336198806762
model.layers.17.self_attn.o_proj,123,17,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0027066994350214034,1.29475839138031
model.layers.17.mlp.gate_proj,124,17,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.0011424970213964032,2.8061856031417847
model.layers.17.mlp.up_proj,125,17,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0014525217630261364,2.80316481590271
model.layers.17.mlp.down_proj,126,17,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.002861274921755926,3.2431904077529907
model.layers.18.self_attn.q_proj,127,18,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0016109608026195783,1.2946943998336793
model.layers.18.self_attn.k_proj,128,18,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0017780603206473213,1.2990015983581542
model.layers.18.self_attn.v_proj,129,18,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0023700918474744274,1.2970336198806762
model.layers.18.self_attn.o_proj,130,18,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0023265446547291783,1.29475839138031
model.layers.18.mlp.gate_proj,131,18,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.0013585891528017193,2.8061856031417847
model.layers.18.mlp.up_proj,132,18,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0017079810216479715,2.80316481590271
model.layers.18.mlp.down_proj,133,18,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0023592016480139086,3.2431904077529907
model.layers.19.self_attn.q_proj,134,19,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.002396174650579238,1.2946943998336793
model.layers.19.self_attn.k_proj,135,19,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.002404565041477288,1.2990015983581542
model.layers.19.self_attn.v_proj,136,19,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.003311257451539104,1.2970336198806762
model.layers.19.self_attn.o_proj,137,19,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.003295478798824346,1.29475839138031
model.layers.19.mlp.gate_proj,138,19,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.005992342261062987,2.3487871646881104
model.layers.19.mlp.up_proj,139,19,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0015747921347765738,2.80316481590271
model.layers.19.mlp.down_proj,140,19,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.003333488706718177,3.2431904077529907
model.layers.20.self_attn.q_proj,141,20,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.002479401736306265,1.2946943998336793
model.layers.20.self_attn.k_proj,142,20,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0026379520670365424,1.2990015983581542
model.layers.20.self_attn.v_proj,143,20,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0036644988684351376,1.2970336198806762
model.layers.20.self_attn.o_proj,144,20,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.002615860330085793,1.29475839138031
model.layers.20.mlp.gate_proj,145,20,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.0014321349332942,2.8061856031417847
model.layers.20.mlp.up_proj,146,20,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0016310517837043253,2.80316481590271
model.layers.20.mlp.down_proj,147,20,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0031694645223243017,3.2431904077529907
model.layers.21.self_attn.q_proj,148,21,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0021355285601225025,1.2946943998336793
model.layers.21.self_attn.k_proj,149,21,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0022913047591210847,1.2990015983581542
model.layers.21.self_attn.v_proj,150,21,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0029976575413478614,1.2970336198806762
model.layers.21.self_attn.o_proj,151,21,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.002729223909149296,1.29475839138031
model.layers.21.mlp.gate_proj,152,21,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.006344717134244713,2.3487871646881104
model.layers.21.mlp.up_proj,153,21,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0017086334679350533,2.80316481590271
model.layers.21.mlp.down_proj,154,21,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0026492041276366535,3.2431904077529907
model.layers.22.self_attn.q_proj,155,22,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0018859057298261587,1.2946943998336793
model.layers.22.self_attn.k_proj,156,22,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0020740473849381372,1.2990015983581542
model.layers.22.self_attn.v_proj,157,22,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0025831434417549724,1.2970336198806762
model.layers.22.self_attn.o_proj,158,22,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0020153767313916145,1.29475839138031
model.layers.22.mlp.gate_proj,159,22,gate_proj,mlp,mlp.gate_proj,11008,4096,dense_nvfp4,0.0015465803144814232,2.8061856031417847
model.layers.22.mlp.up_proj,160,22,up_proj,mlp,mlp.up_proj,11008,4096,dense_nvfp4,0.0016672417941566199,2.80316481590271
model.layers.22.mlp.down_proj,161,22,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0024802705833558434,3.2431904077529907
model.layers.23.self_attn.q_proj,162,23,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0019762222956518573,1.2946943998336793
model.layers.23.self_attn.k_proj,163,23,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0021878533202019826,1.2990015983581542
model.layers.23.self_attn.v_proj,164,23,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0024088782874408833,1.2970336198806762
model.layers.23.self_attn.o_proj,165,23,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.002314982417659635,1.29475839138031
model.layers.23.mlp.gate_proj,166,23,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.00553574577887135,2.3487871646881104
model.layers.23.mlp.up_proj,167,23,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.004693999359747105,2.346992039680481
model.layers.23.mlp.down_proj,168,23,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0023307956366099315,3.2431904077529907
model.layers.24.self_attn.q_proj,169,24,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0025852732582616984,1.2946943998336793
model.layers.24.self_attn.k_proj,170,24,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.002652151459628245,1.2990015983581542
model.layers.24.self_attn.v_proj,171,24,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0032850680071303427,1.2970336198806762
model.layers.24.self_attn.o_proj,172,24,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0023984285858534562,1.29475839138031
model.layers.24.mlp.gate_proj,173,24,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.0065521024308803945,2.3487871646881104
model.layers.24.mlp.up_proj,174,24,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.0055562638325293056,2.346992039680481
model.layers.24.mlp.down_proj,175,24,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0032862219939654913,3.2431904077529907
model.layers.25.self_attn.q_proj,176,25,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0027531384637510268,1.2946943998336793
model.layers.25.self_attn.k_proj,177,25,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.00308896168679445,1.2990015983581542
model.layers.25.self_attn.v_proj,178,25,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0030891554352803184,1.2970336198806762
model.layers.25.self_attn.o_proj,179,25,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0018087288474866227,1.29475839138031
model.layers.25.mlp.gate_proj,180,25,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.004722986213105298,2.3487871646881104
model.layers.25.mlp.up_proj,181,25,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.004028686554509712,2.346992039680481
model.layers.25.mlp.down_proj,182,25,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.0029596138190383227,3.2431904077529907
model.layers.26.self_attn.q_proj,183,26,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0020085494426176215,1.2946943998336793
model.layers.26.self_attn.k_proj,184,26,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.0021859467499817584,1.2990015983581542
model.layers.26.self_attn.v_proj,185,26,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0025713041175998543,1.2970336198806762
model.layers.26.self_attn.o_proj,186,26,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0016158934823511492,1.29475839138031
model.layers.26.mlp.gate_proj,187,26,gate_proj,mlp,mlp.gate_proj,11008,4096,sparse_nvfp4,0.0055615629042831275,2.3487871646881104
model.layers.26.mlp.up_proj,188,26,up_proj,mlp,mlp.up_proj,11008,4096,sparse_nvfp4,0.004830281026808678,2.346992039680481
model.layers.26.mlp.down_proj,189,26,down_proj,mlp,mlp.down_proj,4096,11008,sparse_bf16,0.002441494239290546,3.2431904077529907
model.layers.27.self_attn.q_proj,190,27,q_proj,attention,self_attn.q_proj,4096,4096,sparse_bf16,0.0023816201338194083,1.2946943998336793
model.layers.27.self_attn.k_proj,191,27,k_proj,attention,self_attn.k_proj,4096,4096,sparse_bf16,0.002647230536886213,1.2990015983581542
model.layers.27.self_attn.v_proj,192,27,v_proj,attention,self_attn.v_proj,4096,4096,sparse_bf16,0.0027187881066034797,1.2970336198806762
model.layers.27.self_attn.o_proj,193,27,o_proj,attention,self_attn.o_proj,4096,4096,sparse_bf16,0.0023140908884208035,1.29475839138031
